title,pubLink,year,innerCoAuthorsNames,innerCoAuthorsId,outerCoAuthors
Enzo Mari: Una impronta nel disegno industriale,http://hdl.handle.net/11311/253614,2003,"ROGNOLI, VALENTINA",rp09328,
Il progetto di Movie Image Design: il video come strumento didattico di ricerca,http://hdl.handle.net/11311/253644,2002,"GALBIATI, MARIA LUISA",rp13667,
A granular tabu search for the Dial-a-Ride Problem,http://hdl.handle.net/11311/253692,2004,"COLORNI VITALE, ALBERTO",rp13114,R. Wolfler
Interpretazione relazionale ed esperienziale dello spazio domestico,http://hdl.handle.net/11311/253699,2005,"IANNILLI, VALERIA MARIA",rp13283,
The Fire and The Mountain: Tangible Interaction in a Multimedia Museum Exhibition for Children,http://hdl.handle.net/11311/253835,2007,"GARZOTTO, FRANCA;RIZZO, FRANCESCA",rp10186;rp15209,
Passato presente e futuro del Design,http://hdl.handle.net/11311/253882,2006,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
Cosmo Hotel Palace,http://hdl.handle.net/11311/253891,2003,"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO",rp03296;rp02716,
Note sulla regolazione e il finanziamento delle infrastrutture stradali e ferroviarie lombarde,http://hdl.handle.net/11311/253995,2006,"PONTI, MARCO GUIDO",rp08671,
Il sistema dei trasporti,http://hdl.handle.net/11311/254135,2002,"PONTI, MARCO GUIDO",rp08671,A. Asmundo;G. Ciaccio
Superfici profonde,http://hdl.handle.net/11311/254356,2007,"BUCCHETTI, VALERIA LUISA",rp07259,
Strategic design for the food sector: Food-System Innovation,http://hdl.handle.net/11311/254389,2006,"MERONI, ANNA",rp13512,
DiLabb,http://hdl.handle.net/11311/254410,2003,"DESERTI, ALESSANDRO;GALBIATI, MARIA LUISA;GALLI, FRANCESCO",rp09946;rp13667;rp19058,
TRAMP-Telecontrollo del rischio nell'autotrasporto di merci pericolose,http://hdl.handle.net/11311/254461,2006,"CAPRILE, ELENA;MAJA, ROBERTO;MARCHIONNI, GIOVANNA;RAINOLDI, GIOVANNI;STUDER, LUCA PASINO",rp22976;rp13597;rp19980;rp00650;rp04572,
Strumenti e tecniche di visualizzazione,http://hdl.handle.net/11311/254506,2004,"CECONELLO, MAURO ATTILIO",rp10483,
La cultura del caffè. Un confronto fra i modelli di business di alcune imprese del caffè,http://hdl.handle.net/11311/254516,2007,"PIREDDA, FRANCESCA",rp01321,
Development of a Simple and Effcient Above Knee Prosthesis,http://hdl.handle.net/11311/254518,2003,"CANINA, MARIA RITA;ROVETTA, ALBERTO",rp17046;rp23234,T. Chettibi
Rappresentazione e modellazione virtuale per la città e il territorio,http://hdl.handle.net/11311/254613,2006,"CECONELLO, MAURO ATTILIO",rp10483,
Frammenti di graphic design. Napoli e dintorni,http://hdl.handle.net/11311/254638,2004,"GUIDA, FRANCESCO ERMANNO;GUNETTI, LUCIANA",rp00283;rp13225,
Interview with Aldo Cibic,http://hdl.handle.net/11311/254707,2006,"CERVETTA, GABRIELE;SCULLICA, FRANCESCO",rp00252;rp03296,
L’ARREDO ITALIANO FRA DOMESTICO E CONTRACT,http://hdl.handle.net/11311/254981,2005,"SCULLICA, FRANCESCO",rp03296,
Il valore della conoscenza di design,http://hdl.handle.net/11311/254988,2002,"SIMONELLI, GIULIANO",rp02716,
Design per la sostenibilità ambientale degli imballaggi,http://hdl.handle.net/11311/255014,2006,"VEZZOLI, CARLO ARNALDO",rp00177,L. Orbetegli
VEST. Clothing Support System On-Orbit Validation,http://hdl.handle.net/11311/255047,2005,"DOMINONI, ANNALISA",rp14744,
Le risorse di design operanti nel settore dell'elettrodomestico bianco,http://hdl.handle.net/11311/255059,2001,"RAMPINO, LUCIA ROSA ELENA",rp08743,
Wayfinding al Politecnico di Milano,http://hdl.handle.net/11311/255060,2007,"CIUCCARELLI, PAOLO",rp13003,
Ma la ricetta della commissione non cancellarà il protezionismo,http://hdl.handle.net/11311/255070,2002,"PONTI, MARCO GUIDO",rp08671,
Un progetto di grafica urbana,http://hdl.handle.net/11311/255105,2006,"BUCCHETTI, VALERIA LUISA",rp07259,
The aesthetical and sensorial characterization of design materials,http://hdl.handle.net/11311/255122,2003,"ROGNOLI, VALENTINA",rp09328,
Esperanto,http://hdl.handle.net/11311/255130,2007,"BOERI, STEFANO;PIAZZA, MARIO",rp08961;rp08916,
"Un progetto pilota.DxD-Design dor District, Progetti per un distretto, Prodotto, Comunicazione strategica",http://hdl.handle.net/11311/255146,2001,"CELASCHI, FLAVIANO;COLLINA, LUISA MARIA VIRGINIA;SIMONELLI, GIULIANO",rp10506;rp13086;rp02716,
Long term behaviour of massive historic masonry structures: some case histories,http://hdl.handle.net/11311/255207,2003,"BINDA, LUIGIA;ANZANI, ANNA;SAISI, ANTONELLA ELIDE",rp08164;rp07076;rp23739,
Il corpo delle cose,http://hdl.handle.net/11311/255226,2004,"COLLINA, LUISA MARIA VIRGINIA",rp13086,
La progettazione web. Il design per la rete tra esperienza e interfacce,http://hdl.handle.net/11311/255346,2004,"BRUGNOLI, GIANLUCA",rp07217,
Costruire imbarcazioni da diporto. Esperienze in cantiere.,http://hdl.handle.net/11311/255516,2005,"PIARDI, SILVIA ELVIRA MARIA;RATTI, ANDREA",rp08914;rp08756,
Analisi economico-industriale del settore sanitario,http://hdl.handle.net/11311/255533,2001,"COSTA, FIAMMETTA CARLA ENRICA",rp13177,
Design research process: fashion sector as a peculiar context for analysing innovative practices in design research.,http://hdl.handle.net/11311/255539,2005,"BERTOLA, PAOLA;COLOMBI, CHIARA;CONTI, GIOVANNI MARIA",rp08052;rp18665;rp18715,
Contemporaneità Partenopa,http://hdl.handle.net/11311/255546,2007,"SCULLICA, FRANCESCO",rp03296,
Progetto design. Oggetti di >segnati,http://hdl.handle.net/11311/255599,2006,"PICCINNO, GIOVANNA",rp08924,
Note sui materiali pubblicati,http://hdl.handle.net/11311/255612,2004,"NEBULONI, ATTILIO",rp08507,
Una politica per i trasporti italiani,http://hdl.handle.net/11311/255694,2007,"BERIA, PAOLO;ERBA, STEFANO;PONTI, MARCO GUIDO",rp17616;rp16937;rp08671,
Discipline del packaging design,http://hdl.handle.net/11311/255702,2004,"BUCCHETTI, VALERIA LUISA",rp07259,
La rete della spesa,http://hdl.handle.net/11311/255747,2001,"BUCCHETTI, VALERIA LUISA",rp07259,
Design for sustainable consumption. New roles designing system innovations,http://hdl.handle.net/11311/255786,2006,"MANZINI, EZIO;VEZZOLI, CARLO ARNALDO",rp13641;rp00177,
"Artefatti, ambienti, sistemi",http://hdl.handle.net/11311/255790,2004,"PILLAN, MARGHERITA",rp09886,
Food delivery services,http://hdl.handle.net/11311/255890,2004,"RAMPINO, LUCIA ROSA ELENA",rp08743,P. Joore;H. Luiten
Muratore e l’archetipo del graphic designer. Vent’anni in linea con la grafica. Archivi della memoria e del futur,http://hdl.handle.net/11311/255960,2005,"BAULE, GIOVANNI",rp07984,
"Musei immaginari (Artefatti di identità, Segni dal flusso, Scritture mobili)",http://hdl.handle.net/11311/255993,2003,"BAULE, GIOVANNI",rp07984,
Rappresentazione virtuale per la città e il territorio,http://hdl.handle.net/11311/256107,2007,"CECONELLO, MAURO ATTILIO",rp10483,
Virtual Urban Design,http://hdl.handle.net/11311/256111,2007,"CECONELLO, MAURO ATTILIO",rp10483,E. Paquet
Merci su ferrovia in cerca di progetto,http://hdl.handle.net/11311/256134,2002,"PONTI, MARCO GUIDO",rp08671,A. Boitani
Valutare l’usabilità: metodi di prova e tecniche empiriche,http://hdl.handle.net/11311/256192,2005,"COSTA, FIAMMETTA CARLA ENRICA",rp13177,
Dall'arredare l'ufficio all'attrezzare il lavoro,http://hdl.handle.net/11311/256229,2001,"INGARAMO, MATTEO ORESTE",rp13292,
Eucip - EUCIP - Guida alla certificazione per il professionista IT,http://hdl.handle.net/11311/256327,2007,"BRAMBILLA, MARCO;CAPPIELLO, CINZIA;PLEBANI, PIERLUIGI;RIZZO, FRANCESCA",rp01056;rp17071;rp01342;rp15209,G. Bigini
Design e innovazione. Strumenti e pratiche per la ricerca applicata,http://hdl.handle.net/11311/256421,2007,"CELASCHI, FLAVIANO;DESERTI, ALESSANDRO",rp10506;rp09946,
L'innovazione tecnologica e le performances,http://hdl.handle.net/11311/256525,2007,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
Benefits and problems of e-learning,http://hdl.handle.net/11311/256579,2007,"COLORNI VITALE, ALBERTO",rp13114,
Le modulazioni del marchio,http://hdl.handle.net/11311/256585,2005,"BUCCHETTI, VALERIA LUISA",rp07259,
Segnali d’arte,http://hdl.handle.net/11311/256621,2006,"GUIDA, FRANCESCO ERMANNO",rp00283,
Mappe di nuove periferie,http://hdl.handle.net/11311/256624,2007,"QUAGGIOTTO, MARCO",rp01463,
Sinestesie del visibile,http://hdl.handle.net/11311/256721,2007,"RICCO', DINA",rp08639,
La comunicazione atipica,http://hdl.handle.net/11311/256759,2004,"BAULE, GIOVANNI",rp07984,
The MUST Tool: Exploiting Propp's Theory,http://hdl.handle.net/11311/256814,2005,"GARZOTTO, FRANCA;RIZZO, FRANCESCA",rp10186;rp15209,
Impianti tecnici e design,http://hdl.handle.net/11311/256887,2003,"COLLINA, LUISA MARIA VIRGINIA",rp13086,
Evaluation of 3 Italian ITS Projects,http://hdl.handle.net/11311/256941,2006,"MARCHIONNI, GIOVANNA;PONTI, MARCO;STUDER, LUCA PASINO;VERONESI, ELEONORA",rp19980;rp21492;rp04572;rp22512,
Remembering and forgetting effects in analyzing search engine list results,http://hdl.handle.net/11311/256964,2003,"BAGNARA, SEBASTIANO;RIZZO, FRANCESCA",rp05415;rp15209,O. Parlangeli
Il design delle apparecchiature medicali:il caso Galileo,http://hdl.handle.net/11311/257077,2006,"COSTA, FIAMMETTA CARLA ENRICA",rp13177,
PROGETTAZIONE SOSTENIBILE,http://hdl.handle.net/11311/257086,2005,"BLASI, CESARE;NEBULONI, ATTILIO;PADOVANO, GABRIELLA",rp06976;rp08507;rp08583,
Orientamento e didascalica. Interfacce per la fruizione del museo,http://hdl.handle.net/11311/257147,2006,"GUIDA, FRANCESCO ERMANNO",rp00283,
Casa Camper,http://hdl.handle.net/11311/257148,2005,"COLLINA, LUISA MARIA VIRGINIA",rp13086,
Comunicazione e qualità della vita urbana,http://hdl.handle.net/11311/257216,2006,"BERTOLO, MARESA;PILLAN, MARGHERITA",rp08060;rp09886,P. Rizzi
Designing Designers: Unbranded design for new user expectations,http://hdl.handle.net/11311/257240,2007,"COLLINA, LUISA MARIA VIRGINIA;SCULLICA, FRANCESCO",rp13086;rp03296,
Uno scenario per il sistema alimentare,http://hdl.handle.net/11311/257257,2006,"MANZINI, EZIO;MERONI, ANNA",rp13641;rp13512,F. Jegou
System architecture,http://hdl.handle.net/11311/257266,2004,"COLLINA, LUISA MARIA VIRGINIA",rp13086,
Ma cosa fa l'Industrial Designer?,http://hdl.handle.net/11311/257319,2004,"COSTA, FIAMMETTA CARLA ENRICA",rp13177,
"Interactive Story Telling, Cooperative e-Learning, and kids: the FaTe2 Field Study.",http://hdl.handle.net/11311/257489,2005,"GARZOTTO, FRANCA;RIZZO, FRANCESCA",rp10186;rp15209,
Conclusioni. La ricerca come progetto,http://hdl.handle.net/11311/257533,2004,"ZURLO, FRANCESCO",rp07950,
Viaggio Nel Salento,http://hdl.handle.net/11311/257551,2005,"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO",rp03296;rp02716,
Outlining a context for design research,http://hdl.handle.net/11311/257582,2004,"PIZZOCARO, SILVIA LUISA",rp09913,
Poca competitività senza promozione,http://hdl.handle.net/11311/257595,2005,"MANGIAROTTI, RAFFAELLA",rp13629,
L'atlante espressivo-sensoriale dei materiali,http://hdl.handle.net/11311/257643,2004,"ROGNOLI, VALENTINA",rp09328,
Hotel Parco dei Principi a Sorrento,http://hdl.handle.net/11311/257650,2003,"COLLINA, LUISA MARIA VIRGINIA",rp13086,
L'allestimento e gli interni,http://hdl.handle.net/11311/257652,2005,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
Una lettura del design palese dei Beni Culturali attraverso i concorsi e premi di design degli anni 2000-2006,http://hdl.handle.net/11311/257680,2006,"LUPO, ELEONORA;SEASSARO, ALBERTO",rp20259;rp03385,
L'estasi dell'artificiale,http://hdl.handle.net/11311/257704,2003,"ROGNOLI, VALENTINA",rp09328,
L’e-learning nella universita',http://hdl.handle.net/11311/257709,2005,"COLORNI VITALE, ALBERTO",rp13114,D. Costa;F. Dal Fiore
The New Italian Design. Il ruolo degli archivi per il settore Tessile - Arredo,http://hdl.handle.net/11311/257738,2007,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
Prodotto realizzato dal riutilizzo di sfridi di produzione,http://hdl.handle.net/11311/257743,2006,"BERTOLA, PAOLA",rp08052,D. Leoni
A decision support system to evaluate transportation system: a tramway case study in Como.,http://hdl.handle.net/11311/257754,2004,"CICCARELLI, DIEGO;COLORNI VITALE, ALBERTO",rp20902;rp13114,A. Luè;D. Rossi
GPU based direct illuminance values computation for interactive lighting CAD,http://hdl.handle.net/11311/257897,2006,"MUSANTE, FULVIO;ROSSI, MAURIZIO;SELMO, DAVIDE MATTE0",rp00442;rp23061;rp02286,
E-content design - orizzonti di ricerca per la multimedialita' interattiva,http://hdl.handle.net/11311/257899,2004,"BERTOLO, MARESA;PILLAN, MARGHERITA",rp08060;rp09886,M. Aureggi
Case che cambiano: Domotica e Innovazione,http://hdl.handle.net/11311/257971,2006,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
Terminale wireless contenuto in un involucro morbido,http://hdl.handle.net/11311/258077,2002,"MANGIAROTTI, RAFFAELLA;TRABUCCO, FRANCESCO",rp13629;rp01774,
Villa Gippini,http://hdl.handle.net/11311/258252,2003,"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO",rp03296;rp02716,
"Toccare la terra con leggerezza. Evoluzione dei materiali, trasferimento tecnologico, nuove tipologie",http://hdl.handle.net/11311/258319,2004,"PIARDI, SILVIA ELVIRA MARIA",rp08914,
Evoluzione o rivoluzione: dove va il design,http://hdl.handle.net/11311/258325,2006,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
Managing Design Driven Innovation-The experience of the Product Design Research Unit,http://hdl.handle.net/11311/258466,2002,"INGARAMO, MATTEO ORESTE",rp13292,
Distretti e metadistretti del design industriale,http://hdl.handle.net/11311/258574,2003,"SIMONELLI, GIULIANO",rp02716,
La mappa del luogo,http://hdl.handle.net/11311/258651,2006,"QUAGGIOTTO, MARCO",rp01463,
Metodi e strumenti per la rappresentazione di edifici storici e del territorio,http://hdl.handle.net/11311/258699,2006,"ROSSI, MAURIZIO",rp23061,
La costruzione di superfici parametriche nel processo di Reverse Modeling,http://hdl.handle.net/11311/258764,2005,"BREVI, FAUSTO",rp07170,
Politiche possibili per i trasporti e la mobilità nell'area milanese,http://hdl.handle.net/11311/258800,2004,"PONTI, MARCO GUIDO;MAFFII, SILVIA MARGHERITA;MALGIERI, PATRIZIA;MARTINO, ANGELO;TORTA, FABIO PIETRO;BRAMBILLA, MARCO GIOVANNI;ERBA, STEFANO",rp08671;rp14734;rp16338;rp20371;rp13805;rp17329;rp16937,C. Borgnolo
Movie Design for Experience Project. Visual scenarios for Illy concept store,http://hdl.handle.net/11311/258844,2007,"GALBIATI, MARIA LUISA;GALLI, FRANCESCO",rp13667;rp19058,
La progettazione di sistemi di prodotti e servizi personalizzati per il settore alimentare,http://hdl.handle.net/11311/258851,2004,"MERONI, ANNA",rp13512,
Cross Fertilization tra Moda e Design: un modello di lettura possibile dei Casi di Best Practice,http://hdl.handle.net/11311/258874,2006,"BERTOLA, PAOLA;CONTI, GIOVANNI MARIA",rp08052;rp18715,
La mostra Riflettere Mantova,http://hdl.handle.net/11311/258930,2006,"VIGNATI, ARIANNA",rp00929,
Oggetti contraddittori,http://hdl.handle.net/11311/259088,2002,"BUCCHETTI, VALERIA LUISA",rp07259,
Design e development durable dans le pays emergentes,http://hdl.handle.net/11311/259101,2007,"VEZZOLI, CARLO ARNALDO",rp00177,L. Chaves
The incidence of toxic agents on the worker's health in the build sector,http://hdl.handle.net/11311/259159,2002,"FIGIANI, MAURIZIO;MACCHIA, CESIRA ASSUNTA;RAVETTA, FRANCESCA",rp20251;rp13556;rp01651,
Spazio al dibattito,http://hdl.handle.net/11311/259183,2003,"PONTI, MARCO GUIDO",rp08671,
L'economia della Torino-Lione,http://hdl.handle.net/11311/259275,2006,"PONTI, MARCO GUIDO",rp08671,
"Progetto TRAMP ""Prevenzione del Rischio nell'autotrasporto di Sostanze Pericolose",http://hdl.handle.net/11311/259283,2004,"MAJA, ROBERTO",rp13597,
Modelli virtuali per il design urbano. Le potenzialità del digitale a supporto delle attività di progetto e restauro della città,http://hdl.handle.net/11311/259357,2006,"CECONELLO, MAURO ATTILIO",rp10483,
Più-Yiù - Chinese Restaurant in Rome,http://hdl.handle.net/11311/259481,2004,"AURICCHIO, VALENTINA;CERVETTA, GABRIELE;COLLINA, LUISA MARIA VIRGINIA;CRESPI, LUCIANO;SCULLICA, FRANCESCO;SIMONELLI, GIULIANO",rp01089;rp00252;rp13086;rp11019;rp03296;rp02716,F. Murialdo;M. Pelizzari
Principes directeurs pour la rédaction et la validation des Plans de Gestion du Trafic,http://hdl.handle.net/11311/259482,2005,"PONTI, MARCO;STUDER, LUCA PASINO;VAGHI, DANIELE;VERONESI, ELEONORA",rp21492;rp04572;rp22973;rp22512,R. Arditi;M. Comi;L. Iorio;A. Rossini
CROSSING THE DISCIPLANARY DESIGN BORDERS: From Interior Design to Product Service Systems,http://hdl.handle.net/11311/259577,2008,"COLLINA, LUISA MARIA VIRGINIA",rp13086,
The introduction of Service Design within Industrial Design Curricula: the comparison of three design approaches and educational experiences,http://hdl.handle.net/11311/259630,2005,"MAFFEI, STEFANO;PACENTI, ELENA;SANGIORGI, DANIELA",rp13561;rp20175;rp02121,N. Morelli
Proceedings of the 8th International Conference on Human Aspects of Advanced Manifacturing: Agility & Hybrid Automation,http://hdl.handle.net/11311/259638,2003,"BAGNARA, SEBASTIANO;RIZZO, FRANCESCA",rp05415;rp15209,S. Pozzi;A. Rizzo;S. Save
Technological re-qualification and building restructure of two of historical ALER quarters (Calvairate and Molise) and their urban re-connection,http://hdl.handle.net/11311/259687,2003,"BLASI, CESARE;NEBULONI, ATTILIO",rp06976;rp08507,
La luce negli interni,http://hdl.handle.net/11311/259703,2005,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
L’isola che non c’è,http://hdl.handle.net/11311/259716,2002,"INGARAMO, MATTEO ORESTE",rp13292,
Language mining: analysis of the evolution of product languages in the italian furniture industry,http://hdl.handle.net/11311/259765,2005,"DELL'ERA, CLAUDIO;MARCHESI, ALESSIO;VERGANTI, ROBERTO;ZURLO, FRANCESCO",rp16838;rp20329;rp00100;rp07950,
Oltre il lifting progettuale,http://hdl.handle.net/11311/259815,2005,"BUCCHETTI, VALERIA LUISA",rp07259,
Network Shapes Design Activities. ICT Supporting Open and Shared Design Processes,http://hdl.handle.net/11311/259927,2007,"CIUCCARELLI, PAOLO;VALSECCHI, FRANCESCA",rp13003;rp01029,
Architettura sostenibile per la ricerca,http://hdl.handle.net/11311/259961,2001,"PIARDI, SILVIA ELVIRA MARIA",rp08914,
Modelli virtuali per il design urbano. Le potenzialità del digitale a supporto delle attività di progetto e restauro della città,http://hdl.handle.net/11311/259969,2007,"CECONELLO, MAURO ATTILIO",rp10483,
Il design come valore competitivo nelle politiche aziendali,http://hdl.handle.net/11311/260010,2007,"RAMPINO, LUCIA ROSA ELENA;TRABUCCO, FRANCESCO",rp08743;rp01774,
University Explorer: a web-based role-play game for university orientation,http://hdl.handle.net/11311/260128,2007,"COLORNI VITALE, ALBERTO",rp13114,I. Blecic;A. Cecchini
Igiene in Microgravità,http://hdl.handle.net/11311/260219,2004,"DOMINONI, ANNALISA",rp14744,
Attraverso il colore,http://hdl.handle.net/11311/260246,2005,"BUCCHETTI, VALERIA LUISA",rp07259,
Design e territori di conoscenza,http://hdl.handle.net/11311/260260,2002,"BERTOLA, PAOLA;SIMONELLI, GIULIANO",rp08052;rp02716,
La costruzione di barche a remi sul Lago di Como,http://hdl.handle.net/11311/260271,2001,"PIARDI, SILVIA ELVIRA MARIA",rp08914,
