dc.type.full,dc.identifier.uri,dc.date.issued,dc.title,dc.authority.people
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/504751,2005,"Learning design by design Experience, Poli.design Editore, Milano 2005","BRUNO, DAVIDE MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/504752,2008,"Cultura, finanza, politica: verso una nuova speranza progettuale","BRUNO, DAVIDE MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/504753,1998,Eyewear design : sviluppo del prodotto e organizzazione della produzione nel settore degli occhiali tra risorse locali e mercato globale,"CIUCCARELLI, PAOLO;SEASSARO A.;CELASCHI F."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/504818,2008,Oltre la moda. Storia del progetto Moda,"CONTI, GIOVANNI MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/504819,2005,BioDesign: il corpo come luogo del progetto,"CANINA, MARIA RITA;VICENTINI, FEDERICO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/504820,2005,Biorobotica: verso l'Hi Tech design,"CANINA, MARIA RITA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/504928,2000,Automobile: glossario dello stile,"TURINETTO, MARCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/504929,2002,Moda e Design. Nuove trasversalità progettuali,"TURINETTO, MARCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/504930,1993,Dizionario del Design,"TURINETTO, MARCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/504931,2008,"NUOVE TRADIZIONI Methodology, Style, Coherence","TURINETTO, MARCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/504932,2008,LUSSO NECESSARIO Trasformare prodotti e servizi in brand alto di gamma,"TURINETTO, MARCO;GANDINI C."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/504944,2004,Il bit e la tartaruga,"PILLAN, MARGHERITA;SANCASSANI S."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/504994,1997,Dal progetto al prodotto,"SIMONELLI, GIULIANO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/504995,2000,Il  Design per i Distretti industriali,"SIMONELLI, GIULIANO;MAFFEI, STEFANO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/504997,2001,Design for District. Progetti per un distretto,"SIMONELLI, GIULIANO;CELASCHI F.;COLLINA, LUISA MARIA VIRGINIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505000,2002,"Milano distretto del design. Un sistema di luoghi, attori e relazioni al servizio dell’innovazione.","BERTOLA, PAOLA;SANGIORGI, DANIELA;SIMONELLI, GIULIANO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505001,2001,Designing Designers. Training strategies for the third Millennium.,"SIMONELLI, GIULIANO;COLLINA, LUISA MARIA VIRGINIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505003,1999,Tecnologie Alberghiere. Guida alle tecnologie integrate e coordinate,"SIMONELLI, GIULIANO;PIVA M.;GABAGLIO S."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505027,2008,Design for environmental sustainability,"VEZZOLI, CARLO ARNALDO;MANZINI, EZIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505066,2004,Design Multiverso. Appunti di fenomenologia del design,"BERTOLA, PAOLA;MANZINI, EZIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505256,2003,TRANS-ALPS A Transport model for decisions on Traffic Management Plans,"STUDER, LUCA PASINO;ARDITI R.;JAVICOLI A.;MAJA, ROBERTO;PONTI, MARCO;SALA, GABRIELLA;VERONESI, ELEONORA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505257,2001,Metodi e modelli per il trasporto pubblico locale,"PODESTA' C.;MAJA, ROBERTO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505273,2003,Texture design. Un percorso basic,"CALABI, DANIELA ANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505278,1996,L'avventura dell'innovazione fra cultura materiale e strategia del progresso,"TONELLI, MARIA CRISTINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505279,1987,Il design in Italia 1925 / 43,"TONELLI, MARIA CRISTINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505280,2008,Industrial design: latitudine e longitudine. Una prima lezione,"TONELLI, MARIA CRISTINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505348,2008,"Itinerari. Opere, progetti, prodotti tra arte e design","GUERRINI, LUCA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505349,1990,La Gran Bretagna: la riqualificazione urbana come rivitalizzazione economica,"GUERRINI, LUCA;PEDERIVA I."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505476,1999,La messa in scena del prodotto. Packaging identità e consumo.,"BUCCHETTI, VALERIA LUISA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505477,2005,"Packaging design. Storia, linguaggi, progetto","BUCCHETTI, VALERIA LUISA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505478,2007,Durabilità e scadenza nella comunicazione di prodotto,"BUCCHETTI, VALERIA LUISA;CIRAVEGNA ERIK"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505499,2009,Verso un’architettura complessa e sostenibile,"NEBULONI, ATTILIO;BLASI C;PADOVANO G."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505562,2000,Didattica&design. Prodotti e processi formativi nell'università che cambia,"PENATI, ANTONELLA VALERIA;ALBERTO SEASSARO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505564,1999,Mappe dell’innovazione. Il cambiamento tra tecnica economia e società,"PENATI, ANTONELLA VALERIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505565,2009,Il design per i Beni culturali. Pratiche e processi innovativi di valorizzazione,"LUPO, ELEONORA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505604,2000,"Design & distretto tessile comasco. Casi studio nel polo del lusso: cravatta, arredo, moda.","DE PAOLIS, ROBERTO;E. REDAELLI"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505772,2005,Progettazione ecocompatibile dell' architettura,"M. Grosso;G. Peretti;PIARDI, SILVIA ELVIRA MARIA;SCUDO, GIOVANNI"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505794,1972,Il traffico urbano in Italia,"PONTI, MARCO GUIDO;P. FANO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505831,2008,"Design, Università e Industria. Il ruolo del disegno industriale nel rapporto tra percorsi formativi e mondo delle imprese","PALMIERI, STEFANIA;Lavizzari F."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/506019,1999,Sinestesie per il design. Le interazioni sensoriali nell'epoca dei multimedia,"RICCO', DINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/506020,2008,Sentire il design. Sinestesie nel progetto di comunicazione,"RICCO', DINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/532518,2008,VIAGGIARE CON LA MODA The Travel Diaries of Elsa Haertter,"TURINETTO, MARCO;F. RODITI;A. HONEGGER"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/532680,2008,Light Art. Considerazioni per un archivio dedicato all'arte della luce.,"BISSON, MARIO;BOERI, CRISTINA;CALABI, DANIELA ANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/532684,2004,La cultura del tessuto dalle origini al design contemporaneo,"SOLDATI, MARIA GRAZIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/544276,2009,Il design e gli interni di Franco Albini,"BUCCI, FEDERICO;BOSONI, GIAMPIERO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/545357,2008,Design della Luce. Fondamenti ed esperienze nel progetto della luce per gli esseri umani,"ROSSI, MAURIZIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/545406,2008,La Didattica del Design della Comunicazione. Modelli per la formazione di base,"CARATTI, ELENA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/545409,2008,CREATIVE DESIGN PRACTICES. THE CREATIVE PROCESS IN PRODUCT DESIGN AND ENVIRONMENT FOR EDUCATIONAL,"DOMINONI, ANNALISA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/545478,2008,OverBank. Appunti e visioni sulla banca del futuro degli studenti del Politecnico di Milano,"CONTI, GIOVANNI MARIA;Chiara Gazzi;Claudia Manesso"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/545985,2008,Brand Italia Cercasi. Perché sono pochi i brand italiani in Cina,"ZURLO, FRANCESCO;MORTATI, MARZIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/546153,2007,Introduzione ai sistemi di trasporto,"BERIA, PAOLO;PONTI, MARCO GUIDO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/546960,2008,"Ottocento italiano e smalti di Limoges. La produzione dell’atelier Pénicaud tra revival, collezionismo e arti industriali","CORDERA, PAOLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/547371,2008,Il progetto dell'identità di marca nel punto vendita,"GEROSA, GIULIA MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/547670,2008,Interni Ospitali,"SCULLICA, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/547810,2008,"Design della comunicazione audiovisiva. Un approccio strategico per la “televisione debole""","PIREDDA, FRANCESCA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/547821,2008,Design Open Source. Dalla partecipazione alla progettazione collettiva in rete,"CIUCCARELLI, PAOLO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/547847,2008,La moda progettata. Le (sette - una) vie del design,"BERTOLA, PAOLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/547949,2008,Space design. Quattro riflessioni=Quattro lezioni,"PICCINNO, GIOVANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/547971,2006,Relazioni produttive. Design e strategia nell'impresa contemporanea,"CAUTELA, CABIRIO;ZURLO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548041,2008,Corpo d’arte/fatto,"COLOMBI, CHIARA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548044,2008,MERCHANDESIGN - Il progetto di identità,"COLLINA, LUISA MARIA VIRGINIA;COLOMBI, CHIARA;TOLINO, UMBERTO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548209,2008,Sviluppo metodologico della base cartografica della rete stradale e dei punti critici - Linee guida per la pianificazione delle emergenze nei trasporti,"MAJA, ROBERTO;RAINOLDI, GIOVANNI;BORGHETTI, FABIO;PONTI, MARCO;MARCHIONNI, GIOVANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548218,2008,: Italian Design,"BOSONI, GIAMPIERO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548221,2008,"Textile design: prontuario delle fibre, dei filati e dei tessuti","RUBERTELLI, MANUELA;SOLDATI, MARIA GRAZIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548312,2006,Il trasporto delle merci pericolose in galleria,"MAJA, ROBERTO;RAINOLDI, GIOVANNI;D. ROMANÒ;R. SALIMBENI"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548326,2006,External Cost Assessment In Transalpine Corridors,"MAJA, ROBERTO;D. ROMANÒ"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548337,2005,Specifiche del server della Sala Operativa,"MAJA, ROBERTO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548352,2007,Individuazione degli itinerari Origine-Destinazione di maggior interesse per la sperimentazione,"MAJA, ROBERTO;RAINOLDI, GIOVANNI;MARCHIONNI, GIOVANNA;D. ROMANÒ"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548709,2009,Il progetto della Natura. Gli strumenti della biomimesi per il design.,"SALVIA, GIUSEPPE;ROGNOLI, VALENTINA;LEVI, MARINELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548792,2008,Strumenti per la comunicazione visiva del progetto di moda,"MANCIARACINA, ANDREA GIUSEPPE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/549773,2007,MODA E DESIGN: IL PROGETTO DELL'ECCELLENZA,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/549778,2008,GIOIELLO ITALIANO CONTEMPORANEO: TECNICHE E MATERIALI TRA ARTE E DESIGN,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/549780,2007,ANTONIO CITTERIO: ARCHITECTURE AND DESIGN,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/549785,2008,"ETERNAL PLATINUM, IL DESIGN DELLA FEDE","CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/549795,2002,"RICERCA, DESIGN E SPERIMENTAZIONE PER L'INNOVAZIONE DI PRODOTTO NEL SETTORE DELL'ACCESSORIO MODA","CAPPELLIERI, ALBA;BERTOLA, PAOLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/549806,2009,"PAPER JEWELLERY, GIOIELLI DI CARTA","CAPPELLIERI, ALBA;B. CAPPELLO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/549877,2009,Le neuroscienze per il design: la dimensione emotiva del progetto.,"BIONDI, EMANUELE;ROGNOLI, VALENTINA;LEVI, MARINELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/551524,2008,O Avesso do EspelhoRelaçoes Comunitarias e Divisao do Trabalho na Experiencia da Unilabor,"CIPOLLA, CARLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/551556,2007,"System design for sustainability. Theory, methods and tools for a sustainable “satisfaction-system” design","VEZZOLI, CARLO ARNALDO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/553786,2005,Materiali per il design: espressività e sensorialità,"ROGNOLI, VALENTINA;LEVI, MARINELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/553816,2005,Be different: il valore attrattivo del brand design nelle imprese moda,"TURINETTO, MARCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/554460,2004,Il design delle superfici. I modelli digitali per il disegno industriale,"BREVI, FAUSTO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/554463,2006,Sistemi conoscitivi per il design: una proposta metodologica,"CIUCCARELLI, PAOLO;INNOCENTI, PERLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/554500,2004,L' impresa dell'innovazione. La gestione strategica della tecnologia nelle Pmi,"VERGANTI, ROBERTO;CALDERINI, MARIO;GARRONE, PAOLA MARIA;PALMIERI, STEFANIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/554510,2004,"Titaniocromie, il titanio e i suoi colori","DEL CURTO, BARBARA;PEDEFERRI, MARIAPIA;ROGNOLI, VALENTINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/554525,2004,Il consumatore che innova,"PALMIERI, STEFANIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/554540,2004,Textile: design e tecnologia,"FRASSINE, ROBERTO;SOLDATI, MARIA GRAZIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/554576,2004,Ricerca progettuale e innovazione: metodi e strumenti del design per innovare i prodotti a media complessità,"RAMPINO, LUCIA ROSA ELENA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/555791,2003,Metaprogetto. Riflessioni teoriche ed esperienze didattiche,"DESERTI, ALESSANDRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/555809,2003,Design e Innovazione di sistema nel settore alimentare: una ricerca progettuale,"MERONI, ANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/555841,2003,Costruire servizi digitali,"PILLAN, MARGHERITA;S. Sancassani"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/555909,2003,Quale qualità? Cosa si intende per qualità d'uso e come è possibile verificarla,"ANSELMI, LAURA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/556412,2009,"Fortezze, bastioni, cannoni. Disegni di Leonardo dal Codice Atlantico","MARANI, PIETRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/556908,2002,Innovare con il Design: il caso del settore dell’illuminazione in Italia,"ZURLO, FRANCESCO;CAGLIANO, RAFFAELLA;SIMONELLI, GIULIANO;VERGANTI, ROBERTO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/557058,2002,Tecnologie informatiche e utenza debole,"ANDREONI, GIUSEPPE;COSTA, FIAMMETTA CARLA ENRICA;LANDONI, PAOLO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/557074,2002,Health Care Design. Il contributo del design nei processi di innovazione nel settore biomedicale,"COSTA, FIAMMETTA CARLA ENRICA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/557884,2001,Artefatti di transizione: un ossevatorio per il design della comunicazione,"BAULE, GIOVANNI"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/557897,2001,Giovane è il design. Nodi contemporanei della didattica per il progetto,"PENATI, ANTONELLA VALERIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/557906,2001,"Materiali per la socirtà dell'informazione: icone, artefatti, tipologie formati","BAULE, GIOVANNI"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/558268,2000,Il DfE in impresa. Design for Environment: il progetto di prodotti eco-compatibili,"MANGIAROTTI, RAFFAELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/558276,2000,Percorsi nella produzione degli apparecchi d’illuminazione: letture di settore guidate dal design,"SIMONELLI, GIULIANO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/561125,2009,MuVi2. Video and moving image on synesthesia and visual music,"RICCO', DINA;M. J. De Cordoba"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/562044,2008,"Sociologia. Concetti, metodi, temi di scienze sociali","VOLONTE', PAOLO GAETANO;C. Lunghi;M. Magatti;E. Mora"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/562468,2009,Light art in Italy,"GELLINI, GISELLA;MURANO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563126,2009,"Strategie di co-design. Teorie, metodi e strumenti per progettare con gli utenti","RIZZO, FRANCESCA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563134,2009,"Questione di metodo: analisi, sintesi, teorie, esempi sulla metodologia progettuale","BRUNO, DAVIDE MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563383,2009,Design e Comunicazione,"MAIOCCHI, MARCO MARIA;PILLAN, MARGHERITA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563440,2009,Fashion e Textile design - Percorsi paralleli ed evoluzioni storiche,"SOLDATI, MARIA GRAZIA;CONTI, GIOVANNI MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563491,2009,Metodi e strumenti per il Life Cycle Design. Come progettare prodotti a basso impatto ambientale.,"VEZZOLI, CARLO ARNALDO;CESCHIN, FABRIZIO;CORTESI, SARA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563545,2009,Le parole del packaging. Glossario ragionato per il sistema-imballaggio,"BUCCHETTI, VALERIA LUISA;CIRAVEGNA, ERIK"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563902,2009,Il Design di prodotto oggi - progettare con gli utenti: gli elettromedicali,"ANSELMI, LAURA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563941,2009,Second year Report on the EX - post evaluation.Analysis after the implementation,"STUDER, LUCA PASINO;MARCHIONNI, GIOVANNA;PONTI, MARCO;BORGHETTI, FABIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563964,2009,Specifiche per la realizzazione di un modello di simulazione del trafficoAUTOSTRADALE,"MARCHIONNI, GIOVANNA;PONTI, MARCO;STUDER, LUCA PASINO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563985,2009,Vulnerabilità e modello di interventoper la gestione delle reti viarie in seguito a eventi rilevanti. Relazione finale III anno.,"MAJA, ROBERTO;STUDER, LUCA PASINO;PONTI, MARCO;MARCHIONNI, GIOVANNA;SCARINCI, RICCARDO;RAINOLDI, GIOVANNI;BORGHETTI, FABIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/564064,2004,Design e Territorio /Design and Territory,"PICCINNO, GIOVANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/564067,1994,Progetto Corporate Identity & Product design,"PICCINNO, GIOVANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/564322,2009,Lessons in drawing for a sustainable century,"AMORUSO, GIUSEPPE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/564323,2009,"L'architettura dei Fari Italiani, The Architecture of italian Lighthouses - Sicilia","C. Bartolomei;AMORUSO, GIUSEPPE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/564506,2009,Reforming Arts and Culture Higher Education in Portugal,"ZURLO, FRANCESCO;A. Hasan;B. Brown;P. Eversman"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/565456,2003,Comunicazione coordinata per i beni culturali: 4 progetti italiani,"GUIDA, FRANCESCO ERMANNO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/566124,2009,Il Cenacolo di Leonardo,"MARANI, PIETRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/568329,2009,Campari Soda. L'aperitivo dell'arte veloce Futurista. Da Fortunato Depero a Matteo Ragni,"FINESSI, GIUSEPPE;S. Guarnaccia;A. Mendini"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/570239,2006,Invisibile  Architecure. Experiencing Places through the Sense of Smell,"BARBARA, ANNA;A. Perliss"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/570240,2006,Architetture invisibili. L'esperienza dei luoghi attraverso gli odori,"BARBARA, ANNA;Perliss A."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/570241,2000,Storie di architettura attraverso i sensi,"BARBARA, ANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/570242,2000,Cliostraat,"BARBARA, ANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/571782,2010,Leonardiana. Studi e saggi su Leonardo da Vinci,"MARANI, PIETRO;Pietro C."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/572194,2007,Nextarchitetti. Paesaggi relazionali.,"E. Avallone;G. Forte;S. Orsi;PIERLUISI, GABRIELE;A. Sciolari"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/573700,2010,Fashion Retail. Visualizzazione e rappresentazione del sistema prodotto moda,"IANNILLI, VALERIA MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/574078,2010,Contract - un'opportunità per il design made in Italy,"GEROSA, GIULIA MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/575039,2007,Learing Environment. nuovi scenari per il progetto degli spazi della formazione.,"BIAMONTI, ALESSANDRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/575243,2010,GIOIELLI OGGI: ARTE MODA DESIGN,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/575244,2010,GIOIELLI  DEL NOVECENTO DALL'ART NOUVEAU AL DESIGN CONTEMPORANEO,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/575245,2010,TWENTIETH CENTURY JEWELLERY,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/575247,2010,JEWELLERYSCAPE I PAESAGGI DEL GIOIELLO,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/575611,2011,Leonardo. Il Cenacolo svelato,"MARANI, PIETRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/578873,2010,Foodmood,"MAFFEI, STEFANO;PARINI, BARBARA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/578898,2010,LIGHT ART IN ITALY 2009,"MURANO, FRANCESCO;GISELLA GELLINI"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/579211,2010,Architetture e idee di spazi per l'abitare,"NEBULONI, ATTILIO;ROLANDO, ANDREA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/579259,2010,"System design for sustainability. Theory, methods and tools for a sustainable “satisfaction-system” design. II edizione","VEZZOLI, CARLO ARNALDO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/579328,2010,"Design de sistemas para a sustentabilidade. Teoria, metodos e ferramentas para o design sustentavel de “sistemas de satifacao”","VEZZOLI, CARLO ARNALDO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/579342,2010,环境可持续设计 (Design per la sostenibilità ambientale),"VEZZOLI, CARLO ARNALDO;MANZINI, EZIO"
