dc.type.full,dc.identifier.uri,dc.date.issued,dc.title,dc.authority.people
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/536185,2008,convegno,"ARQUILLA, VENANZIO;D. Genco"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/536187,2008,convegno,"ARQUILLA, VENANZIO;D. Genco"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/536188,2008,convegno,"ARQUILLA, VENANZIO;D. GENCO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/536189,2008,convegno,"ARQUILLA, VENANZIO;SIMONELLI, GIULIANO;D. GENCO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/536199,2008,convegno,"FASSI, DAVIDE;CELI, MANUELA;SCHOONBRODT, ANNE HUBERT EUGENIE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/536200,2008,convegno,F. BREVI;M. CELI;F. GAETANI;A. PIGNATEL
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/536201,2008,convegno,M. CELI;F. GAETANI;A. PIGNATEL
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/536206,2008,convegno,"COLLINA, LUISA MARIA VIRGINIA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/537015,2008,convegno,"PIGNATEL, ALICE;E. Farella;BREVI, FAUSTO;L. Benini;M. Gaiani"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/538439,2008,convegno,"MAFFEI, STEFANO;BERTOLA, PAOLA;BIANCHINI, MASSIMO;VILLARI, BEATRICE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/538770,2008,convegno,"CONTI, GIOVANNI MARIA;VACCA, FEDERICA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/538943,2008,convegno,"ANSELMI, LAURA;CANINA, MARIA RITA;CERVERI, PIETRO;NICOLA LOPOMO;MAURILIO MARCACCI"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/538944,2008,convegno,"CANINA, MARIA RITA;FERRARO, VENERE;JENNIFER SIGNAROLI"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/538945,2008,convegno,"ANSELMI, LAURA;CANINA, MARIA RITA;CERVERI, PIETRO;NICOLA LOPOMO;MAURILIO MARCACCI"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/538946,2008,convegno,"CANINA, MARIA RITA;FERRARO, VENERE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/538947,2008,convegno,"CANINA, MARIA RITA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/538977,2008,convegno,"CANINA, MARIA RITA;FERRARO, VENERE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/542448,2008,convegno,"MAJA, ROBERTO;CAPRILE, ELENA;MARCHIONNI, GIOVANNA;PONTI, MARCO;RAINOLDI, GIOVANNI;STUDER, LUCA PASINO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/544284,2008,convegno,"PIZZOCARO, SILVIA LUISA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545235,2008,convegno,"PIARDI, SILVIA ELVIRA MARIA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545301,2008,convegno,"CECONELLO, MAURO ATTILIO;SPALLAZZO, DAVIDE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545316,2008,convegno,"BREVI, FAUSTO;GAETANI, FLORA;PIGNATEL, ALICE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545323,2008,convegno,"SIMONELLI, GIULIANO;ARQUILLA, VENANZIO;CASTELLI, ANTONELLA;SAMMICHELI, MARCO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545358,2008,convegno,"PIGNATEL, ALICE;BREVI, FAUSTO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545359,2008,convegno,"ROSSI, MAURIZIO;SCULLICA, FRANCESCO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545360,2008,convegno,"D. Gadia;C. Bonanomi;ROSSI, MAURIZIO;RIZZI, ALESSANDRO;MARINI, DANIELE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545362,2008,convegno,"MUSANTE, FULVIO;ROSSI, MAURIZIO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545363,2008,convegno,"S. Mazzocchi;MUSANTE, FULVIO;ROSSI, MAURIZIO;SELMO, DAVIDE MATTE0"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545364,2008,convegno,"ROSSI, MAURIZIO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545410,2008,convegno,"MERONI, ANNA;SIMEONE, GIULIA;TRAPANI, PAOLA MARIA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545610,2008,convegno,"SPAGNOLI, ALESSANDRA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545987,2008,convegno,"MORTATI, MARZIA;SIMONELLI, GIULIANO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/546085,2008,convegno,"VIGNATI, ARIANNA;M. Carriero"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/546769,2008,convegno,"GONG, MIAOSEN;CIPOLLA, CARLA;BAEK, JOON SANG"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/546787,2008,convegno,"VEZZOLI, CARLO ARNALDO;CESCHIN, FABRIZIO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/546792,2008,convegno,"VEZZOLI, CARLO ARNALDO;CESCHIN, FABRIZIO;R. Kemp"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/546797,2008,convegno,"VEZZOLI, CARLO ARNALDO;CESCHIN, FABRIZIO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/546966,2008,convegno,"CORDERA, PAOLA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547053,2008,convegno,"CIUCCARELLI, PAOLO;RICCI, DONATO;VALSECCHI, FRANCESCA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547222,2008,convegno,"COLORNI VITALE, ALBERTO;LUE', ALESSANDRO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547224,2008,convegno,"O. Caccia Dominioni;D. Ciccarelli;COLORNI VITALE, ALBERTO;A. Luè"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547226,2008,convegno,"COLORNI VITALE, ALBERTO;P. Intini;A. Luè"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547228,2008,convegno,"BRUGLIERI, MAURIZIO;COLORNI VITALE, ALBERTO;CICCARELLI, DIEGO;A. Luè"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547231,2008,convegno,"F. Brambilla;COLORNI VITALE, ALBERTO;N. Padovani"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547250,2008,convegno,"VEZZOLI, CARLO ARNALDO;Penin L."
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547391,2008,convegno,"ANZANI, ANNA;BINDA, LUIGIA;CANTINI, LORENZO;CARDANI, GIULIANA;CONDOLEO, PAOLA;SAISI, ANTONELLA ELIDE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547706,2008,convegno,"COSTA, FIAMMETTA CARLA ENRICA;OLIVA, SERENA;RIZZO, FRANCESCA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547711,2008,convegno,"ROMERO, MAXIMILIANO ERNESTO;MAZZOLA, MARCO;COSTA, FIAMMETTA CARLA ENRICA;ANDREONI, GIUSEPPE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547832,2008,convegno,"LUPO, ELEONORA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547833,2008,convegno,"MATTANA, WALTER;PIREDDA, FRANCESCA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547862,2008,convegno,"TROCCHIANESI, RAFFAELLA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547883,2008,convegno,"W. Thorstem;F. Jegou;MANZINI, EZIO;S. Giradi;CIPOLLA, CARLA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547945,2008,convegno,"MURANO, FRANCESCO;Seung Hyun Woo"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547955,2008,convegno,"GALBIATI, MARIA LUISA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547991,2008,convegno,"F. Concia;PILLAN, MARGHERITA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/548975,2008,convegno,"MANCA, DAVIDE;RAINOLDI, GIOVANNI;MAJA, ROBERTO;S. Sacco"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/549649,2008,convegno,"SALVIA, GIUSEPPE;ROGNOLI, VALENTINA;GAMBARDELLA, FRANCESCA;LEVI, MARINELLA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/549770,2008,convegno,"SALVIA, GIUSEPPE;GAMBARDELLA, FRANCESCA;ROGNOLI, VALENTINA;LEVI, MARINELLA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/550148,2008,convegno,"BERIA, PAOLO;PONTI, MARCO GUIDO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/550378,2008,convegno,"COLLINA, LUISA MARIA VIRGINIA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/550827,2008,convegno,"PEREGO, PAOLO;MAGGI, LUCA;PARINI, SERGIO;ANDREONI, GIUSEPPE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/550828,2008,convegno,"MAGGI, LUCA;PARINI, SERGIO;PEREGO, PAOLO;ANDREONI, GIUSEPPE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/551526,2008,convegno,"CIPOLLA, CARLA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563659,2008,convegno,"TINAULI, MUSSTANSER;PILLAN, MARGHERITA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563682,2008,convegno,"QUAGGIOTTO, MARCO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/627765,2008,convegno,"E. Baglieri;S. Zamboni;R. Secchi;RAMPINO, LUCIA ROSA ELENA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/632785,2008,convegno,"AMORUSO, GIUSEPPE;M. Chiarella"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/664860,2008,convegno,"ZURLO, FRANCESCO;CAUTELA, CABIRIO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/693064,2008,convegno,"GEROSA, GIULIA MARIA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/693264,2008,convegno,"K. Battarbee;A. Botero;T. Mattelmaki;RIZZO, FRANCESCA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/968580,2008,convegno,"SANGIORGI, DANIELA;Hemment, Drew;Buscher, Monika"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/997178,2008,convegno,"PIARDI, SILVIA ELVIRA MARIA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1030661,2009,convegno,"CIASTELLARDI, MATTEO;De KERCKHOVE, DERRICK CLAUDE FREDERIC;Miranda de Almedia, Cristina;Cruciani, Andrea"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1031398,2009,convegno,"CIASTELLARDI, MATTEO;De KERCKHOVE, DERRICK CLAUDE FREDERIC;Miranda de Almeida, Cristina;Cruciani, Andrea"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/1049503,2009,convegno,DAvide Bruno
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545414,2009,convegno,"DOMINONI, ANNALISA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545988,2009,convegno,"SIMONELLI, GIULIANO;ARQUILLA, VENANZIO;MORTATI, MARZIA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/545989,2009,convegno,"SIMONELLI, GIULIANO;ARQUILLA, VENANZIO;MORTATI, MARZIA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/546107,2009,convegno,"ANDREONI, GIUSEPPE;MAZZOLA, MARCO;O. Ciani;M. Zambetti;ROMERO, MAXIMILIANO ERNESTO;COSTA, FIAMMETTA CARLA ENRICA;PREATONI, EZIO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/546108,2009,convegno,"PREATONI, EZIO;E. Devodier;ANDREONI, GIUSEPPE;RODANO, RENATO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/546620,2009,convegno,"SIMONELLI, GIULIANO;ARQUILLA, VENANZIO;CASTELLI, ANTONELLA;SAMMICHELI, MARCO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547263,2009,convegno,"CARDANI, GIULIANA;BINDA, LUIGIA;CONDOLEO, PAOLA;ANZANI, ANNA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/547302,2009,convegno,"VALSECCHI, FRANCESCA;CIUCCARELLI, PAOLO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/548384,2009,convegno,"STUDER, LUCA PASINO;PONTI, MARCO;MARCHIONNI, GIOVANNA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/560448,2009,convegno,"FERRARIS, SILVIA DEBORAH;ROGNOLI, VALENTINA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/561415,2009,convegno,"ARQUILLA, VENANZIO;SEMINARA, DANIELA MARIA ROSA;CASTELLI, ANTONELLA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/561523,2009,convegno,"ROSSI, MAURIZIO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/561524,2009,convegno,"SINISCALCO, ANDREA;MUSANTE, FULVIO;ROSSI, MAURIZIO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/561525,2009,convegno,"ROSSI, MAURIZIO;SINISCALCO, ANDREA;ZANOLA, FABIO DONATO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/561533,2009,convegno,"CICCARELLI, DIEGO;COLORNI VITALE, ALBERTO;Alessandro Luè;Roberto Nocerino"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/561534,2009,convegno,"Alessandro Luè;COLORNI VITALE, ALBERTO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/561539,2009,convegno,"BRUGLIERI, MAURIZIO;COLORNI VITALE, ALBERTO;A, Luè"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/561705,2009,convegno,"COLORNI VITALE, ALBERTO;SANCASSANI, SUSANNA;S. Azzali;A. Tomasini"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/561706,2009,convegno,"COLORNI VITALE, ALBERTO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/562012,2009,convegno,"STUDER, LUCA PASINO;MARCHIONNI, GIOVANNA;PONTI, MARCO;SCARINCI, RICCARDO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/562455,2009,convegno,"CIAGA', GRAZIELLA LEYLA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/562520,2009,convegno,"MURANO, FRANCESCO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563106,2009,convegno,"PALMIERI, STEFANIA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563107,2009,convegno,"LAVIZZARI, FRANCESCA;PALMIERI, STEFANIA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563117,2009,convegno,"CAUTELA, CABIRIO;RIZZO, FRANCESCA;ZURLO, FRANCESCO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563239,2009,convegno,"RAMPINO, LUCIA ROSA ELENA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563240,2009,convegno,"VIGNATI, ARIANNA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563241,2009,convegno,"E. Baglieri;S. Zamboni;R. Secchi;RAMPINO, LUCIA ROSA ELENA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563332,2009,convegno,"GUERRINI, LUCA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563340,2009,convegno,"FERRARIS, SILVIA DEBORAH"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563343,2009,convegno,"BISSON, MARIO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563349,2009,convegno,"BISSON, MARIO;CALABI, DANIELA ANNA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563354,2009,convegno,"BISSON, MARIO;CALABI, DANIELA ANNA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563372,2009,convegno,"CANINA, MARIA RITA;FERRARO, VENERE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563373,2009,convegno,"CANINA, MARIA RITA;FERRARO, VENERE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563374,2009,convegno,"FERRARO, VENERE;M. Pacelli;CANINA, MARIA RITA;R. Paradiso;D. De Rossi;P. Bonato"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563418,2009,convegno,"VEZZOLI, CARLO ARNALDO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563450,2009,convegno,"VACCA, FEDERICA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563452,2009,convegno,"PARENTE, MARINA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563496,2009,convegno,"VEZZOLI, CARLO ARNALDO;CESCHIN, FABRIZIO;M. M'Rithaa"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563502,2009,convegno,"M. Bernabei;PREATONI, EZIO;PICCINI, LUCA;M. Mendez;M. Porta;ANDREONI, GIUSEPPE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563541,2009,convegno,"DESERTI, ALESSANDRO;QIAN, XIAOBO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563564,2009,convegno,"DESERTI, ALESSANDRO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563581,2009,convegno,"CELI, MANUELA;RAMPONI, FEDERICO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563601,2009,convegno,"BERIA, PAOLO;PONTI, MARCO GUIDO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563604,2009,convegno,"BERIA, PAOLO;PONTI, MARCO GUIDO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563663,2009,convegno,"PILLAN, MARGHERITA;BERTOLO, MARESA;AUREGGI, MARCO GIANCARLO;DE LUCA, VANESSA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563702,2009,convegno,"BIAMONTI, ALESSANDRO"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563752,2009,convegno,"FASSI, DAVIDE;GIUNTA, ELENA ENRICA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563763,2009,convegno,"SPAGNOLI, ALESSANDRA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563782,2009,convegno,"ROMERO, MAXIMILIANO ERNESTO;GONG, MIAOSEN;COSTA, FIAMMETTA CARLA ENRICA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563783,2009,convegno,"Caroline Martins de Assis;ROMERO, MAXIMILIANO ERNESTO;COSTA, FIAMMETTA CARLA ENRICA;ANDREONI, GIUSEPPE"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563786,2009,convegno,"ROMERO, MAXIMILIANO ERNESTO;COSTA, FIAMMETTA CARLA ENRICA;Anil Ilgaz;ARSLAN, PELIN"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563791,2009,convegno,"NAM, HYOJIN GINA;COSTA, FIAMMETTA CARLA ENRICA;ANDREONI, GIUSEPPE;Federica Saviotti;Lucia Turco;Youngkwang Cho"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563806,2009,convegno,"L. Brenna;LUPO, ELEONORA;SEASSARO, ALBERTO;TROCCHIANESI, RAFFAELLA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563839,2009,convegno,"LUPO, ELEONORA"
04 CONTRIBUTO IN ATTI DI CONVEGNO::04.1 Contributo in Atti di convegno,http://hdl.handle.net/11311/563856,2009,convegno,"RATTI, ANDREA"
