dc.type.full,dc.identifier.uri,dc.language.iso,dc.date.issued,dc.type.referee,dc.type.circulation,dc.publisher.name,dc.publisher.country,dc.publisher.place,dc.relation.medium,dc.title,dc.subject.keywordsita,dc.subject.keywords,item.collection,item.openaireRights,dc.description.numberofauthors,dc.authority.people
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/665115,ita,1981,-,-,S.P.E.S. Studio Per Edizioni Scelte,-,Firenze,-,Magazzino di Mobilia o sieno Modelli di mobili di ogni genere 1796-1797 Firenze,-,-,03.1 Monografia o trattato scientifico,none,1,"TONELLI, MARIA CRISTINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/665269,ita,2011,-,-,Il sole 24 Ore,ITA,Milano,-,Carlo Mollino,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"IRACE, FULVIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/665752,ita,2012,-,-,Bruno Mondadori,ITA,Milano,-,Cross fertilization: un approccio al progetto per la moda,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CONTI, GIOVANNI MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/665925,ita;eng,2012,-,-,Corraini Edizioni,ITA,Mantova,-,Ultrabody. 208 opere tra arte e design,-,Design; arte; corpo; sperimentazione,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"FINESSI, GIUSEPPE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/667651,ita,2006,-,-,Libreria Clup,ITA,Milano,-,Visual and Haptic Urban Design,-,design; comunicazione; identità urbana,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,7,"BISSON, MARIO;BOERI, CRISTINA;CALABI, DANIELA ANNA;CECONELLO, MAURO ATTILIO;PARENTE, MARINA;TROCCHIANESI, RAFFAELLA;VIGNATI, GIORGIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/667654,ita,2004,-,-,Polidesign,ITA,Milano,-,Design & Beni culturali. La cultura del progetto nella valorizzazione dei beni culturali.,-,design; valorizzazione dei beni culturali,03.1 Monografia o trattato scientifico,none,2,"CELASCHI, FLAVIANO;TROCCHIANESI, RAFFAELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/676373,eng;ita,2012,-,-,marsilio,ITA,venezia,-,Souvenir d'Italie: il gioiello souvenir tra memoria e progetto,-,"design; gioiello; souvenir; memoria; storia; territorio; tecniche; materiali, alba cappellieri,",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/680195,eng;ita,2010,-,-,Electa,ITA,Milano,-,Titani Preziosi: Tra Tecnologia e Ornamento,-,titanio; ornamento; innovazione; gioiello; design; nuovi materiali; nuove tecnologie,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/683217,ita,2012,Nessuno,-,Editore Franco Angeli,ITA,Milano,STAMPA,Dare forma e senso ai prodotti. Il contributo del design ai processi d'innovazione.,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"RAMPINO, LUCIA ROSA ELENA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/685239,ita,2012,-,-,Franco Angeli,ITA,Milano,-,Office Design. Smart Organization & Layout: dall'analisi al progetto,-,"Design
Uffici
Organizzazione",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"PIARDI, SILVIA ELVIRA MARIA;S. Tieghi;V. Natile"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/685484,ita,2012,-,-,FRANCOANGELI,-,-,-,Design per il territorio. Un approccio community centred,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"VILLARI, BEATRICE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/685836,eng,2008,-,-,MONDADORI ARTE,ITA,MILANO,-,RON ARAD,-,RON ARAD; MADE IN ITALY; ITALIAN DESIGN; ART DESIGN,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/686482,ita,2006,-,-,Libreria Clup,ITA,-,STAMPA,"Esercizi di stile, Esperimenti di trasposizione stilistica nel 
design della comunicazione.",-,-,03.1 Monografia o trattato scientifico,none,3,"ROMERO, MAXIMILIANO ERNESTO;MAIOCCHI, MARCO MARIA;FERRARIS, SILVIA DEBORAH"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/686856,ita;eng,2012,-,-,MAGGIOLI EDITORE,ITA,Sant'Arcangelo di Romagna (RN),STAMPA,Temporary Urban Solutions,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"FASSI, DAVIDE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/686874,ita,2012,"Sì, ma tipo non specificato",-,FrancoAngeli,ITA,Milano,STAMPA,Visioni urbane. Narrazioni per il design della città sostenibile,-,design della comunicazione; città in trasformazione; comunicazione audiovisiva; visioni condivise; dialogo; innovazione sociale; sostenibilità,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"GALBIATI, MARIA LUISA;PIREDDA, FRANCESCA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/687060,eng,2012,Nessuno,-,LAP Lambert Academic Publishing,DEU,Saarbrucken,STAMPA,Mobile technologies and cultural heritage. Towards a design approach.,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"SPALLAZZO, DAVIDE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/687245,ita,2012,Nessuno,-,aracne editrice s.r.l.,ITA,roma,STAMPA,Le componenti progettuali nel design del prodotto,-,componente design progetto prodotto metodo,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"BISSON, MARIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/689063,ita,2012,Nessuno,-,Lupetti,-,-,-,Tecnologia e innovazione per l’industria tessile,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"SOLDATI, MARIA GRAZIA;SABBIONI, ANGELO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/689092,ita,2012,"Sì, ma tipo non specificato",-,Maggioli editore,-,-,-,Design e identità urbane. Riflessioni ed esperienze per Milano e Napoli.,-,design strategico; design per il territorio; design per la città; identità; product design,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"PARENTE, MARINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/689287,eng,2012,Nessuno,-,Maggioli Editore,ITA,-,STAMPA,"The designer approach to wearable technologies.
A practiced based approach",-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"FERRARO, VENERE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/689989,ita,2012,-,-,Aracne Editrice,ITA,Roma,STAMPA,Il fattore uomo nel design,-,antropometria; design; ergonomia fisica; etnografia,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"ANDREONI, GIUSEPPE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/690726,eng;ita,2011,-,-,24 ORE Cultura,ITA,Milano,-,Alessandro Mendini,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CIAGA', GRAZIELLA LEYLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/690853,ita,2003,-,-,Gli Ori,ITA,Prato,STAMPA,Il Giardino di Daniel Spoerri,-,arte ambientale; arte ambientata; ready made; object trouvé; parco di scultura; nouveau réalisme,03.1 Monografia o trattato scientifico,none,7,"MAZZANTI, ANNA;I. Beniamino;E. Crispolti;A. Jouffroy;H. Martin;A. Schwarz;D. Spoerri"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/691290,ita,2012,-,-,Franco Angeli,ITA,Milano,STAMPA,Interpretazione e progetto. Semiotica dell'inventiva,-,Semiotica; Interpretazione; Progetto; Design; Inventiva,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"ZINGALE, SALVATORE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/691302,ita,2007,-,-,ATì Editore,ITA,MIlano,STAMPA,Sussidiario di semiotica in dieci lezioni e duecento immagini,-,Semiotica; Immagini; Interpretazione; Inferenze; Modi espressione; Narrazione,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"M. A. BONFANTINI;J. BRAMATI;ZINGALE, SALVATORE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/691728,ita,2012,-,-,Postmedia srl,ITA,Milano,STAMPA,Sensi tempo e architettura. Spazi possibili per umani e non,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"BARBARA, ANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/691821,ita,2012,Nessuno,-,Intesa San Paolo,-,Crocetta del Montello,-,Il palazzo e la città. Progettare piazza della Scala,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"IRACE, FULVIO;De Lucchi M."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/691968,ita,2012,Nessuno,-,RCS,ITA,Milano,STAMPA,Branding for China. Promuovere i design brand in Cina.,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"ZURLO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/692134,eng;ita,2004,-,-,Interaction Design Institute Ivrea,-,-,-,MOBILE EMBODIMENTS_New convergences in mobile telephony,-,-,03.1 Monografia o trattato scientifico,none,3,"CEPPI, GIULIO;A. Cervini;J. Kayser"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/692137,ita,2012,-,-,Fausto Lupetti - Dodici Edizioni,-,-,-,AWARENESS DESIGN_ Il design della consapevolezza: un percorso sperimentale,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CEPPI, GIULIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/692271,ita,2012,-,-,ALINEA EDITRICE S.r.l.,-,Firenze,-,"PROdesign. PROgetto, PROfessione, PROdotto",-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"INGARAMO, MATTEO ORESTE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/692339,ita,2004,-,-,Bolis Edizioni,ITA,Azzano S. Paolo (BG),-,Trasparenza e prospettiva,-,-,03.1 Monografia o trattato scientifico,none,2,"CIAGA', GRAZIELLA LEYLA;IRACE, FULVIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/692406,ita,2012,-,-,Edinterni,-,Milano,STAMPA,Arte e design nel tessuto,-,design; tessuto,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"SOLDATI, MARIA GRAZIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/692450,ita,2000,-,-,Giorgio Nada Editore,ITA,Milano,STAMPA,AUTOMOBILE: GLOSSARIO DELLO STILE,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"TURINETTO, MARCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/692869,ita,1999,-,internazionale,Politecnico di Milano,ITA,Milano,-,"Aspetti dell'organizzazione della tutela dei beni architettonici in Italia e Francia, Dottorato di ricerca in Conservazione dei Beni architettonici (10. ciclo A.A. 1995-1998); coordinatrice T. K. Kirova, tutor A. Bellini, co-tutor F. Irace, Politecnico di Milano, Università degli studi di Cagliari, Università degli studi di Genova, Università degli studi di Reggio Calabria, 1999",-,-,03.1 Monografia o trattato scientifico,none,1,"CIAGA', GRAZIELLA LEYLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/693542,eng,2012,-,-,Maggioli,-,-,-,"L’Ospedale accogliente
il design per gli spazi d’attesa
dell’A.O. Fatebenefratelli e Oftalmico di Milano",-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"GEROSA, GIULIA MARIA;GIUNTA, ELENA ENRICA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/693587,ita,1998,-,-,ELECTA,ITA,Milano,STAMPA,Ettore Tito (1859-1941),-,impressionismo internazionale; pittura di genere verista; Esposizioni Biennali di Venezia; pittura di paesaggio; ritratti; temi mitologici; opera d'arte totale,03.1 Monografia o trattato scientifico,none,4,"G. Fossaluzza;Maria Flora Giubilei;MAZZANTI, ANNA;Fernando Mazzocca"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/693610,ita,2012,-,-,LUPETTI EDITORI DI COMUNICAZIONE,-,Milano,-,From Italy dalla ricerca alla manifattura,-,Made in Italy,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"TURINETTO, MARCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/693624,eng,1998,-,-,CHARTA,ITA,Milano,STAMPA,Niki de Saint Phalle. The Tarot Garden,-,arte ambientale; site-specific art; environment art; parchi di scultura,03.1 Monografia o trattato scientifico,none,5,"MAZZANTI, ANNA;Pierre Restany;Enrico Crispolti;Gianni Pettena;Mario Botta"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/693867,ita,2011,-,-,Postmedia srl,-,-,-,Storie di architettura attraverso i sensi,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"BARBARA, ANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/703723,ita,2011,Nessuno,-,Electa,ITA,Milano,-,David Chipperfild,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"IRACE, FULVIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/705725,eng;ita,2012,Nessuno,-,Maggioli Editore,ITA,-,STAMPA,Spatial Design for in-between urban spaces,-,Spatial Design; In-between spaces; Urban spaces; Environmental; Method; Research,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"PICCINNO, GIOVANNA;'.E. Lega'"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/706728,ita;eng,2013,Nessuno,-,marsilio,ITA,venezia,STAMPA,Gioiello Italiano Contemporaneo: i Maestri,-,design; gioiello; maestri; innovazione; moda; fashion; masters; innovation,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/707526,ita,2013,Comitato scientifico,-,Pitagora Editrice,ITA,Bologna,STAMPA,Design sul Filo della Tradizione,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"VACCA, FEDERICA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/707940,eng,2008,Nessuno,-,AMIDST University of Amsterdam,-,-,-,"Milan: A city easy for working but difficult for living.
Undestanding the attractiveness of the metropolitan region for creative knowledge workers",-,-,03.1 Monografia o trattato scientifico,none,6,"E. Mingione;F. Zajczyk;E. Dell'Agnese;S. Mugnano;M. D'Ovidio;SEDINI, CARLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/707941,eng,2009,-,-,AMIDST,-,-,-,"International Milan? A global city in a country lagging behind. 
The view of transnational migrants.",-,-,03.1 Monografia o trattato scientifico,none,6,"E. Mingione;E. dell’Agnese;S. Mugnano;M. d’Ovidio;F. Zajczyk;SEDINI, CARLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/707943,eng,2010,-,-,AMIDST,-,-,-,Policies and strategies in the Metropolitan Region of Milan. How to enhance the city’s competitiveness.,-,-,03.1 Monografia o trattato scientifico,none,7,"E. Mingione;F. Zajczyk;E. dell’Agnese;S. Mugnano;M. d’Ovidio;SEDINI, CARLA;L. Parrino"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/722157,ita,2013,Nessuno,-,SOLE 24 ORE CULTURA,ITA,MILANO,-,Il giocattolo italiano nella prima metà del Novecento,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,1,"BERTOLA, PAOLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/731375,ita,2012,Nessuno,-,Tecnostampa,-,Loreto,-,Facecity,-,Biennale di Venezia; mostra; installazione,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"IRACE, FULVIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/736166,eng;ita,2013,Nessuno,-,MARSILIO EDITORE,-,-,STAMPA,MAESTRI DEL GIOIELLO ITALIANO CONTEMPORANEO,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/736167,eng;ita,2013,Comitato scientifico,-,MARSILIO EDITORE,ITA,-,STAMPA,IL DESIGN ITALIANO INCONTRA IL GIOIELLO,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"CAPPELLIERI, ALBA;M. ROMANELLI"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/762039,ita,2013,Nessuno,-,24 Ore Cultura,ITA,Milano,-,Franco Albini,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"IRACE, FULVIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/762071,eng,2014,Comitato scientifico,-,Springer,-,-,-,"Visualizing the Data City, Social media as a source of knowledge for urban planning and management",-,Data visualization; social media; Smart city,03.1 Monografia o trattato scientifico,none,3,"CIUCCARELLI, PAOLO;LUPI, GIORGIA;Luca Simeone"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/765580,ita,2012,Nessuno,-,Zanichelli,ITA,Bologna,STAMPA,Ricerca Operativa,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"BRUGLIERI, MAURIZIO;COLORNI VITALE, ALBERTO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/765696,eng,2013,Esperti non anonimi,-,Ed. Mc Graw Hill,ITA,Milano,STAMPA,Product design strategies in technological change,-,design management; technology change; product design; design strategies,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"CAUTELA, CABIRIO;M. Simoni"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/765742,eng,2014,Nessuno,-,Springer,-,-,STAMPA,"Developing Biomedical Devices
Design, Innovation and Protection",-,-,03.1 Monografia o trattato scientifico,none,3,"ANDREONI, GIUSEPPE;BARBIERI, MASSIMO;COLOMBO, BARBARA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/765749,ita,2013,Nessuno,-,Ed. a cura della Regione Lombardia,ITA,-,STAMPA,Laboratorio Sociale. Verso la definizione di nuovi modelli di gestione residenziale,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"GALEAZZI, CHIARA;M. Valsesia"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/767257,ita,2013,Nessuno,-,LibraccioEditore,-,-,-,"Design, comunità, territori. Un approccio community-centred per progettare relazioni, strategie e servizi",-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"VILLARI, BEATRICE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/767456,ita,2013,Comitato scientifico,-,Egaf,-,-,STAMPA,ITS nei trasporti stradali,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,7,"B. Dalla Chiara;B. Barabino;G. N. Bifulco;G. Corona;G. Fusco;R. Rossi;STUDER, LUCA PASINO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/769293,eng,2013,Nessuno,-,Springer,-,-,-,Systemic Aspects of Innovation and Design. The perspective of Collaborative Networks,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"MORTATI, MARZIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/774529,ita,2013,Nessuno,-,LUPETTI EDITORI DI COMUNICAZIONE,ITA,Milano,STAMPA,Design della Maglieria. Strumenti e metodologie progettuali,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CONTI, GIOVANNI MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/775516,eng;ita,2013,Nessuno,-,DESIGN FAUSTO LUPETTI ( by LSWR ),-,-,-,MADE 4 CERAMICS 2013_ Ceramica Terra Cultura,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"CEPPI, GIULIO;Fortunato D'Amico;Giovanni Tedeschi"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/789118,eng;ita,2014,Nessuno,-,Corraini Edizioni,-,Mantova,-,La Casa Morbida,-,-,03.1 Monografia o trattato scientifico,none,1,"FINESSI, GIUSEPPE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/789523,ita,2015,Comitato scientifico,-,Lettera Ventidue,ITA,Siracusa,STAMPA,Mettere in scena Mettere in mostra,-,allestimento; museo; media building; scenografa; interni,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,3,"BASSO PERESSUT, GIAN LUCA;BOSONI, GIAMPIERO;SALVADEO, PIERLUIGI"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/813519,eng,2013,Nessuno,-,"Lulu Press, Inc",USA,-,STAMPA,"Light works, experimenal projection mapping",-,mapping; PROJETION MAPPING,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"MURANO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/824347,ita,2014,Comitato scientifico,-,Casa Editrice De Agostini,ITA,Novara,STAMPA,Codex Atlanticus. L'occhio di Leonardo. Studi di ottica e prospettiva. Disegni di Leonardo dal Codice Atlantico,-,Ottica,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"MARANI, PIETRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/824742,eng,2013,Esperti anonimi,-,Springer,-,-,ELETTRONICO,Materials that Change Color,-,color; Design; smart materials; intelligent materials application; intelligent design; materials; smart systems,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"FERRARA, MARIA RITA;M. Bengisu"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/825934,rus,2014,Comitato scientifico,-,EGAF Edizioni SRL,RUS,Mosca,STAMPA,итс на автомобильном транспорте,-,Intelligent Transport Systems; Transport,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,7,"STUDER, LUCA PASINO;B. Dalla Chiara;B. Barabino;G. N. Bifulco;G. Corona;G. Fusco;R. Rossi"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/828725,eng,2014,Comitato scientifico,-,Greenleaf Publishing,GBR,Londra,STAMPA,Product-Service System Design for Sustainability,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,3,"VEZZOLI, CARLO ARNALDO;Kohtala C.;Srinivasan A."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/846343,eng,2014,Comitato scientifico,-,International Foundation Artecittà,ESP,Granada,-,"Synaesthesia: Theoretical, artistic and scientific foundations",-,Synaesthesia; Design; Arte; Musica; Neuroscienze; Sinestesia,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,4,"M. Josè De Cordoba;RICCO', DINA;Sean Day"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/850735,ita,2014,Nessuno,-,GIUNTI,-,-,-,"Design & moda. Progetti, corpi, simboli",-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CONTI, GIOVANNI MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/853334,eng,2014,Nessuno,-,Lancaster University,GBR,-,-,Design in European Policy,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,7,"ARQUILLA, VENANZIO;Chisholm J.;Evans M.;Landoni P.;MAFFEI, STEFANO;MORTATI, MARZIA;VILLARI, BEATRICE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/857136,ita,2014,-,-,Regione Piemonte,-,-,-,"DESTINATION - Uomo, strada, ambiente. Una sola destinazione.
Volume 3 - RETE DI MONITORAGGIO",-,"rischio, trasporti, Merci pericolose",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"BORGHETTI, FABIO;Bonura, Luca;Marchese, Girolamo"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/858736,spa,2014,Comitato scientifico,-,Ediciones Fundación Internacional Artecittà,ESP,Granada,ELETTRONICO,"Sinestesia. Los fundamentos teóricos, artísticos y científicos, Segunda edición ampliada y mejorada",-,sinestesia; neuroscienze; arte; design,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"M. Josè De Cordoba;RICCO', DINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/862136,ita,2014,Nessuno,-,Pearson Italia spa,ITA,Milano,-,Game design. Gioco e giocare tra teoria e progetto,-,Game Design; Game Studies; design methods; Urban Game; video game; Videogames; Persuasive game; pervasive game; board game,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"BERTOLO, MARESA;MARIANI, ILARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/862570,ita,2013,Nessuno,-,Sole24 ore Cultura,-,Milano,-,Odile Decq,-,Odile Decq,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"Celant G.;IRACE, FULVIO"
