title,year,authors,internalAuthors,externalAuthors
Sistema indossabile per il monitoraggio delle performance del nuotatore,2014,Andreoni giuseppe;Moltani lara alessia laura;Perego paolo;Lavezzari riccardo,Andreoni giuseppe;Moltani lara alessia laura;Perego paolo;Lavezzari riccardo
L'a.n.g.e.l.o. del vintage,2005,Bertola paola;Abitare  ,Bertola paola;Abitare  
Art of geometry. the use of perspective in the wooden choir of santa maria maggiore in bergamo,2017,Buratti giorgio,Buratti giorgio
Dman-sman-aman optimisation at milano linate airport,2017,Pavese g.;Bruglieri maurizio;Rolando alberto luigi michele;Careri r.;Sesar innovation days  ,Bruglieri maurizio;Rolando alberto luigi michele;Sesar innovation days  ,Pavese g.;Careri r.
Ricerca interdisciplinare,2017,Nebuloni attilio,Nebuloni attilio
Architectural templates: a hands-on approach to responsive morphologies,2018,Nebuloni attilio;Vignati giorgio,Nebuloni attilio;Vignati giorgio
Events and the city - when arnold meets nolo,2017,Fassi davide,Fassi davide
Storiepossibili (possible stories): measuring social networks and designing scenarios to address new urban questions,2017,Giunta elena enrica;Galeazzi chiara;Rebaglio agnese;Simeone giulia;Strategic design research journal  ,Giunta elena enrica;Galeazzi chiara;Rebaglio agnese;Simeone giulia;Strategic design research journal  
Emotions behind a sphere. experimentations for an interactive object communicating brand values and encouraging behavioural changes (or reactions).,2017,Guida francesco ermanno;Voltaggio ernesto;Ferrari camilla;S. liistro;M. vitali,Guida francesco ermanno;Voltaggio ernesto;Ferrari camilla,S. liistro;M. vitali
Bottom-up infrastructures: aligning politics and technology in building a wireless community network,2018,Crabu stefano;Magaudda paolo;Computer supported cooperative work  ,Crabu stefano;Computer supported cooperative work  ,Magaudda paolo
In this issue,2017,Mora emanuela;Rocamora agnès;Volonte' paolo gaetano;International journal of fashion studies  ,Volonte' paolo gaetano;International journal of fashion studies  ,Mora emanuela;Rocamora agnès
Il contributo dell’actor-network theory alla discussione sull’agency degli oggetti,2017,Volonte' paolo gaetano;Politica & società  ,Volonte' paolo gaetano;Politica & società  
"Un nuovo individualismo? individualizzazione, soggettività e legame sociale",2017,Volonte' paolo gaetano;C. leccardi,Volonte' paolo gaetano,C. leccardi
L’individualismo del nuovo secolo tra privatismo e nuove forme di legame sociale,2017,C. leccardi;Volonte' paolo gaetano,Volonte' paolo gaetano,C. leccardi
L’analisi fenomenologica dell’azione e il destino dell’individualismo,2017,Volonte' paolo gaetano,Volonte' paolo gaetano
Fotografare per conoscere. un caso studio lombardo,2017,Feraboli maria teresa;Leoni maria manuela,Feraboli maria teresa;Leoni maria manuela
Shifting to design-driven material innovation,2017,Ferrara maria rita;Design experience  ,Ferrara maria rita;Design experience  
Anna maria fundarò. protagonista della didattica per lo sviluppo dei contesti meridionali e mediterranei (1970-1990),2017,Ferrara maria rita;Biblioteca di architettura (padova-il poligrafo)  ,Ferrara maria rita;Biblioteca di architettura (padova-il poligrafo)  
Ospedale 4.0: il ruolo del design nel progetto apoteca,2017,Ferrara maria rita;L. de bartolomeis;Md journal  ,Ferrara maria rita;Md journal  ,L. de bartolomeis
From science to design: the design4materials virtuous cycle,2017,R. carullo;C. cecchini;Ferrara maria rita;C. langella;S. lucibello;The design journal  ,Ferrara maria rita;The design journal  ,R. carullo;C. cecchini;C. langella;S. lucibello
The italian design approach to materials between tangible and intangible meanings,2018,Ferrara maria rita;A. c. russo;Cuadernos del centro de estudios en diseño y comunicación. ensayos  ,Ferrara maria rita;Cuadernos del centro de estudios en diseño y comunicación. ensayos  ,A. c. russo
"Next smart design: inclusion, emotions, interaction in the concept of baby soothing, caring and monitoring smart solutions",2018,Ferrara maria rita;A. c. russo;Advances in intelligent systems and computing  ,Ferrara maria rita;Advances in intelligent systems and computing  ,A. c. russo
Bio-smart materials: the binomial of the future,2018,S. lucibello;Ferrara maria rita;C. langella;C. cecchini;R. carullo;Advances in intelligent systems and computing  ,Ferrara maria rita;Advances in intelligent systems and computing  ,S. lucibello;C. langella;C. cecchini;R. carullo
Parco della preistoria a rivolta d’adda,2009,Feraboli maria teresa;Al  ,Feraboli maria teresa;Al  
I restauri del duomo di crema,2002,Feraboli maria teresa;La scuola classica di cremona  ,Feraboli maria teresa;La scuola classica di cremona  
L’ingegner carlo gaudenzi. un protagonista del moderno cremona,2001,Feraboli maria teresa;La scuola classica di cremona  ,Feraboli maria teresa;La scuola classica di cremona  
Tutti i colori di sottsass,2005,Feraboli maria teresa;Al  ,Feraboli maria teresa;Al  
Un uomo “universale”.,2005,Feraboli maria teresa;Al  ,Feraboli maria teresa;Al  
Il verde sopra il grigio,2005,Feraboli maria teresa;Al  ,Feraboli maria teresa;Al  
La formazione della bologna moderna,2001,Feraboli maria teresa;Aaa italia  ,Feraboli maria teresa;Aaa italia  
Una “casa per tutti”,2005,Feraboli maria teresa;Al  ,Feraboli maria teresa;Al  
Ricerca e sperimentazione didattica per la valorizzazione ed il recupero delle aree degradate e dismesse nel territorio del comune di como,2017,De paolis roberto,De paolis roberto
Design in a collaborative multi-stakeholder ecosystem. growing social innovation through cross-sector partnerships,2018,Corubolo marta,Corubolo marta
"A novel educational model based on ""knowing how to do"" paradigm implemented in an academic makerspace",2017,Carulli marina;Bordegoni monica;Bianchini massimo;Bolzan patrizia;Maffei stefano;Id&a interaction design & architecture(s)  ,Carulli marina;Bordegoni monica;Bianchini massimo;Bolzan patrizia;Maffei stefano;Id&a interaction design & architecture(s)  
Bibliografia,2006,Feraboli maria teresa,Feraboli maria teresa
Nota biografica,2006,Feraboli maria teresa,Feraboli maria teresa
Regesto,2006,Feraboli maria teresa,Feraboli maria teresa
Le opere,2009,Feraboli maria teresa,Feraboli maria teresa
I progetti,2009,Feraboli maria teresa,Feraboli maria teresa
Developing design capabilities in the third sector. leveraging social transformation through a designerly organisational design approach,2018,Pei xue,Pei xue
Health co-creation in social innovation: design service for health-empowered society in china,2017,Fassi davide;Yin liang;The design journal  ,Fassi davide;Yin liang;The design journal  
Research service design based on online public service platform — app design for mutual learning through sign language short video,2016,Yin liang,Yin liang
Anticipation and design inquiry.,2017,Celi manuela;A. d. morrison,Celi manuela,A. d. morrison
Aesthetics of futures. shaping shared visions of tomorrow.,2017,Celi manuela;E. formia;The design journal  ,Celi manuela;The design journal  ,E. formia
Dalla molecola al paziente. la biomedicina nella società contemporanea,2017,Crabu stefano,Crabu stefano
Sociotechnical environments: proceedings of the 6th sts italia conference,2017,Crabu stefano;P. giardullo;F. miele;M. turrini,Crabu stefano,P. giardullo;F. miele;M. turrini
"Performing sociotechnical environments: intersections of bodies, knowledge, artefacts and politics",2017,Crabu stefano;P. giardullo;F. miele;M. turrini,Crabu stefano,P. giardullo;F. miele;M. turrini
"Le reti wireless comunitarie: infrastrutture distribuite, processi di innovazione, attivismo tecnoscientifico",2015,Crabu stefano;P. magaudda,Crabu stefano,P. magaudda
Give us a protocol and we will rise a lab.  the shaping of the infra-structuring objects,2014,Crabu stefano,Crabu stefano
Lavoro di cura e innovazione tecnoscientifica: il caso della medicina personalizzata,2017,Crabu stefano;Salute e società  ,Crabu stefano;Salute e società  
"Materiality, politics and infrastructuring work",2017,Crabu stefano;A. mongili;Easst review  ,Crabu stefano;Easst review  ,A. mongili
Il consumo critico dei media digitali: le reti wireless comunitarie,2017,Crabu stefano;P. magaudda;Il mulino  ,Crabu stefano;Il mulino  ,P. magaudda
Innovazione sociale e pratiche tecnoscientifiche: il caso delle reti wireless comunitarie,2016,Crabu stefano;P. magaudda;Impresa sociale  ,Crabu stefano;Impresa sociale  ,P. magaudda
Translational biomedicine in action: constructing biomarkers across laboratory and benchside,2016,Crabu stefano;Social theory & health  ,Crabu stefano;Social theory & health  
"Allineare umani, tecnologie e saperi: il lavoro infrastrutturante negli ambienti tecnologicamente densi.",2014,Crabu stefano;Studi organizzativi  ,Crabu stefano;Studi organizzativi  
"Nanomedicine in the making: expectations, scientific narrations and materiality",2014,Crabu stefano;Tecnoscienza  ,Crabu stefano;Tecnoscienza  
"Recensione al volume situated intervention: sociological experiments in health care, teun zuiderent-jerak, cambridge, ma: mit press, 2015, pp. 248",2017,Crabu stefano;Tecnoscienza  ,Crabu stefano;Tecnoscienza  
"Recensione al volume cancer on trial. oncology as a new style of practice, p. keating and a. cambrosio, chicago and london: the university of chicago press, 2012",2014,Crabu stefano;Tecnoscienza  ,Crabu stefano;Tecnoscienza  
Engaged designers as social commuters,2018,Volonte' paolo gaetano;Ferreira de andrade poshar franca andrea,Volonte' paolo gaetano;Ferreira de andrade poshar franca andrea
The thin ideal and the practice of fashion,2017,Volonte' paolo gaetano;Journal of consumer culture  ,Volonte' paolo gaetano;Journal of consumer culture  
"Mapping ics materials: interactive, connected, and smart materials",2018,Parisi stefano;Spallazzo davide;Ferraro venere;Ferrara maria rita;Ceconello mauro attilio;Ayala garcia camilo;Rognoli valentina;Advances in intelligent systems and computing  ,Parisi stefano;Spallazzo davide;Ferraro venere;Ferrara maria rita;Ceconello mauro attilio;Ayala garcia camilo;Rognoli valentina;Advances in intelligent systems and computing  
"Ics materiality. interactive, connected, smart materials",2018,Ferrara maria rita;Rognoli valentina;Arquilla venanzio;Parisi stefano;Advances in intelligent systems and computing  ,Ferrara maria rita;Rognoli valentina;Arquilla venanzio;Parisi stefano;Advances in intelligent systems and computing  
Costruire identità,2018,Bisson mario;Arquilla venanzio;Zinzone martino,Bisson mario;Arquilla venanzio;Zinzone martino
Innovating trend research practice through a data driven-approach: a blended experience within the design field,2017,Celi manuela;Colombi chiara,Celi manuela;Colombi chiara
"Recensione a m.kemp-g.pallanti, mona lisa: the people and the painting ( oxford, 2017 )",2018,Marani pietro cesare;The burlington magazine  ,Marani pietro cesare;The burlington magazine  
The evaluation of two master programs contributing to the development of industry: izmir university of economics and politecnico di milano,2017,Ergul mustafa emre;Ratti andrea;Ercoli sebastiano;Bionda arianna;Journal of international scientific publication: educational alternatives  ,Ergul mustafa emre;Ratti andrea;Ercoli sebastiano;Bionda arianna;Journal of international scientific publication: educational alternatives  
An evaluation of furniture making methods for yachts,2017,Ergul mustafa emre;Ratti andrea;Ercoli sebastiano;Bionda arianna;American journal of mechanical and industrial engineering  ,Ergul mustafa emre;Ratti andrea;Ercoli sebastiano;Bionda arianna;American journal of mechanical and industrial engineering  
Location-based mobile games. design perspectives,2018,Spallazzo davide;Mariani ilaria;Polimi springerbriefs  ,Spallazzo davide;Mariani ilaria;Polimi springerbriefs  
Gli architetti associati gregotti - meneghetti - stoppino presso il casva: interni e allestimenti,2017,Feraboli maria teresa;Aaa italia  ,Feraboli maria teresa;Aaa italia  
Fotografie per la storia dell’architettura cremonese,2017,Feraboli maria teresa;La scuola classica di cremona  ,Feraboli maria teresa;La scuola classica di cremona  
Light and colour: measurement and 3d simulation for a new light of neptune fountain in bologna,2017,Siniscalco andrea;Rossi maurizio,Siniscalco andrea;Rossi maurizio
Carlo ramous: la scultura architettonica e la città,2017,Irace fulvio,Irace fulvio
Circadian lighting design: analysis of the properties of natural lighting in a home environment,2017,Casciani daria;Rossi maurizio,Casciani daria;Rossi maurizio
"Exploring the relationship between leds lighting, urban materials chromaticity and people: measurements, design and evaluation",2017,Casciani daria;Rossi maurizio;Cultura e scienze del colore / color culture and science  ,Casciani daria;Rossi maurizio;Cultura e scienze del colore / color culture and science  
Tra le parole e le cose: la difficile eredità di corbu,2017,Irace fulvio;Rassegna di architettura e urbanistica  ,Irace fulvio;Rassegna di architettura e urbanistica  
Fotografare per interpretare: l'immagine del novecento e la storiografia,2017,Irace fulvio,Irace fulvio
Le case dei bambini. houses of children,2017,Irace fulvio,Irace fulvio
"Smart solutions, “smart aesthetics”?",2017,A. c. russo;Ferrara maria rita;The design journal  ,Ferrara maria rita;The design journal  ,A. c. russo
Less material / more intelligence,2017,Crippa davide;Di prete barbara;Italian journal of engineering geology and environment  ,Crippa davide;Di prete barbara;Italian journal of engineering geology and environment  
Towards a new “urban sensitivity”.the role of design as support to social innovation,2017,Di prete barbara;Mazzarello martina;The design journal  ,Di prete barbara;Mazzarello martina;The design journal  
La casa come proiezione del sè: un'esplorazione tra le pieghe dell'abitare,2017,Crippa davide;Di prete barbara,Crippa davide;Di prete barbara
Design e culture di genere: rappresentazione e riconoscimento,2017,Bucchetti valeria luisa,Bucchetti valeria luisa
Le donne di lora lamm,2017,Bucchetti valeria luisa,Bucchetti valeria luisa
Comunicare altrimenti. antidoti per una comunicazione civile,2017,Baule giovanni,Baule giovanni
The approach of didactic laboratory in fashion design education: a comparative case study,2017,Lin xiaozhu;Dell'acqua bellavitis arturo,Lin xiaozhu;Dell'acqua bellavitis arturo
Patrimoni tessili e color trend in contesti territoriali montani: il paesaggio cromatico nell’intreccio del pezzotto valtellinese,2017,Guglielmetti ilaria;Trocchianesi raffaella,Guglielmetti ilaria;Trocchianesi raffaella
Design e rito. la cultura del progetto per il patrimonio rituale contemporaneo,2017,Pils giulia;Trocchianesi raffaella,Pils giulia;Trocchianesi raffaella
Innovative stories,2017,Crippa davide;Di prete barbara,Crippa davide;Di prete barbara
De poli e l’arte sacra,2017,Mazzanti anna,Mazzanti anna
"Materials that move. smart materials, intelligent design",2018,M. bengisu;Ferrara maria rita;Polimi springerbriefs  ,Ferrara maria rita;Polimi springerbriefs  ,M. bengisu
Research through education: training yacht designer by a cross curricular learning-by-doing strategy,2017,Bionda arianna;Ratti andrea,Bionda arianna;Ratti andrea
Service design as an approach to implement the value cocreation perspective in new service development,2018,Yu eun;Sangiorgi daniela;Journal of service research  ,Sangiorgi daniela;Journal of service research  ,Yu eun
A design approach to activate innovation in the marine industry,2017,Ratti andrea;Ergul mustafa emre;Bionda arianna,Ratti andrea;Ergul mustafa emre;Bionda arianna
Trends in the master in yacht design,2017,Bionda arianna;Ratti andrea;Nautech  ,Bionda arianna;Ratti andrea;Nautech  
Neptune 60 and leirius 65’: performance and style from myd,2017,Bionda arianna;Ratti andrea;Nautech  ,Bionda arianna;Ratti andrea;Nautech  
"Greywolf, 40-metre explorer yacht concept",2017,Bionda arianna;Ratti andrea;Nautech  ,Bionda arianna;Ratti andrea;Nautech  
Nautica +++. additive manufacturing in campo navale e nautico,2017,Bionda arianna;Ratti andrea,Bionda arianna;Ratti andrea
Yacht design e fabbricazione digitale: le nuove sfide di industria 4.0,2017,Bionda arianna;Ratti andrea,Bionda arianna;Ratti andrea
Identifying and systematizing service design multidisciplinary contributions,2017,M. p. joly;L. patrício;J. teixeira;Sangiorgi daniela,Sangiorgi daniela,M. p. joly;L. patrício;J. teixeira
Connecting service design to service innovation through multidisciplinary lenses,2017,M. p. joly;J. teixeira;L. patrício;Sangiorgi daniela,Sangiorgi daniela,M. p. joly;J. teixeira;L. patrício
"""[a] come autoproduzione. dall'industrial design all'industrious design - self-made design. from industrial design to industrious design""",2013,Bianchini massimo;Maffei stefano;Ottagono  ,Bianchini massimo;Maffei stefano;Ottagono  
Servitizzare un esperimento di innovazione sociale a milano,2015,Maffei stefano;Bianchini massimo,Maffei stefano;Bianchini massimo
Le origini “aristocratiche” della biennale di venezia. considerazioni sul ruolo degli artisti-organizzatori,2017,Mazzanti anna,Mazzanti anna
Mondopasta,2014,Maffei stefano;Gianni andrea enrico;Bolzan patrizia;Pirovano marcello,Maffei stefano;Gianni andrea enrico;Bolzan patrizia;Pirovano marcello
Microfacts,2016,Maffei stefano;Gianni andrea enrico;Bolzan patrizia;Pirovano marcello,Maffei stefano;Gianni andrea enrico;Bolzan patrizia;Pirovano marcello
Nuovi hotel di stile - new style hotels,2017,Elgani elena mariele;Scullica francesco;Dhd hotel design diffusion  ,Elgani elena mariele;Scullica francesco;Dhd hotel design diffusion  
Toward the biocentric era. observing design hybridization,2017,Lecce chiara,Lecce chiara
Design-driven material innovation methodology,2017,Ferrara maria rita;Lecce chiara;Design experience  ,Ferrara maria rita;Lecce chiara;Design experience  
Franco albini e il progetto dell’effimero (1936-1958): le fonti d’archivio come tracce dell’evoluzione di un metodo,2017,Lecce chiara;Ais / design  ,Lecce chiara;Ais / design  
Smart agriculture: lo scenario italiano,2017,Bisson mario;I. costa,Bisson mario,I. costa
"Profezia del “new domestic landscape"" italiano",2017,Bosoni giampiero;Lecce chiara;Domus  ,Bosoni giampiero;Lecce chiara;Domus  
Ettore sottsass: il disegno degli oggetti 1946-1958,2017,Lecce chiara,Lecce chiara
"68. studi per mobili, mostra lo stile nell’arredamento moderno, fede cheti, milano",2017,Lecce chiara,Lecce chiara
126. studi per lampade in lamiera tagliata e piegata,2017,Lecce chiara,Lecce chiara
"127. studi per oggetti, irving richards, rinnovel",2017,Lecce chiara,Lecce chiara
"135. progetti per lampade, arredoluce",2017,Lecce chiara,Lecce chiara
Una sperimentazione finalizzata a comprendere l’impatto della componente cromatica all’interno degli ambienti dedicati alla cura dell’autismo,2017,Boeri cristina,Boeri cristina
Il contributo del colore all’interno dei processi di rigenerazione urbana,2017,Boeri cristina;Calabi daniela anna;Bisson mario,Boeri cristina;Calabi daniela anna;Bisson mario
Color loci placemaking: the urban color between needs of continuity and renewal,2017,Boeri cristina;Color research and application  ,Boeri cristina;Color research and application  
Culla per neonati,2017,Beltrami benedetta;Bisson mario;Andreis diego;Barni greta,Beltrami benedetta;Bisson mario;Barni greta,Andreis diego
Servizio per pranzo in piedi,1989,Bisson mario;Paolo de lucchi;Kowsar gholam,Bisson mario;Kowsar gholam,Paolo de lucchi
Wemi: un progetto di identità per il welfare,2017,Bucchetti valeria luisa;Territorio  ,Bucchetti valeria luisa;Territorio  
Make the environment the (next) economy,2017,Monna vanessa;The design journal  ,Monna vanessa;The design journal  
"Gender: from declension to translation. stereotypes, communication graphics and social models",2017,Bucchetti valeria luisa,Bucchetti valeria luisa
Semiotics in design education. semiotics by design,2017,Michela deni;Zingale salvatore;The design journal  ,Zingale salvatore;The design journal  ,Michela deni
Semiotica e territorio: il vedere progettuale,2017,Zingale salvatore,Zingale salvatore
Ll progetto delle forme. modelli semiotici per il design-traduttore,2017,Zingale salvatore;Patuzzo emilio;Progetto grafico  ,Zingale salvatore;Patuzzo emilio;Progetto grafico  
Building the expo,2017,Collina luisa maria virginia;Daglio laura;Bollati ilaria;D. bollani,Collina luisa maria virginia;Daglio laura;Bollati ilaria,D. bollani
The choice of design. from businesses’ conditions  to businesses’ attitudes,2017,Fonseca braga mariana;The design journal  ,Fonseca braga mariana;The design journal  
Ceasing copycat behaviour: developing product-design identity through industry and handcraft interaction,2017,Fonseca braga mariana;Gestao & tecnologia de projetos  ,Fonseca braga mariana;Gestao & tecnologia de projetos  
Introducting design thinking in social innovation and in public sector: a design-based learning framework,2017,Rizzo francesca;Deserti alessandro;Cobanli onur müstak;European public & social innovation review  ,Rizzo francesca;Deserti alessandro;Cobanli onur müstak;European public & social innovation review  
From social design to design for social innovation,2018,Rizzo francesca;Deserti alessandro;Cobanli onur müstak,Rizzo francesca;Deserti alessandro;Cobanli onur müstak
"Tell me a story, but it should be real! design practice in transmedia journalism.",2018,Ciancia mariana;M. mattei,Ciancia mariana,M. mattei
Social entrepreneurship: the challenge of hybridity,2017,Kleverbeck maria;Terstriep judith;Deserti alessandro;Rizzo francesca,Deserti alessandro;Rizzo francesca,Kleverbeck maria;Terstriep judith
Design for social innovators,2018,Meroni anna;Selloni daniela,Meroni anna;Selloni daniela
The emerging challenge of brand design and brand management in social innovations,2017,Komatsu tamami tiffany,Komatsu tamami tiffany
A pop-up hostel for a hospitable milan,2017,Galluzzo laura;Monna vanessa;Collana disambigua  ,Galluzzo laura;Monna vanessa;Collana disambigua  
Little lights | piccole luci,2017,Fauda pichet chiara,Fauda pichet chiara
Urbanscope: a lens to observe language mix in cities,2017,Arnaboldi michela;Brambilla marco;Cassottana beatrice;Ciuccarelli paolo;Vantini simone;American behavioral scientist  ,Arnaboldi michela;Brambilla marco;Cassottana beatrice;Ciuccarelli paolo;Vantini simone;American behavioral scientist  
Design strategies and business models of milleninal fashion start-ups.,2017,Bertola paola;Linfante vittorio,Bertola paola;Linfante vittorio
Laboratori d'arredo. didattica e progetti di design tra tradizione e innovazione,2018,De paolis roberto;Tresoldi matteo stefano;Buratti giorgio;Dellera luca;Lupidi emanuele,De paolis roberto;Tresoldi matteo stefano;Buratti giorgio;Dellera luca;Lupidi emanuele
Furniture e textile design. ricerca applicata e formazione come strategie per l'area comasca,2000,De paolis roberto;Deserti alessandro;Celaschi flaviano,De paolis roberto;Deserti alessandro;Celaschi flaviano
Benedetto luti: l'ultimo maestro,2012,Maffeis rodolfo,Maffeis rodolfo
Une jeune femme en colère: les années florentines d’artemisia gentileschi,2012,Maffeis rodolfo,Maffeis rodolfo
Environmental design - 2^  international conference on environmental design,2017,Bisson mario,Bisson mario
The specificity of design research: how practice-based design knowledge can enter the great archive of science,2018,Volonte' paolo gaetano;Rampino lucia rosa elena;Colombo sara;Design research foundations  ,Volonte' paolo gaetano;Rampino lucia rosa elena;Colombo sara;Design research foundations  
La figura dello stilista,2018,Volonte' paolo gaetano,Volonte' paolo gaetano
Female design and architectural archives in italy: a preliminary investigation among online search tools,2018,Feraboli maria teresa,Feraboli maria teresa
The figure of the stilista,2018,Volonte' paolo gaetano,Volonte' paolo gaetano
Incremental and radical innovation: design in robotics for autism. teo and riby robots. evolutionary development,2017,M. romero;Bonarini andrea;Brivio andrea;Rogacheva ksenia;The design journal  ,Bonarini andrea;Brivio andrea;Rogacheva ksenia;The design journal  ,M. romero
Crowd couture. innovating the design process in fashion through web 2.0,2017,Colombi chiara;Sakr christine,Colombi chiara;Sakr christine
Design scenarios and anticipation,2017,Colombi chiara;Zindato danila,Colombi chiara;Zindato danila
Cool japan_double impact,2015,Biamonti alessandro,Biamonti alessandro
Environment as non pharmacological intervention in the care of alzheimer’s disease,2017,Gramegna silvia maria;Biamonti alessandro;The design journal  ,Gramegna silvia maria;Biamonti alessandro;The design journal  
Lca application in telecommunication service industries: a literature review,2017,Pavlovic milica;Rigamonti lucia,Pavlovic milica;Rigamonti lucia
What's fashion it's method,2018,C. lunghi;F. r. rinaldi;Turinetto marco,Turinetto marco,C. lunghi;F. r. rinaldi
"The italian fashion model. design, from strategy to creativity and manufacture",2018,Turinetto marco,Turinetto marco
New wine in old bottles or new bottles for new wine? product language approaches in design‐intensive industries during technological turmoil,2018,Cautela cabirio;M. simoni;Zurlo francesco;Creativity and innovation management  ,Cautela cabirio;Zurlo francesco;Creativity and innovation management  ,M. simoni
Codice e progetto,2017,Nebuloni attilio,Nebuloni attilio
Tra progettazione e codice. la natura diagrammatica della computazione,2017,Nebuloni attilio,Nebuloni attilio
L'architettura dell'adattività,2017,Nebuloni attilio,Nebuloni attilio
"Il codice del progetto, il progetto del codice. architettura come processo",2017,Nebuloni attilio;Rossi a.,Nebuloni attilio,Rossi a.
Framework,2017,Nebuloni attilio;Rossi a.,Nebuloni attilio,Rossi a.
Aspetti computazionali in un progetto responsivo,2017,Nebuloni attilio;Vignati giorgio,Nebuloni attilio;Vignati giorgio
Infrastrutture e spazi di mediazione,2018,Nebuloni attilio,Nebuloni attilio
"Adattivo e sostenibile. dalla natura al progetto, tra interazione e mutazione",2018,Nebuloni attilio;Progetti sostenibili per la complessita'  ,Nebuloni attilio;Progetti sostenibili per la complessita'  
Caratteri dello spazio complesso e sostenibile,2009,Nebuloni attilio,Nebuloni attilio
Design & alzheimer,2018,Biamonti alessandro;Serie di architettura e design  ,Biamonti alessandro;Serie di architettura e design  
Consonanze sinestesiche. una costante reciprocità traduttiva,2018,Baule giovanni,Baule giovanni
Hela. reconstructing an immortal bio,2012,Crabu stefano;S. casati;M. lavitrano;M. turrini;Tecnoscienza  ,Crabu stefano;Tecnoscienza  ,S. casati;M. lavitrano;M. turrini
"Recensione al volume the professional guinea pig. big pharma and the risky world of human subject, r. abadie, durham, nc:duke university press, 2010, pubblicata in tecnoscienza. the italian journal of science and technology studies, vol. 4, n.1, pp. 191-196",2013,Crabu stefano;Tecnoscienza  ,Crabu stefano;Tecnoscienza  
"Recensione al volume toys and tools in pink. cultural narratives of gender, science, and technology, c. colatrella, columbus:ohio state university press, 2011, pubblicata in about gender, rivista internazionale di studi di genere, vol. 2, n. 3",2013,Crabu stefano;Tecnoscienza  ,Crabu stefano;Tecnoscienza  
"Crabu s., recensione al volume biomedicalization. technoscience, health, and illness in the u.s., a.e. clarke, l. mamo, j.r. fosket, j.r. fishman and j.k. shim (eds.), durham, nc:duke university press, 2010, pubblicata in tecnoscienza. the italian journal of science and technology studies, vol. 2, n. 2, pp. 119-123.",2011,Crabu stefano;Tecnoscienza  ,Crabu stefano;Tecnoscienza  
Exploring the transformative impacts of service design: the role of designer-client relationships in the service development process,2018,Yu eun;Sangiorgi daniela;Design studies  ,Sangiorgi daniela;Design studies  ,Yu eun
Designing for service. key issues and new directions,2017,Sangiorgi daniela;Prendiville alison,Sangiorgi daniela,Prendiville alison
Expanding (service) design spaces,2017,Sangiorgi daniela;Prendiville alison;Jung jeyon,Sangiorgi daniela,Prendiville alison;Jung jeyon
Introduction,2017,Sangiorgi daniela;Prendiville alison,Sangiorgi daniela,Prendiville alison
"Designing for interdependence, participation and emergence in complex service systems",2017,Sangiorgi daniela;Patricio lia;Fisk rayomnd,Sangiorgi daniela,Patricio lia;Fisk rayomnd
Conclusions,2017,Sangiorgi daniela;Prendiville alison,Sangiorgi daniela,Prendiville alison
La simulazione medica nel futuro: un tentativo di visioning  the health simulation in the future: an attempt of visioning,2017,Volontè fabio;Ianniello alessandro;Bisson mario;Ingrassia pier luigi;Medicina e chirurgia  ,Ianniello alessandro;Bisson mario;Medicina e chirurgia  ,Volontè fabio;Ingrassia pier luigi
Instruments de design management,2012,Cautela cabirio;Zurlo francesco;K. ben youssef;S. magne,Cautela cabirio;Zurlo francesco,K. ben youssef;S. magne
Instruments de design management,2012,Cautela cabirio;Zurlo francesco;K. ben youssef;S. magne,Cautela cabirio;Zurlo francesco,K. ben youssef;S. magne
Instruments de design management,2012,Cautela cabirio;Zurlo francesco;K. ben youssef;S. magne,Cautela cabirio;Zurlo francesco,K. ben youssef;S. magne
"Mario tedeschi: arte, interni e architettura in un archivio ritrovato",2018,Feraboli maria teresa;Recupero e conservazione  ,Feraboli maria teresa;Recupero e conservazione  
Evolving perspectives in product design. from mass production to social awareness,2018,Rampino lucia rosa elena;Design international series  ,Rampino lucia rosa elena;Design international series  
La filosofia degli interni di ettore sottsass,2017,Bucci federico;Lecce chiara;F. zanella;E. modena;M. vignozzi paszkowski;M. turchetti;M. carboni;S. riva;E. piccardo,Bucci federico;Lecce chiara,F. zanella;E. modena;M. vignozzi paszkowski;M. turchetti;M. carboni;S. riva;E. piccardo
Percorsi di ricerca progettuale,2017,Nebuloni attilio;Blasi c.;Padovano g.,Nebuloni attilio,Blasi c.;Padovano g.
"The hospitable city and health tourism: new forms of ""welcoming""",2008,Scullica francesco,Scullica francesco
Il progetto degli spazi interni nello scenario contemporaneo,2018,Scullica francesco,Scullica francesco
Interior design and hotels in the contemporary scenario: main trends,2018,Scullica francesco,Scullica francesco
La progettazione continua,1995,Bruno davide maria,Bruno davide maria
"Design for assembly, design for disassembling",1995,Bruno davide maria,Bruno davide maria
La prototipazione rapida per lo sviluppo dei prodotti.,1995,Bruno davide maria,Bruno davide maria
Contemporary scenarios in lighting design: inside and outside,2008,Scullica francesco,Scullica francesco
Prototyping the city: goals and issues,2018,Fassi davide;Galluzzo laura,Fassi davide;Galluzzo laura
Glossario delle definizioni in materia del d.lgs. 81/2008.,2016,Bruno davide maria,Bruno davide maria
"Blue industries: dove nasce il futuro: design, innovazione e impresa",2002,Bruno davide maria,Bruno davide maria
Learning design by design experience. international teacher education conference,2017,Bruno davide maria;Itec - international teacher education conference  ,Bruno davide maria;Itec - international teacher education conference  
