dc.type.full,dc.description.numberofauthors,dc.type.referee,dc.publisher.country,dc.identifier.uri,dc.language.iso,dc.relation.ispartofbook,dc.date.issued,dc.publisher.place,dc.relation.medium,dc.publisher.name,dc.title,dc.authority.people,dc.authority.people,item.externalcontributor,item.externalauthor,item.externalauthor,item.singlekeyword,item.singlekeyword,item.singlekeyword,item.firstauthor,item.openaireRights,item.collection,crisitem.author.appartenenza
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,2,Comitato scientifico,ITA,http://hdl.handle.net/11311/1000031,Humanities Design Lab.  Le culture del progetto e le scienze umane e sociali,2016,Milano,STAMPA,Maggioli Ed.,Humanities e Design: prove per un dialogo,"Celi, Manuela",info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume
