dc.publisher.place,item.collection,item.openaireRights,dc.subject.keywords,dc.identifier.uri,dc.date.issued,dc.type.full,item.journal.title,dc.title,dc.description.numberofauthors,dc.publisher.name,dc.authority.people,dc.type.circulation
Torino,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,moplen; Natta,http://hdl.handle.net/11311/240029,2005,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista (EX RV - Articoli),IL GIORNALE DELL'ARCHITETTURA,Il moplen e i suoi fratelli,1,Allemandi,"ROGNOLI, VALENTINA",nazionale
