dc.publisher.place,dc.type.referee,dc.publisher.country,item.collection,item.openaireRights,dc.subject.keywordsita,dc.language.iso,dc.subject.keywords,dc.identifier.uri,dc.date.issued,dc.type.full,dc.relation.ispartofbook,item.journal.title,dc.title,dc.relation.medium,dc.description.numberofauthors,dc.publisher.name,dc.authority.people,dc.type.circulation
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,Sustainable Product-Service Systems; Design for sustainability; System innovation,http://hdl.handle.net/11311/968493,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,JOURNAL OF CLEANER PRODUCTION,"New design challenges to widely implement ‘Sustainable
ProducteService Systems'",STAMPA,4,-,"VEZZOLI, CARLO ARNALDO;Ceschin, F.;Diehl, J. C.;Kohtala, C.",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,"Higher Education Institutions, Curriculum Development, Sustainable Product-Service Systems, Distributed Renewable Energy, Learning Resources, Open Source and Copyleft",http://hdl.handle.net/11311/968496,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,JOURNAL OF CLEANER PRODUCTION,Sustainable Product-Service System Design applied to Distributed Renewable Energy fostering the goal of sustainable energy for all,STAMPA,3,-,"VEZZOLI, CARLO ARNALDO;Ceschin, F.;Diehl, J. C.",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/968579,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,THE DESIGN JOURNAL,Emerging Issues in Service Design,ELETTRONICO,2,-,Sangiorgi Daniela;Junginger Sabine,-
-,Esperti non anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/968586,2010,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,RE-PUBLIC,"Personal development, participation and design",ELETTRONICO,4,-,"SANGIORGI, DANIELA;Gillen, Julia;Junginger, Sabine;Whitham, Roger",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,"Evidence-based design, experience-based design, public services, primary care, patient engagement, service design, co-design",http://hdl.handle.net/11311/968589,2011,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,HERD,Integrating Evidence-based and Experience-based approaches in healthcare service design,ELETTRONICO,4,-,"Carr, Valerie;SANGIORGI, DANIELA;Büscher, Monika;Cooper, Rachel",-
-,Esperti non anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/968594,2010,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN RESEARCH JOURNAL,Service Design Research Pioneers. An overview of Service Design research developed in Italy since the ‘90s,ELETTRONICO,2,-,"SANGIORGI, DANIELA;Pacenti, Elena",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,DIY materials; Imperfection; Personalisation; Self-production,http://hdl.handle.net/11311/970258,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MATERIALS & DESIGN,DIY materials,ELETTRONICO,4,-,"ROGNOLI, VALENTINA;BIANCHINI, MASSIMO;MAFFEI, STEFANO;Karana, E.",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;spa,-,http://hdl.handle.net/11311/970267,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,EXPERIMENTA,Beyond taste. Fueling a food (r)evolution with design,-,2,-,"MAFFEI, STEFANO;PARINI, BARBARA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,"Materiali, Design, Growing Design, etica, innovazione",http://hdl.handle.net/11311/970530,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ANANKE,IL RITORNO DEI MATERIALI NATURALI: NUOVE TENDENZE AUTARCHICHE,-,3,-,"Catucci, Stefano;FERRARA, MARIA RITA;Lucibello, Sabrina",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng;ita,"Material innovation, design, MADEC, smart materials, chromogenic materials, memory shape materials, Daan Roosegaard, Doris Kim Sung",http://hdl.handle.net/11311/970594,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NAUTECH WORLD,Smart Materials,STAMPA,2,-,"ERCOLI, SEBASTIANO;FERRARA, MARIA RITA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,"design history, food design, food engineering, food studies, Slow Food",http://hdl.handle.net/11311/970601,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,AIS / DESIGN,"Evoluzione del concept food design: intersezioni storiche tra cibo, design e cultura alimentare occidentale",ELETTRONICO,2,-,"FERRARA, MARIA RITA;Massari, Sonia",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,"Anna Maria Fundarò, Disegno industriale, identità siciliana, storia del design, Università di Palermo",http://hdl.handle.net/11311/970606,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,AIS / DESIGN,LA SCRITTURA CRITICA DI ANNA MARIA FUNDARÒ: RADICI E IDENTITÀ DEL DISEGNO INDUSTRIALE IN SICILIA,ELETTRONICO,1,-,"FERRARA, MARIA RITA",-
-,"Sì, ma tipo non specificato",-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,"interazione, interfaccia intangibile, interfaccia tangibile",http://hdl.handle.net/11311/970608,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ANANKE,Interazione/Interfaccia/Interaction design,-,1,-,"FERRARA, MARIA RITA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,"communicative dress, responsive environment, smart material interface, interaction design, design research, tangible user interfaces",http://hdl.handle.net/11311/970619,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,PAD,Smart materials based research for tangible user interfaces,-,1,-,"FERRARA, MARIA RITA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,Cimitero; forma e misura; metrologia storica; recinto; simbolo;,http://hdl.handle.net/11311/971210,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DISEGNARE CON...,"Il simbolo e la ragione. Forma, numero e misura nel cimitero della Villetta a Parma,",ELETTRONICO,1,-,"ROSSI, MICHELA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,"color, color models, digital color models",http://hdl.handle.net/11311/971212,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,NEXUS NETWORK JOURNAL,The Architecture of Color: Number and Shapes as Measurement and Representation Tools,STAMPA,2,-,"ROSSI, MICHELA;BURATTI, GIORGIO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/971326,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,TRANSPORTATION RESEARCH PROCEDIA,A Real-time Information System for Public Transport in Case of Delays and Service Disruptions,-,6,-,"BRUGLIERI, MAURIZIO;BRUSCHI, FRANCESCO;COLORNI VITALE, ALBERTO;LUE', ALESSANDRO;NOCERINO, ROBERTO;RANA, VINCENZO",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,Design Innovation; Design value; Designer-citizen,http://hdl.handle.net/11311/971566,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN ISSUES,A framework for design innovation: Present and future discussions,ELETTRONICO,1,-,"MORTATI, MARZIA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,Service Design; Community Centred  Design; Resilience,http://hdl.handle.net/11311/971908,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN STUDIES,A socio-technical approach to design for community resilience: A framework for analysis and design goal forming.,STAMPA,3,-,"Joon, Sang Baek;MERONI, ANNA;MANZINI, EZIO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/973751,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,VeryBello e le aspettative su Expo,-,1,-,"CEPPI, GIULIO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/973753,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,I prodotti sono luoghi,-,1,-,"CEPPI, GIULIO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/973754,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Il paradosso di viaggiare a km zero,-,1,-,"CEPPI, GIULIO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/973755,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,"Brand, bespoke e consum-attori",-,1,-,"CEPPI, GIULIO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/973756,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,L'era del society driven design,-,1,-,"CEPPI, GIULIO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/973757,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Il design delle relazioni,-,1,-,"CEPPI, GIULIO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/973758,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Design for all vs Design fashion,-,1,-,"CEPPI, GIULIO",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;spa,"Oma, Fondazione Prada, Milano",http://hdl.handle.net/11311/973915,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARQUITECTURA VIVA,"Cultura destilada. Oma, Fondazione Prada Milano",-,1,-,"IRACE, FULVIO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,"hotel, interior design, star raiting",http://hdl.handle.net/11311/974014,2011,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DOMUS,Star-studded hotel-heaven,-,1,-,"SCULLICA, FRANCESCO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/975260,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,IDEA,Designing a community garden,STAMPA,3,-,"FASSI, DAVIDE;SACHERO, ALESSANDRO;SIMEONE, GIULIA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,"simbolismo, paesaggio, idealismo, colore, tradizione, Leonardo, Giorgione",http://hdl.handle.net/11311/976574,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,RACCOLTA VINCIANA,Gli echi di Leonardo e Giorgione nel paesaggio idealista e simbolista in Italia. Dalla tradizione all’astrazione,STAMPA,1,-,"MAZZANTI, ANNA",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,"giardini, paesaggio urbano, città contemporanea, disegno.",http://hdl.handle.net/11311/977061,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ANANKE,"La materia del vuoto. Giardini e paesaggio, ultima frontiera del progetto urbano.",STAMPA,2,-,"ROSSI, MICHELA;dezzi bardeschi, Mario",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng;ita,-,http://hdl.handle.net/11311/977236,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,AGRIBUSINESS PAESAGGIO & AMBIENTE,Storytelling e user led design per rinnovare l’identità dei luoghi,ELETTRONICO,1,-,"PARENTE, MARINA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/977237,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN MANAGEMENT JOURNAL,"Designing the City Identity: Strategic and Product Design for New Experiential Ways of Living, Enabling and Interacting with the Urban Context",-,1,-,"PARENTE, MARINA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,Advanced Participatory Design; Service Design; Public Sector; Organisational Change,http://hdl.handle.net/11311/977625,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN MANAGEMENT JOURNAL,Design and Organizational Change in the Public Sector,ELETTRONICO,2,-,"DESERTI, ALESSANDRO;Rizzo, F.",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,Organisational Change; Design Culture; Design Thinking,http://hdl.handle.net/11311/977628,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN ISSUES,Design and the cultures of enterprises,-,2,-,"DESERTI, ALESSANDRO;RIZZO, FRANCESCA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,Rail safety; Emergency management; Rail transport,http://hdl.handle.net/11311/977942,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INGEGNERIA FERROVIARIA,Vulnerabilità e accessibilità delle tratte ferroviarie a cielo aperto per i soccorsi in emergenza - Vulnerability and accessibility of open rail routes for emergency rescue,STAMPA,2,-,"BORGHETTI, FABIO;Malavasi, Gabriele",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,"trasporto sostanze pericolose, sicurezza trasporti, rischio trasporti",http://hdl.handle.net/11311/977979,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,GEOMEDIA,PROGETTO DESTINATION Un modello per la gerarchizzazione del territorio mediante l’utilizzo di indicatori di sintesi. Applicazione alla Regione Lombardia,STAMPA,4,-,"Giudice, Antonio Davide;BORGHETTI, FABIO;GANDINI, PAOLO;MAJA, ROBERTO",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/978082,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,THE INTERNATIONAL JOURNAL OF VISUAL DESIGN,Design and Sense of Construction,ELETTRONICO,2,-,"IANNILLI, VALERIA MARIA;VACCA, FEDERICA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/978166,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,THE INTERNATIONAL JOURNAL OF DESIGN MANAGEMENT AND PROFESSIONAL PRACTICE,From the Heritage of Made in Italy to the New Digital Fashion Companies,-,2,-,"BERTOLA, PAOLA;COLOMBI, CHIARA",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/978497,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Il lato nascosto del Made in Italy,-,1,-,"CEPPI, GIULIO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/978498,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Punto vendita come medium glocale,STAMPA,1,-,"CEPPI, GIULIO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/978500,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Il design salverà le megalopoli,STAMPA,1,-,"CEPPI, GIULIO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/978501,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Siamo davvero figli delle stelle,STAMPA,1,-,"CEPPI, GIULIO",-
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,-,http://hdl.handle.net/11311/978502,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'IMPRESA,Capsule collection di senso,-,1,-,"CEPPI, GIULIO",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,none,-,eng,-,http://hdl.handle.net/11311/978899,2011,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNATIONAL JOURNAL OF COMPUTER RESEARCH,A Review of the Intellectual Property Rights in the Field of Wearable Sensors and Systems,STAMPA,3,-,"ANDREONI, GIUSEPPE;PICCINI, LUCA;BARBIERI, MASSIMO",-
-,"Sì, ma tipo non specificato",-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/979235,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNATIONAL JOURNAL OF FASHION STUDIES,Academic Writing in Fashion Studies,-,3,-,"Mora, Emanuela;Rocamora, Agnès;VOLONTE', PAOLO GAETANO",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;chi,"Design for Sustainability, LeNS_i, Higher Education; network；S.PSS",http://hdl.handle.net/11311/979369,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SHEJI YISHU YANJIU,The International Learning Network on Sustainable Design (LeNSin),STAMPA,6,-,"VEZZOLI, CARLO ARNALDO;Jiefeng, Lv;Xin, Liu;Jun, Zhang;Linghao, Zhang;Shaohua, Han",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,ita,"Camillo Boito, disegno, arti industriali, cultura politecnica",http://hdl.handle.net/11311/979488,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ANANKE,Camillo Boito e le Arti Industriali: tradizione e Design,STAMPA,1,-,"ROSSI, MICHELA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/979507,2014,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ZONEMODA JOURNAL,I Was a Sari. Social Innovation and New Sustainable-Design Languages,-,3,-,"BERTOLA, PAOLA;COLOMBI, CHIARA;VACCA, FEDERICA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,Assistive devices; Co-design; Low cost 3DP; Rheumatic diseases; Industrial and Manufacturing Engineering; Mechanical Engineering,http://hdl.handle.net/11311/979533,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,RAPID PROTOTYPING JOURNAL,+TUO project: Low cost 3D printers as helpful tool for small communities with rheumatic diseases,-,4,-,"OSTUZZI, FRANCESCA;ROGNOLI, VALENTINA;Saldien, J;LEVI, MARINELLA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/979534,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MATERIALS & DESIGN,Emerging material experiences,ELETTRONICO,4,-,"Karana, E.;Pedgley, O.;ROGNOLI, VALENTINA;Korsunsky, A.",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,-,http://hdl.handle.net/11311/979535,2016,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION,Materials experience as a foundation for materials and design education,STAMPA,3,-,"Pedgley, Owain;ROGNOLI, VALENTINA;Karana, Elvin",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,"Designing with waste; Experience design; Material driven design; Materials; Materials experience; Computer Graphics and Computer-Aided Design; Industrial and Manufacturing Engineering; Strategy and Management1409 Tourism, Leisure and Hospitality Management; Marketing",http://hdl.handle.net/11311/979536,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNATIONAL JOURNAL OF DESIGN,Material driven design (MDD): A method to design for material experiences,ELETTRONICO,4,-,"Karana, Elvin;Barati, Bahareh;Rognoli, Valentina;Zeeuw Van Der Laan, Anouk",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,-,eng,-,http://hdl.handle.net/11311/979587,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN ISSUES,On materials experience,STAMPA,3,-,"Karana, Elvin;Pedgley, Owain;ROGNOLI, VALENTINA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,"storia, comunicazione, identità, packaging, alimentare, design",http://hdl.handle.net/11311/979945,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,AIS / DESIGN,Icone alimentari: il packaging in un secolo di trasformazioni,ELETTRONICO,1,-,"BUCCHETTI, VALERIA LUISA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,"design, tipo, tassonomia, packaging",http://hdl.handle.net/11311/980217,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,PLANNING DESIGN TECHNOLOGY,Packaging. La molteplicità dell’oggetto-tipo,STAMPA,1,-,"BUCCHETTI, VALERIA LUISA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,"Mobilità, temporaneità, durabilità, multidisciplinarità, multiscalarità",http://hdl.handle.net/11311/981201,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN,Città in movimento. Muoversi in città vs la città che si muove,STAMPA,2,-,"DAGLIO, LAURA;GEROSA, GIULIA MARIA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,"transmedia practice, transmedia research, transmedia design, multi-channel communication, design culture, design practice, methodology",http://hdl.handle.net/11311/984173,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INTERNATIONAL JOURNAL OF TRANSMEDIA LITERACY,Transmedia Design Framework. Design-Oriented Approach to Transmedia Research,STAMPA,1,-,"CIANCIA, MARIANA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,"Learning, Liminality, Tools, Globalization",http://hdl.handle.net/11311/984598,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,VOLUME,Global Tools of Learning,STAMPA,1,-,"FRANCESCHINI, SILVIA",-
-,Comitato scientifico,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,"Emotional design, well-being experience, SPA",http://hdl.handle.net/11311/986502,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ZONEMODA JOURNAL,The emotional dimension in the design of spaces of well-being,-,1,-,"IANNILLI, VALERIA MARIA",-
-,Esperti anonimi,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,"carta del progetto grafico, charter of graphic design, communication design, cultura del progetto, design culture, design della comunicazione, Design Grafico, disciplinary foundation, fondazione disciplinare, Graphic design",http://hdl.handle.net/11311/986579,2015,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,AIS / DESIGN,"La Carta del Progetto Grafico venticinque anni dopo.
Una rilettura",ELETTRONICO,1,-,"BAULE, GIOVANNI",-
