dc.subject.keywordsita,item.openaireRights,dc.subject.keywords,dc.identifier.uri,dc.type.referee,dc.publisher.name,dc.title,dc.publisher.place,dc.language.iso,item.journal.title,dc.description.allpeople,dc.relation.ispartofbook,dc.relation.medium,dc.date.issued,dc.type.circulation,dc.type.full,item.collection,dc.publisher.country,dc.description.numberofauthors
-0,info:eu-repo/semantics/openAccess,-0,http://hdl.handle.net/11311/1018215,Comitato scientifico,Gruppo del Colore – Associazione Italiana Colore,Colour and Colorimetry Multidisciplinary Contributions Vol. XIb,MILANO,eng,-0,"Rossi, Maurizio; Casciani, Daria",-0,ELETTRONICO,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/openAccess,"Colore, illuminazione, percezione visiva, design, comunicazione",http://hdl.handle.net/11311/1018276,Comitato scientifico,"Gruppo del Colore – Associazione Italiana Colore, Milano",Colore e colorimetria contributi multidisciplinari Vol XIa,Milano,ita,-0,"Rossi, Maurizio; Marchiafava, Veronica",-0,ELETTRONICO,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
"arte sacra, simbolismo, classicismo, arte del XIX secolo, arte del XX secolo",-0,-0,http://hdl.handle.net/11311/1019707,Comitato scientifico,Marsilio,"Bellezza divina. Fra Van Gogh, Chagall e Fontana",Venezia,eng;ita,-0,"Mazzanti, Anna; Mannini, Lucia; Sisi, Carlo; Sebregondi, Ludovica",-0,STAMPA,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,4
-0,info:eu-repo/semantics/openAccess,-0,http://hdl.handle.net/11311/930955,Nessuno,Maggioli Editore,ColtivAzioni Sociali Urbane. Innovazione sociale di quartiere,-0,ita,-0,B. VILLARI,-0,-0,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,none,-0,http://hdl.handle.net/11311/935990,Nessuno,Corraini edizioni,GEOGRAFIE,Mantova,ita;eng,-0,Beppe Finessi,-0,STAMPA,2015,-0,06 CURATELA::06.1 Curatela,-0,ITA,1
-0,info:eu-repo/semantics/closedAccess,modelli di design; modelli di architettura; De Pas - D'Urbino - Lomazzi; Vittorio Gregotti; Luciano Baldessari; Francesco Gnecchi-Ruscone; Giovanni Sacchi,http://hdl.handle.net/11311/943765,Comitato scientifico,"CASVA, Comune di Milano",Cose d'archivio. I modelli di design e architettura presso il CASVA,Milano,ita,-0,Feraboli M.T.,-0,-0,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,none,-0,http://hdl.handle.net/11311/943785,Comitato scientifico,24Ore Cultura,Mondi a Milano,Milano,ita,-0,Irace F.; Mazzanti A.; Negri A.; Orsini C.; Pugliese M.; Selvafolta O.,-0,-0,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,6
-0,info:eu-repo/semantics/closedAccess,Advanced Design; design driven innovation; design research; product design,http://hdl.handle.net/11311/958189,Esperti anonimi,Springer international publishing,"Advanced Design Culture, Long-Term Perspective and Continuous Innovation",-0,eng,-0,"Celi, Manuela",-0,STAMPA,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,CHE,1
-0,info:eu-repo/semantics/closedAccess,orientalismo; esposizioni; arte coloniale; esotismo,http://hdl.handle.net/11311/960392,Nessuno,24Ore Cultura,Mondi a Milano,Milano,eng;ita,-0,F.Irace; A.Mazzanti; M.G.Messina; C.Orsini; O.Selvafolta,-0,STAMPA,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,5
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/971299,-0,Lupetti Editore,Textile Vivant. Scenari dell'innovazione del tessile,-0,ita,-0,"Conti, Giovanni Maria; Del Curto, Barbara; Fiorani, Eleonora; Gaddi, Rossana; Soldati, Maria Grazia",-0,-0,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,5
-0,info:eu-repo/semantics/closedAccess,Design Culture; Design Experimentation.,http://hdl.handle.net/11311/971911,-0,McGraw-Hill Education,Proceedings of the Cumulus Milano 2015 Conference – The Virtuous Circle. Design Culture and Experimentation,Milano,eng,-0,"Luisa, Collina; Laura, Galluzzo; Anna, Meroni",-0,ELETTRONICO,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,3
-0,info:eu-repo/semantics/closedAccess,"Synesthesia, Visual Music, Motion graphics",http://hdl.handle.net/11311/971930,Comitato scientifico,Fundación Internacional Artecittà,MuVi4. Video and moving image on synesthesia and visual music / MuVi4. Vídeo e imagen en movimiento sobre sinestesia y música visual,-0,eng;ita;spa,-0,"Dina, Ricco', María José de Córdoba",-0,STAMPA,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ESP,45
-0,info:eu-repo/semantics/closedAccess,"Sinestesia, Arte, Scienza",http://hdl.handle.net/11311/971931,Comitato scientifico,Instituto de Estudio Giennenses,Actas V Congreso Internacional de Sinestesia: Ciencia y Arte,-0,eng;spa,-0,"Dina, Ricco', M. José De Córdoba Serrano, Sean A. Day, Julia López de la Torre, Joerg Jewansky",-0,STAMPA,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ESP,63
-0,info:eu-repo/semantics/closedAccess,"Ospitalità, case di accoglienza, turismo sanitario, mobilità sanitaria, interior design, ospedali, case di cura, poli di ricerca medico-scientifica, progettazione accessibile, design for all",http://hdl.handle.net/11311/972804,Esperti anonimi,Franco Angeli editore,Curarsi Lontano da Casa,Milano,ita,-0,"Francesco Scullica, Giovanni Del Zanna, Roberta Co",-0,STAMPA,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,3
-0,info:eu-repo/semantics/openAccess,-0,http://hdl.handle.net/11311/973605,-0,Poliscript - Politecnico di Milano,"DeSForM 2015 – Aesthetics of Interaction: Dynamic, Multisensory, Wise",Milano,eng,-0,"Chen, L.; Djajadiningrat, T.; Feijs, L.; Hu, J.; Kyffin, S.; Rampino, L.; Rodriguez, E.; Steffen, D.",-0,STAMPA,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,8
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/979647,-0,Mandragora,Il Nuovo vocabolario della moda italiana,Firenze,ita,-0,"Bertola, Paola; Linfante, Vittorio",-0,-0,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,abitare moderno; abitare contemporaneo,http://hdl.handle.net/11311/980210,-0,Carocci,Storie di interni. L'architettura dello spazio domestico moderno,Roma,ita,-0,"Irace, Fulvio",-0,STAMPA,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/openAccess,"education, ecology, industry, survivalism, marginality, communication, body, failure, community, theory, construction, technology, handcraft",http://hdl.handle.net/11311/984690,Comitato scientifico,SALT,Global Tools 1973-1975,Istanbul,eng,-0,"Silvia Franceschini, Valerio Borgonuovo",-0,ELETTRONICO,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,TUR,2
-0,info:eu-repo/semantics/openAccess,"Transmedia Literacy, Media Studies, Cultural Studies",http://hdl.handle.net/11311/985756,Esperti anonimi,LED edizioni universitarie,From Storytelling to Intercreativity in the Era of Distributed Authorship,Milano,eng,INTERNATIONAL JOURNAL OF TRANSMEDIA LITERACY,"Ciastellardi, Matteo; Di Rosario, Giovanna",-0,STAMPA,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,"Liberty, Varese, bellezza, itinerari, cibo",http://hdl.handle.net/11311/986587,-0,Maggioli Editore,Nutrendo Anima e corpo. Itinerari di delizia tra le Ville Del Sacro Monte Sopra Varese/Feeding body and soul. Delightful journeys among villas in Sacro Monte above Varese,-0,eng;ita,-0,"Baila, Angela; Anzani, Anna; Caramel, Claudia",-0,STAMPA,2015,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,3
-0,none,-0,http://hdl.handle.net/11311/1001967,-0,Maggioli,Interni inclusivi. Dialoghi trasversali,Santarcangelo di Romagna,ita,-0,"Barbara, A., Ceresoli, J., Chiodo, S.",-0,-0,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,info:eu-repo/semantics/openAccess,-0,http://hdl.handle.net/11311/1017992,-0,maggioli editore,Interni Inclusivi. Dialoghi trasversali,-0,ita,-0,"Chiodo, Simona; Barbara, Anna; Ceresoli, Jacqueine",-0,-0,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,3
-0,info:eu-repo/semantics/openAccess,-0,http://hdl.handle.net/11311/1018728,Esperti anonimi,LetteraVentidue Edizioni S.r.l.,Pad#13 Design for Territories,-0,eng,PAD,"Parente, Marina; Sedini, Carla",-0,ELETTRONICO,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,none,-0,http://hdl.handle.net/11311/1020345,Esperti anonimi,Springer,Human Smart Cities. Rethinking the interplay between Design and Planning,Heidelberg,eng,-0,"Grazia, Concilio; Francesca Rizzo",-0,-0,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1022046,-0,Corraini Edizioni,INVENTARIO 12,-0,eng;ita,-0,Beppe Finessi,-0,-0,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1022052,-0,Istituto Italiano di Cultura di Bruxelles,Cartaditalia n.2. Il design italiano. Unità e pluralità,Bruxelles,eng;fra;ita;nld,CARTADITALIA,Beppe Finessi,-0,-0,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,BEL,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1022056,-0,Corraini Edizioni,Quasi segreti,Mantova,eng;ita,-0,Beppe Finessi,-0,STAMPA,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1022206,-0,Marsilio,Stanze. Altre filosofie dell'abitare - Rooms. Novel Living Concepts,Venezia,eng;ita,-0,Beppe Finessi,-0,STAMPA,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
"Gregotti Associati, Gregotti-Meneghetti-Stoppino",info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1027333,Comitato scientifico,"Quinlan-CASVA, Comune di Milano",Umanesimo contemporaneo. Gli archivi di Gregotti-Meneghetti-Stoppino e della società Gregotti Associati conservati presso il CASVA,Milano,ita,-0,FERABOLI M.T.,-0,STAMPA,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1034524,Comitato scientifico,Mandragora,INTERDISCIPLINARY RESEARCH AND EDUCATION AGENDA. A DESIGN DRIVEN PERSPECTIVE,Firenze,eng;heb,-0,"Vacca, Federica; Warshavski, T.",-0,STAMPA,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1036271,"Sì, ma tipo non specificato","Politecnico di Milano, Department of Design","DESIGNING MULTIVOCAL MUSEUMS. Intercultural Practices at Museo Diocesano, Milano",Milano,eng,-0,"Capurro, Rita; Lupo, Eleonora",-0,STAMPA,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1039135,-0,Zanichelli Editore spa,"Design management. Gestire strategie, processi e implementazione",-0,ita,-0,"Zurlo, F.",-0,-0,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
Boardgame,info:eu-repo/semantics/closedAccess,Interior design,http://hdl.handle.net/11311/1041528,-0,FrancoAngeli,"Boardgame Interior Design. Ricerca, progetto e comunicazione per lo spazio del gioco nella contemporaneità",Milano,ita,-0,"Zamporri, R.; Scullica, F.; Bertolo, M.",-0,STAMPA,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,3
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1050659,-0,MCGraw-Hill Editore,"La gestione delle risorse, dei cantieri e degli immobili",-0,ita,-0,"Bonechi, Massimo; Bruno, DAVIDE MARIA; Cartone, Masimo",-0,-0,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,3
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/978765,-0,Silvana Editoriale,Maglieria Made in Italy. Knitwear stories and knit talks,-0,eng;ita,-0,"Conti, Giovanni Maria; Poletti, Federico; Rinaldi, Costanza",-0,-0,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,3
"design, artefatti, teoria del design",info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/994993,-0,Edizioni UNICOPLI srl,Artefatti concreti. Temi di fondamento per il design di prodotto,Milano,ita,-0,"Pizzocaro, SILVIA LUISA",-0,STAMPA,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,Leonardo da Vinci / Arte / Scienza/ Tecnica,http://hdl.handle.net/11311/995591,-0,Nomos,Leonardo da Vinci. Metodi e tecniche per la costruzione della conoscenza,Busto Arsizio,eng;fra;ita,-0,"Marani, P. ; Maffeis, R.",-0,-0,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/999106,-0,Franco Angeli,Design è traduzione. Il paradigma traduttivo per la cultura del progetto,Milano,ita,-0,"Baule, Giovanni; Caratti, Elena",-0,STAMPA,2016,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/openAccess,-0,http://hdl.handle.net/11311/1010369,-0,Franco Angeli,Polimi Design PhD_017,Milano,eng,-0,"Biamonti, A.; Guerrini, L.",-0,ELETTRONICO,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
"Leonardo, Ultima Cena, Copie, Incisioni, Fotografie",info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1014755,-0,Silvana Editoriale,"Archeologia del Cenacolo. Ricostruzioni e fortuna dell'icona leonardesca: disegni, incisioni, fotografie","Cinisello Balsamo, Milano",ita,-0,"Marani, P.; Mori, G.",-0,-0,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,none,-0,http://hdl.handle.net/11311/1022049,-0,Corraini Edizioni,Fare Luce,Mantova,eng;ita,-0,Beppe Finessi,-0,-0,2017,-0,06 CURATELA::06.1 Curatela,-0,ITA,1
culture del design,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1025426,-0,Edizioni UNICOPLI,Eccedenze. Tra innovazione e culture del design,Milano,ita,-0,"Pizzocaro, Silvia",-0,STAMPA,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1029039,Comitato scientifico,Franco Angeli,"Design is translation. The translation paradigm for design culture. ""Design and translation"": a Manifesto",Milano,eng,-0,"Baule, Giovanni; Caratti, Elena",-0,ELETTRONICO,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
Design per i Territori,info:eu-repo/semantics/openAccess,-0,http://hdl.handle.net/11311/1029705,-0,"D4T Design for Territories - Dipartimento di Design, Politecnico di Milano",Teoria/Pratica. Dialoghi sul Design per i Territori 01,-0,ita,-0,"Parente, Marina; Lupo, Eleonora; Sedini, Carla",-0,ELETTRONICO,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,3
"Tempo, bellezza, psiche, luoghi, spazio, memoria",info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1030921,-0,MAGGIOLI EDITORE,"Memoria, Bellezza e Transdisciplinarità - riflessioni sull’attualità di Roberto Pane",Santarcangelo di Romagna,ita,-0,"Anna Anzani, Eugenio Guglielmi",-0,STAMPA,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
"scultura fra le due guerre, Etruschi, etruschi del Novecento, pop art",info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1032566,Nessuno,Polistampa,Una chimera del Novecento Il leone di Monterosso di Arturo Martini,Firenze,ita,-0,"Mazzanti, A.; Mannini, L.; Lucchesi, S.; Gensini, V.",-0,-0,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,4
"video arte, performance, body arte, arte concettuale, sperimentazione, poesia visiva, video installazione",info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1032568,Comitato scientifico,Silvana Editoriale,art/tapes/22 Le origini della videoarte,Cinisello Balsamo,ita,-0,"Mazzanti, A.",-0,STAMPA,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,vari
"Architettura lombarda, scultura, pittura, restauro",info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1034704,Comitato scientifico,NOMOS,"Santa Maria di Piazza in Busto Arsizio. ""Chiesa di moltissima divotione, et fabrica non meno bella che vaga""",Busto Arsizio,ita,-0,"Marani, PIETRO CESARE",-0,-0,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,"Neighbourhood, Urban Activation, Temporary Reuse, Spatial Design",http://hdl.handle.net/11311/1037549,Esperti anonimi,Franco Angeli,In the neighbourhood. Spatial Design and Urban Activation,-0,eng,-0,"Camocini, Barbara; Fassi, Davide",-0,ELETTRONICO,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1038612,Esperti anonimi,Springer Nature,Computational Morphologies. Design Rules between Organic Models and Responsive Architecture,Cham,eng,-0,"Rossi, M.; Buratti, G.",-0,ELETTRONICO,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,CHE,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1043448,-0,Egea,"Un nuovo individualismo? Individualizzazione, soggettività e legame sociale",Milano,ita,-0,"Volonte, P.; Leccardi, C.",-0,-0,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/openAccess,-0,http://hdl.handle.net/11311/1044119,Comitato scientifico,Sts Italia Publishing,Sociotechnical Environments: Proceedings of the 6th STS ITALIA CONFERENCE,Milano,eng,-0,"Crabu, S.; Giardullo, P.; Miele, F.; Turrini, M.",-0,ELETTRONICO,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,4
-0,info:eu-repo/semantics/openAccess,-0,http://hdl.handle.net/11311/1044733,-0,Edizioni Poli.design,NAUTICA +++. Additive Manufacturing in campo Navale e Nautico,Milano,ita,-0,"Bionda, A.; Ratti, A.",-0,-0,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,"ENVIRONMENTAL, DESIGN",http://hdl.handle.net/11311/1045991,Esperti anonimi,DELETTERA PUBLISHER,ENVIRONMENTAL DESIGN - 2^  International Conference on Environmental Design,MILANO,eng;ita,-0,"Bisson, M.",-0,STAMPA,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1047664,Esperti anonimi,Bloomsbury Publishing Plc,Designing for Service. Key Issues and New Directions,London,eng,-0,"Sangiorgi, Daniela; Prendiville, Alison",-0,STAMPA,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,GBR,2
Design per I territori,info:eu-repo/semantics/openAccess,-0,http://hdl.handle.net/11311/1050387,-0,"D4T Design for Territories - Dipartimento di Design, Politecnico di Milano",Tangibile/Intangibile. Dialoghi sul Design per i Territori 02,-0,ita,-0,"Parente, M.; Lupo, E.; Sedini, C.",-0,-0,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,3
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1050922,-0,Springer,Electric Vehicle Sharing Services for Smarter Cities,-0,eng,-0,"Bignami, D. F.; Colorni, A.; Lue, A.; Nocerino, R.; Rossi, M.; Savaresi, S. M.",-0,-0,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,6
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1051658,Esperti anonimi,Springer,"Wireless Mobile Communication and Healthcare. 6.th International Conference, MobiHealth 2016 Milan, Italy, November 14–16, 2016 Proceedings.",-0,eng,-0,"Perego, P.; Andreoni, G.; Rizzo, G.",-0,STAMPA,2017,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,3
-0,info:eu-repo/semantics/closedAccess,"Fashion, Method, Luxury; University; Milano Fashion Institute, Politecnico di Milano; Design",http://hdl.handle.net/11311/1047158,Nessuno,EGEA SPA,WHAT'S FASHION IT'S METHOD,Milano,eng,-0,"Lunghi, C.; Rinaldi, F. R.; Turinetto, M.",-0,STAMPA,2018,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,3
-0,none,-0,http://hdl.handle.net/11311/1049919,"Sì, ma tipo non specificato",Springer,Multidisciplinary Design of Sharing Services,-0,eng,-0,"Bruglieri, M.",-0,-0,2018,-0,06 CURATELA::06.1 Curatela,-0,-0,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1050322,Comitato scientifico,International Foundation Artecittà Publishing,MuVi5. Video and moving image on synesthesia and visual music / MuVi5. Vídeo e imagen en movimiento sobre sinestesia y música visual,Granada,eng;ita;spa,-0,"Riccò, Dina; De Córdoba, María José",-0,ELETTRONICO,2018,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ESP,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1052991,-0,Silvana Editoriale,"Maglia, punto. Quarant'anni di tesori nascosti nell'archivio MF1",-0,eng;ita,-0,"Conti, Giovanni Maria",-0,-0,2018,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,info:eu-repo/semantics/openAccess,-0,http://hdl.handle.net/11311/1060909,Esperti anonimi,Franco Angeli,Polimi Design PhD_018. 9 PhD Theses on Design as we do in Polimi,Milano,eng,-0,"Biamonti, A.; Guerrini, L.; Mariani, I.",-0,ELETTRONICO,2018,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,3
-0,info:eu-repo/semantics/openAccess,-0,http://hdl.handle.net/11311/1063176,Esperti anonimi,FrancoAngeli,Dialogues on Design. Notes on Doctoral Research in Design 2018,Milano,eng,-0,"Guerrini, L.; Volonté, P.",-0,ELETTRONICO,2018,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1065156,Comitato scientifico,MCGraw-Hill Editore 2018.,Sharing design sustainable. Innovazione sociale: il flusso dei mezzi di trasporto sostenibile nelle aree metropolitane del futuro.,Milano,ita,-0,"Bruno, D.; Crivellaro, G.",-0,STAMPA,2018,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
