dc.type.referee,item.collection,dc.subject.keywords,dc.language.iso,dc.description.numberofauthors,dc.title,dc.description.allpeople,dc.relation.medium,dc.publisher.name,dc.publisher.country,dc.date.issued,dc.identifier.uri,dc.subject.keywordsita,item.openaireRights,dc.type.full,dc.publisher.place,dc.type.circulation
Nessuno,03.1 Monografia o trattato scientifico,-0,eng;ita,3,MADE 4 CERAMICS 2013_ Ceramica Terra Cultura,Giulio Ceppi; Fortunato D'Amico; Giovanni Tedeschi,-0,DESIGN FAUSTO LUPETTI ( by LSWR ),-0,2013,http://hdl.handle.net/11311/775516,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,mapping; PROJETION MAPPING,eng,1,"Light works, experimenal projection mapping",Francesco Murano,STAMPA,"Lulu Press, Inc",USA,2013,http://hdl.handle.net/11311/813519,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Esperti anonimi,03.1 Monografia o trattato scientifico,color; Design; smart materials; intelligent materials application; intelligent design; materials; smart systems,eng,2,Materials that Change Color,M. Ferrara; M. Bengisu,ELETTRONICO,Springer,-0,2013,http://hdl.handle.net/11311/824742,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,Odile Decq,ita,2,Odile Decq,Celant G.; Irace F.,-0,Sole24 ore Cultura,-0,2013,http://hdl.handle.net/11311/862570,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Esperti non anonimi,03.1 Monografia o trattato scientifico,-0,ita,1,De Pas - D'Urbino - Lomazzi. Opere e progetti,Feraboli M.,-0,Il Libraccio Editore,ITA,2013,http://hdl.handle.net/11311/881632,De Pas - D'Urbino - Lomazzi; Maestri del design italiano; architettura contemporanea,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,"AMULETO, TALISMANO, GIOIELLO, DESIGN, ALBA CAPPELLIERI. POLITECNICO DI MILANO, AMULET, TALISMAN, JEWELLERY,",eng;ita,2,"PORTE BONHEUR, AMULETI E TALISMANI CONTEMPORANEI","Cappellieri, Alba; Tenuta, Livia",STAMPA,MARSILIO,ITA,2013,http://hdl.handle.net/11311/979274,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,VENEZIA,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,ita,1,La fabbrica del Rinascimento. Frédéric Spitzer mercante d'arte e collezionista nell'Europa e delle nuove nazioni,"Cordera, Paola",STAMPA,Bononia University Press,ITA,2014,http://hdl.handle.net/11311/1056751,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Bologna,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,Data visualization; social media; Smart city,eng,3,"Visualizing the Data City, Social media as a source of knowledge for urban planning and management",Paolo Ciuccarelli; Giorgia Lupi; Luca Simeone,-0,Springer,-0,2014,http://hdl.handle.net/11311/762071,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,eng,3,"Developing Biomedical Devices
Design, Innovation and Protection",Giuseppe Andreoni; Massimo Barbieri; Barbara Colombo,STAMPA,Springer,-0,2014,http://hdl.handle.net/11311/765742,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,-0,-0,eng;ita,1,La Casa Morbida,Beppe Finessi,-0,Corraini Edizioni,-0,2014,http://hdl.handle.net/11311/789118,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Mantova,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,Ottica,ita,1,Codex Atlanticus. L'occhio di Leonardo. Studi di ottica e prospettiva. Disegni di Leonardo dal Codice Atlantico,"Marani, P.",STAMPA,Casa Editrice De Agostini,ITA,2014,http://hdl.handle.net/11311/824347,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Novara,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,Intelligent Transport Systems; Transport,rus,7,итс на автомобильном транспорте,L. Studer; B. Dalla Chiara; B. Barabino; G. N. Bifulco; G. Corona; G. Fusco; R. Rossi,STAMPA,EGAF Edizioni SRL,RUS,2014,http://hdl.handle.net/11311/825934,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Mosca,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,eng,3,Product-Service System Design for Sustainability,Vezzoli C.; Kohtala C.; Srinivasan A.,STAMPA,Greenleaf Publishing,GBR,2014,http://hdl.handle.net/11311/828725,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Londra,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,Synaesthesia; Design; Arte; Musica; Neuroscienze; Sinestesia,eng,4,"Synaesthesia: Theoretical, artistic and scientific foundations",M. Josè De Cordoba; Dina Riccò; Sean Day; et al.,-0,International Foundation Artecittà,ESP,2014,http://hdl.handle.net/11311/846343,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Granada,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,1,"Design & moda. Progetti, corpi, simboli",G.M. Conti,-0,GIUNTI,-0,2014,http://hdl.handle.net/11311/850735,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,eng,7,Design in European Policy,Arquilla V.; Chisholm J.; Evans M.; Landoni P.; Maffei S.; Mortati M.; VILLARI B.,-0,Lancaster University,GBR,2014,http://hdl.handle.net/11311/853334,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,"rischio, trasporti, Merci pericolose",ita,3,"DESTINATION - Uomo, strada, ambiente. Una sola destinazione.

Volume 3 - RETE DI MONITORAGGIO","Borghetti, Fabio; Bonura, Luca; Marchese, Girolamo",-0,Regione Piemonte,-0,2014,http://hdl.handle.net/11311/857136,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,sinestesia; neuroscienze; arte; design,spa,3,"Sinestesia. Los fundamentos teóricos, artísticos y científicos, Segunda edición ampliada y mejorada",M. Josè De Cordoba; Dina Ricco'; (et al.),ELETTRONICO,Ediciones Fundación Internacional Artecittà,ESP,2014,http://hdl.handle.net/11311/858736,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Granada,-0
Nessuno,03.1 Monografia o trattato scientifico,Game Design; Game Studies; design methods; Urban Game; video game; Videogames; Persuasive game; pervasive game; board game,ita,2,Game design. Gioco e giocare tra teoria e progetto,M. Bertolo; I. Mariani,-0,Pearson Italia spa,ITA,2014,http://hdl.handle.net/11311/862136,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,trasporti; mobilità; pianificazione urbana,ita,29,Trasporti e città - Mobilità e pianificazione urbana,Luca Studer; Maternini Giulio; Amoroso Salvatore; Barbarossa Luca; Busi Roberto; Cadei Margherita; Cappelli Agostino; Copiello Sergio; Coppola Pierluigi; Dalla Chiara Bruno; Deflorio Francesco Paolo; Festa Demetrio Carmine; Foini Silvia; Gandini Paolo; Ignaccolo Matteo; Inturri Giuseppe; La Greca Paolo; Maja Roberto; Marchionni Giovanna; Nuzzolo Agostino; Petruccelli Umberto; Pezzagno Michèle; Pinna Ivano; Ponti Marco; Rubulotta Elena; Salvo Giuseppe; Stanghellini Stefano; Tira Maurizio; Zito Pietro,STAMPA,EGAF Edizioni SRL,ITA,2014,http://hdl.handle.net/11311/863951,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Forlì,-0
Nessuno,03.1 Monografia o trattato scientifico,"jewellery design, alba cappellieri, politecnico di milano, new materials, design del gioiello, innovation, design per l innovazione",eng;ita,3,"intorno

al futuro.

nuovi materiali

e nuove tecnologie

per il gioiello","Cappellieri, Alba; Del Curto, Barbara; Tenuta, Livia",STAMPA,Marsilio editore,ITA,2014,http://hdl.handle.net/11311/881155,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,1,"Vedere per progettare, Basic Design e percezione visiva per il disegno industriale","Ferraris, SILVIA DEBORAH",STAMPA,Franco Angeli,ITA,2014,http://hdl.handle.net/11311/881554,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,1,BIOGENIE,Giulio Ceppi,-0,LIST Lab Laboratorio Internazionale Editoriale,-0,2014,http://hdl.handle.net/11311/926155,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,Cultural design; narrazione; allestimento; Museografia,ita,1,Design e narrazioni per il patrimonio culturale,"Trocchianesi, Raffaella",-0,MAGGIOLI EDITORE,ITA,2014,http://hdl.handle.net/11311/935223,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Sant'Arcangelo di Romagna,-0
"Sì, ma tipo non specificato",03.1 Monografia o trattato scientifico,-0,ita,3,Smart City: tecnologia e creatività a supporto dell’innovazione,A. Colorni; F. Lia; D. Sciuto,-0,Fondazione Ansaldo Editore,ITA,2014,http://hdl.handle.net/11311/957976,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Recco,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,Synaesthesia; Sinestesia; Design; Arte; Musica; Neuroscience,eng,4,"Synaesthesia: Theoretical, artistic and scientific foundations",M. Josè De Cordoba; Dina Riccò; Sean Day; et al.;,STAMPA,International Foundation Artecittà,ESP,2014,http://hdl.handle.net/11311/958573,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Granada,-0
Esperti anonimi,03.1 Monografia o trattato scientifico,PROJECTION MAPPING,eng,1,LIGHT WORKS - EXPERIMENTAL PROJECTION MAPPING,FRANCESCO MURANO,STAMPA,ARACNE EDITRICE SRL,ITA,2014,http://hdl.handle.net/11311/958763,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,ROMA,-0
-0,03.1 Monografia o trattato scientifico,"GIOIELLO SENTIMENTALE, DESIGN, GIOIELLO, ALBA CAPPELLIERI, POLITECNICO DI MILANO, SENTIMENTAL JEWELLERY, JEWELLERY DESIGN,",eng;ita,1,GIOIELLI SENTIMENTALI_SENTIMENTAL JEWELLERY,"Cappellieri, Alba",STAMPA,MARSILIO,ITA,2014,http://hdl.handle.net/11311/979273,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,VENEZIA,-0
-0,03.8 Traduzione di libro,-0,eng,1,Addio Liberty,Anna Anzani,STAMPA,"Edizioni Lativa, Varese",ITA,2014,http://hdl.handle.net/11311/958582,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.8 Traduzione di libro,Varese,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,2,"L’oggetto del progetto. Saggi, dialoghi e lezioni di semiotica intorno al design e all’inventiva progettuale","Salvatore, Zingale; Massimo, A. BONFANTINI",STAMPA,ATì,ITA,2015,http://hdl.handle.net/11311/1005063,"semiotica, design, progetto, inventiva,",info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,eng,1,FOR DESIGNERS WITH THEIR HEAD BEYOND THE CLOUDS,"Dominoni, Annalisa",STAMPA,MAGGIOLI EDITORE,ITA,2015,http://hdl.handle.net/11311/1006784,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,SANTARCANGELO DI ROMAGNA,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,ita,1,Sulla spiaggia,"Fassi, Davide",STAMPA,Maggioli spa,ITA,2015,http://hdl.handle.net/11311/1028150,design degli spazi,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,eng;ita,2,GIOIELLI IN TAVOLA | FOOD JEWELLERY,"Tenuta, L.; Vecchi, V.",STAMPA,Marsilio Editori,ITA,2015,http://hdl.handle.net/11311/1038437,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Venezia,-0
-0,03.1 Monografia o trattato scientifico,-0,eng;ita,1,SKIN: LA SUPERFICIE DEL GIOIELLO | SKIN: THE SURFACE OF THE JEWEL,"Tenuta, L.",STAMPA,MARSILIO EDITORI,ITA,2015,http://hdl.handle.net/11311/1038440,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,VENEZIA,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,eng,2,Designing Pilot Projects as Boundary Objects. A Brazilian Case Study in the Promotion of Sustainable Design,"Zurlo, F.; DOS GUIMARAES ALVIM NUNES, Viviane",-0,SPRINGER,-0,2015,http://hdl.handle.net/11311/1039133,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,-0,-0,ita,1,L'isola rovescia,"Ceppi, Giulio",-0,Esperia,-0,2015,http://hdl.handle.net/11311/1057657,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,allestimento; museo; media building; scenografa; interni,ita,3,Mettere in scena Mettere in mostra,G.L. Basso Peressut; G. Bosoni; P. Salvadeo,STAMPA,Lettera Ventidue,ITA,2015,http://hdl.handle.net/11311/789523,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Siracusa,-0
Nessuno,03.1 Monografia o trattato scientifico,Leonardo da Vinci; arte militare; meccanica; Ottica,ita,1,Codex Atlanticus. La mente di Leonardo. Disegni di Leonardo dal Codice Atlantico,"Marani, P.",-0,Casa Editrice De Agostini,ITA,2015,http://hdl.handle.net/11311/928959,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Novara,-0
"Sì, ma tipo non specificato",03.1 Monografia o trattato scientifico,-0,eng;ita,1,"Ilio Negri, metodo e ragione grafica",Francesco E. Guida,STAMPA,Aiap Edizioni,ITA,2015,http://hdl.handle.net/11311/934556,"Progettazione grafica, storia della grafica",info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Nessuno,-0,-0,ita;eng,1,DESIGN: 101 STORIE ZANOTTA / DESIGN: 101 ZANOTTA STORIES,Beppe Finessi,STAMPA,SILVANA EDITORIALE,ITA,2015,http://hdl.handle.net/11311/935992,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,Uso dei prodotti; Utente; Progettazione partecipata; Design research; Design del prodotto,ita,1,"Introduzione agli studi sull'utente. 
Conoscere gli utenti tra ricerca e design dei prodotti",S. Pizzocaro,STAMPA,Edizioni Unicopli,ITA,2015,http://hdl.handle.net/11311/946174,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,Milano; architettura,ita,2,Milano mai vista,Irace F.; Neri G.,-0,Editoriale Domus,ITA,2015,http://hdl.handle.net/11311/957971,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,Leonardo,ita,2,Leonardo da Vinci 1452-1519. Il Disegno del mondo,"Marani, P.; Fiorio, M., T.",-0,Skira,ITA,2015,http://hdl.handle.net/11311/958196,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Ginevra-Milano,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,eng,1,From Italy: value as an attitude,M. Turinetto,-0,Lupetti - Editori di Comunicazione,-0,2015,http://hdl.handle.net/11311/958963,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
"Sì, ma tipo non specificato",03.1 Monografia o trattato scientifico,-0,eng;ita,1,"MARIO DAGRADA, DALLA GRAFICA EDITORIALE PER RIZZOLI ALLA PUBBLICITÀ",Francesco E. Guida,STAMPA,Aiap Edizioni,ITA,2015,http://hdl.handle.net/11311/959588,"Progettazione grafica, storia della grafica",info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,Abitare l'isola rovescia _Osservazioni sull'Isola rovescia di Lecco e sulla sua  curiosa e paradossale natura.,Giulio Ceppi,STAMPA,Maurizio Corraini Srl,ITA,2015,http://hdl.handle.net/11311/965787,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,eng,4,Design for Service Innovation and Development. Final Report,"Sangiorgi, Daniela; Prendiville, Alison; Jung, Jeyon; Yu, Eun",STAMPA,Lancaster University,GBR,2015,http://hdl.handle.net/11311/965928,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,Evoluzione degli artefatti. Teoria del design. Teorie dell'innovazione dei prodotti.,ita,1,In evoluzione. Per una storia quasi naturale degli artefatti,"Pizzocaro, Silvia",STAMPA,Edizioni Unicopli srl,ITA,2015,http://hdl.handle.net/11311/967704,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,"design della comunicazione, gender design, rimediazione, stereotipi",ita,1,Rimediazioni gender-sensitive. Contributi e progetti per la formazione di un immaginario consapevole,"Caratti, Elena",STAMPA,Franco Angeli,ITA,2015,http://hdl.handle.net/11311/969645,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,2,La città industriosa. Anatomia delle nuove comunità produttive urbane,"Maffei, Stefano.;  Bianchini, Massimo;",ELETTRONICO,Feltrinelli,ITA,2015,http://hdl.handle.net/11311/970261,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,5,Makers’ Inquiry,"Bianchini, M.; Menichinelli, M.; Maffei, S.; Bombardi, F.; Carosi, A.;",-0,Libraccio,-0,2015,http://hdl.handle.net/11311/970262,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,3,Design 2020. Le sfide della trasformazione del sistema design lombardo,S. Maffei; M. Bianchini; M. Mortati,-0,Libraccio,-0,2015,http://hdl.handle.net/11311/970263,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,eng;ita,1,Building the Expo,"COLLINA, L.",-0,Domus,-0,2015,http://hdl.handle.net/11311/976675,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,Il progetto imperfetto. Lo studio della forma nei modelli di organizzazione generale dello spazio,"Nebuloni, Attilio",STAMPA,Maggioli,ITA,2015,http://hdl.handle.net/11311/979573,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Santarcangelo di Romagna (RN),-0
Esperti anonimi,03.1 Monografia o trattato scientifico,"progetto per l'infanzia, design",ita,3,I luoghi dell'infanzia. Riflessioni intorno al progetto,"Boeri, Cristina; Bordin, Micaela; Faccincani, Giorgio",STAMPA,Maggioli,ITA,2015,http://hdl.handle.net/11311/982650,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Santarcangelo di Romagna,-0
Esperti non anonimi,03.1 Monografia o trattato scientifico,-0,ita,4,Sociologia,"Volonté, Paolo; Lunghi, Carla; Magatti, Mauro; Mora, Emanuela",STAMPA,Mondadori Education spa,ITA,2015,http://hdl.handle.net/11311/983327,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,"industrial design, progetto",ita,1,I designer (si) raccontano,"Ceconello, Mauro",STAMPA,Maggioli spa,ITA,2015,http://hdl.handle.net/11311/983924,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,"STAGE LIGHTING, HISTORY",eng,1,THE HISTORY OF STAGE LIGHTING BEFORE THE LIGHT BULB,"Murano, Francesco",STAMPA,Lulu Press Inc.,USA,2015,http://hdl.handle.net/11311/990649,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,"Raleigh, NC",-0
-0,03.8 Traduzione di libro,"Liberty, Varese, beauty, food, itineraries",eng;ita,1,"Nutrendo Anima e corpo, Itinerari di delizia tra le Ville Del Sacro Monte Sopra Varese/FEEDING BODY AND SOUL

Delightful journeys among villas in Sacro Monte above Varese","Anna, Anzani",STAMPA,Maggioli Editore,ITA,2015,http://hdl.handle.net/11311/959176,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.8 Traduzione di libro,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,eng,1,Visual Retailing. Shaping the sense of spaces,"IANNILLI, VALERIA MARIA",STAMPA,Esculapio,ITA,2016,http://hdl.handle.net/11311/1001243,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Bologna,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,"jewellery, design, accessories design, fashion design, history of design, alba cappellieri, bijou design innovation, made in italy, design della moda, design del gioeillo, design dell'accessorio",eng;ita,1,Gioielli alla Moda/ Jewellery a la mode,"Cappellieri, Alba",STAMPA,Corraini,ITA,2016,http://hdl.handle.net/11311/1003707,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,mantova,-0
-0,03.1 Monografia o trattato scientifico,Transmedia Design,ita,1,Transmedia Design Framework. Un approccio design-oriented alla Transmedia Practice,"Ciancia, Mariana",STAMPA,Franco Angeli,ITA,2016,http://hdl.handle.net/11311/1003807,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,4,Le politiche per il design e il design per le politiche. Dal focus sulla soluzione alla centralità della valutazione.,"Mortati, M.; Villari, B.; Maffei, S.; Arquilla, V.",-0,Maggioli S.p.A.,-0,2016,http://hdl.handle.net/11311/1007206,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Santarcangelo di Romagna,-0
Nessuno,03.1 Monografia o trattato scientifico,"storytelling, design, social innovation, philosophy, DESIS Philosophy Talks",eng,4,The Pearl Diver. The Designer as Storyteller,"Bertolotti, Elisa; Daam, Heather; Piredda, Francesca; Tassinari, Virginia",ELETTRONICO,"DESIS Philosophy Talks - Dipartimento di Design, Politecnico di Milano",ITA,2016,http://hdl.handle.net/11311/1008790,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,4,"SOCIAL FOOD CLUB. SERVICE E FOOD DESIGN COME ABILITATORI DI NUOVI MODELLI DI SVILUPPO, INNOVAZIONE E COESIONE SOCIALE.","Maffei, S.; Villari, B.; Tamini, L.; Parini, B.",-0,MACRO,-0,2016,http://hdl.handle.net/11311/1010664,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,ita,3,Spazio pubblico e attrattività urbana. L'Isola e le sue piazze,"Bruzzese, A.; Gerosa, G.; Tamini, L.",STAMPA,Bruno Mondadori,ITA,2016,http://hdl.handle.net/11311/1014983,spazio pubblico,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano-Torino,-0
-0,03.1 Monografia o trattato scientifico,Albini,ita,2,Il design e gli interni di Franco Albini,"Bucci, Federico; Bosoni, Giampiero",STAMPA,Electa,ITA,2016,http://hdl.handle.net/11311/1016673,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,eng;ita,2,Next Design Innovation,"Maffei, S.; Bianchini, M.;",STAMPA,Libraccio,ITA,2016,http://hdl.handle.net/11311/1018130,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,"Adaptive Reuse, Urban Regeneration, Interior Design, Change of Use, Re-use",ita,1,Adapting Reuse. Strategie di conversione d'uso degli interni e di rinnovamento urbano,"Camocini, Barbara",STAMPA,FrancoAngeli,ITA,2016,http://hdl.handle.net/11311/1018379,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,eng,1,"Moving design

The flow of people in the cities of the future","Bruno, Davide Maria",STAMPA,Mc Graw HILL,ITA,2016,http://hdl.handle.net/11311/1018817,"mobilità, trasporti, smart cities, commuting, territorio, design, strategie territoriali",info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,MICHELE DE LUCCHI,"De Lucchi, M.",STAMPA,Corriere della Sera e Politecnico di Milano,ITA,2016,http://hdl.handle.net/11311/1019052,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,"design per la sostenibilità, Life Cycle Design, Life Cycle Assesment, design di prodotto",spa,2,Diseňo de productos ambientalmente sustentables,"Vezzoli, C.; Manzini, E.",STAMPA,Editorial Designio,MEX,2016,http://hdl.handle.net/11311/1019544,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Città del Messico,-0
Esperti anonimi,03.1 Monografia o trattato scientifico,-0,eng,1,Handbook of Research on Visual Computing and Emerging Geometrical Design Tools,"Giuseppe, Amoruso",ELETTRONICO,IGI Global,USA,2016,http://hdl.handle.net/11311/1019554,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,"Hershey, PA 17033-1240, USA",-0
-0,03.1 Monografia o trattato scientifico,-0,eng,1,LIGHTING ARTWORKS IN ART EXIBITIONS,"Murano, Francesco",STAMPA,"Lulu Press, Inc",USA,2016,http://hdl.handle.net/11311/1026910,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,"Raleigh, NC",-0
