dc.date.issued	dc.type.full	dc.identifier.uri	dc.title	dc.description.allpeople
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/1027800	THEORY AND PRACTICE IN THE IMPLEMENTATION OF AN ILLUSIONISTIC CEILING PAINTING AT PALAZZO MORONI IN BERGAMO, ITALY	Buratti, G.; Mele, G.; Rovo, F.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/1029853	Cross cultural management in creative environments	Brevi, F.; Ramponi, F.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/1038442	TECHNOLOGY FOR ACCESSORIES: WEARABLE TECHNOLOGIES FROM DESIGN TO THE FINISHED PRODUCT	Tenuta, L.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/1055381	Mining concurrent topical activity in microblog streams	Panisson, A.; Gauvin, L.; Quaggiotto, M.; Cattuto, C.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/692767	The evaluation of contemporary design: Systemic observations and consequences	Celaschi, Flaviano; Bianchini, Massimo
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/762469	Beyond gambling temptations: an experimental design project to detoxify players from irresistible illusions of gambling	A. Vitali; M. Pillan; P. Righi Riva
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/764748	Bridging Innovation Between Humanities and Design: New Cognitive and Relational Processes	C. Colombi; E. Lupo
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/765782	Design and theatre: crossed paths. The narrative as a design approach.	Manuela Celi; Raffaella Trocchianesi
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/766474	"Communication design for the dignity of the female figure.

Two research studies between design and gender cultures"	Baule, Giovanni; Bucchetti, VALERIA LUISA; Caratti, Elena; Tolino, Umberto
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/816121	Viaje como aprendizaje/aprendizaje como viaje: los carnÃ©s de Piero Bottoni.	Maria Pompeiana, Iarossi; Giampiero, Mele; Michela, Rossi
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/818729	Malaguzzi Valeri e Leonardo	Marani, P.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/824825	Archetypical. Sharing Values through a Design Experience	Colombi, Chiara; Vacca, Federica
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/825735	Dallâ€™uso produttivo delle risorse naturali alla valorizzazione del territorio: unâ€™esperienza didattica di design strategico in Cile.	Marina Parente
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/825927	Dynamic identities for the Cultural Heritage	Guida, FRANCESCO ERMANNO
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/826344	Design Tools and methods for the enhancement of cultural itineraries and thematic cross-border pathways	de Paolis, R.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/834325	Product development using vegetable fibers	CÃ©lia Regina da Costa; Barbara Del Curto; Andrea Ratti
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/837925	Design for Social Innovation: Building a Framework of Connection Between Design and Social Innovation.	M. Mortati; B. Villari
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/837927	A Research Framework for Service Evaluation	Foglieni, Francesca; Maffei, Stefano; Villari, Beatrice
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/848730	Originali e riproduzioni. Lâ€™impronta del materiale nella copia.	Michela Rossi; Giorgio Buratti
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/848731	Piero Bottoniâ€™s colorful city: theory, design and building	Michela Rossi; Giampiero Mele; Maria Pompeiana Iarossi
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/848732	"A misura dâ€™uomo: le radici antropometriche del Design/On a human scale: the ""metric"" roots of design."	Michela Rossi; Giorgio Buratti
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/862151	Shaping and Sharing Imagination: Designers and the Transformative Power of Stories.	M. Ciancia; F. Piredda; S. Venditti
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/865791	Knit design contemporary scenarios	Motta M.; Conti G.M
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/865792	Fashionable Techs: an investigation on aesthetic issues and project methodologies in Fashion Design based on technology innovation	Conti G.M.; Pillan M.; Soldati M. G.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/866345	Product development using vegetable fibers	Da Costa, C.R.; Ratti, A; Del Curto B.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/866346	Mechanical and chemical characteristics of vegetable fibers and some applications	Da Costa, C.R.; Ratti, A; Del Curto B.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/869743	City sensing: visualising mobile and social data about a city scale event	Fabrizio  Antonelli;Matteo  Azzi;Marco  Balduini;Paolo  Ciuccarelli;Emanuele Della  Valle;Roberto  Larcher
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/869983	"+TUO Project 3D Printers as tool for
co-design with and for users with Rheumatic Diseases."	Ostuzzi F.; Rognoli V.; Levi M.; Ostuzzi S.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/874760	Empowering the Culture of Social Innovation	A. Meroni; D. Selloni; L. Gamman; A. Thorpe
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/877961	The experience and design of stereotype	M.Roxburgh; E.Caratti
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/879966	"Generative Visual Identities.

New Scenarios in Corporate Identity."	Francesco E. Guida
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/879967	"IdentitÃ  visive generative.
Programmare la corporate identity."	Francesco E. Guida
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/881172	Communication Design for Urban Environment. Formats for an accessible communication of places	Daniela Calabi; Sabrina Scuri
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/881174	Communication Design for Urban Environment: the Observatory	Daniela Calabi; Elisa Chiodo
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/881627	"The renovation of the heliotherapy colony of Cremona: an

itinerary to the future"	Feraboli M.; Bondioni E.; Corbari S.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/882767	The seven lamps of the Necessary	Irace F.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/882964	A review on digital colour for teaching in the courses of representation techniques	Andrea Siniscalco; Maurizio Rossi
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/883755	Design Stories. Narrative as a Research Tool for Advanced Design	Colombi, Chiara; Iannilli, VALERIA MARIA; Penati, ANTONELLA VALERIA; Vacca, Federica
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/885557	Brand of Products and Brand of Signs: How to Manage this Relationship in Fashion through Corporate Archives	Iannilli, VALERIA MARIA; Vacca, Federica
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/891002	The Narrative Dimension of Design Diversity	Penati, ANTONELLA VALERIA; Iannilli, VALERIA MARIA; Vacca, Federica
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/891003	FACING MULTIDISCIPLINARITY IN FASHION MANAGEMENT EDUCATION	Bertola, Paola; Colombi, Chiara; Vacca, Federica
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/924156	From physical to digital. A new way of interaction with an Integrated System of smart appliances	S. D. Ferraris; L. Rampino
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/924158	From bits to atoms: sensory displays for digital information	S. Colombo; L. Rampino
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/933561	Design practice facing new technologies for Lighting	Maurizio Rossi
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/933563	LEDs based lighting receipts for enhancing the colours of urban materials:  a preliminary exploration	Maurizio Rossi; Fulvio Musante; Daria Casciani
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/933565	A work in progress on lighting the colours of urban materials: the night-time identity of the city revealed	Daria Casciani; Fulvio Musante; Maurizio Rossi
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/934758	Chasing the Hobbit: The cultural contents of mainstream communication products	Luca Guerrini
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/935188	The human approach to smart cities. The PeriphÃ¨ria project as a case of complex participatory design	Concilio G.; Deserti A.; Rizzo F.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/935978	Iconology as a matter of design between information visualization and artistic approach	Trocchianesi R.; Ciuccarelli P.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/939164	Design Capability for value creation	Mortati, Marzia; Villari, Beatrice; Maffei, Stefano
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/940156	Design Narratives and Social Narratives for Community Empowerment	Valentina Anzoise; Francesca Piredda; Simona Venditti
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/940956	Il ruolo dell'Information Visualization nella progettazione di interfacce per archivi digitali eterogenei	Michele Mauri; Paolo Ciuccarelli
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/941157	Conceiving a (New) Definition of Hub for the Development of a Transnational Network for Creative Companies	Carla Sedini; Arianna Vignati; Francesco Zurlo
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/943780	The evolutionary dynamics of product design during the early phases of a technological change. An explorative research in Italian lighting industry	C. Cautela; M. Simoni
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/947162	Business model innovation through new customer roles. Inspirational cues and insights from a design-driven case study analysis	C. Cautela; P. Pisano; M. Pironti
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/953756	Aerodynamics and Biomechanical Optimization of the Jump Phase in Skiing, Through a Simulation-Based Predictive Model	M. Mazzola; A. Aceti; G. Gibertini; G. Andreoni
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/954563	A design experience for the enhancement of the quality of life in people with alzheimer's	A. Biamonti; S.Gramegna; B. Imamogullari
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/956155	Fast Forward: How Fashion Shapes Futures	Bertola P.; Colombi C.; Linfante V.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/956757	DESIGN  FOR TERRITORIAL ENHANCEMENT: THE CULTURAL VALUE OF FASHION DESIGN	R.Gaddi
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/956759	INVESTIGATION AND NARRATION ABOUT THE TERRITORY: INNOVATIVE METHODOLOGIES FOR FASHION DESIGN	R.Gaddi; F.Gallarati; A.Zantedeschi; F.Pievani
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/957967	Promotion of E-bikes for delivery of goods in European urban areas: an Italian case study	F. Lia; R. Nocerino; C. Bresciani; A. Colorni; A. LuÃ¨
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/957968	Cognitive mapping and multi-criteria analysis for decision aiding: an application to the design of an electric vehicle sharing service	A. LuÃ¨; A. Colorni; R. Nocerino
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/957978	Smart City: strumenti di aiuto alla decisione e proposte operative per la mobilitÃ 	A. Colorni; F. Lia ; A. LuÃ¨ ; R. Nocerino
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/957980	The vehicle relocation problem for the one-way electric vehicle sharing: an application to the Milan case	M. Bruglieri; A. Colorni; A. LuÃ¨
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958155	"SYSTEM-EVENTS TOOLBOX

Activating urban places for social cohesion through designing a system of events that relies on local resources"	D. FASSI; R.MOTTER
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958160	Narrating distant future: lessons from scenarios and prototype evolution	Manuela Celi; Danila Zindato
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958168	Designing perspectives for the territory among communities, cultural assets and strategies. Two projects regarding cultural policy for the Lombardy Region and the Italian-Swiss border.	I. Guglielmetti; R. Trocchianesi
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958169	Design&Artigianato latino. Artesano: valorizzazione di pratiche artigianali colombiane	R. Trocchianesi; A. Canon Pineros
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958178	Designing the City Identity: Strategic and Product Design for New Experiential Ways of Living, Enabling and Interacting with the Urban Context.	Marina Parente
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958213	Chemical Hazard in FRP Pleasure boats' Manufacturing	R. Frassine; C. Fusaro; A. Ratti
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958214	Water-based Public Transport Accessibility. A Case Study in the Internal Waters of Northern Italy	S. Ercoli; A. Ratti; S. Piardi
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958217	Sailing as Stroke Rehabilitation Strategy	M. Romero; G. Andreoni; S. PIardi; A. Ratti; B. Imamogullari; F. Molteni
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958371	Bordiga. Il promotore delle Biennali dâ€™arte	A.Mazzanti
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958574	Affrontare il divario generazionale tecnologico attraverso il gioco	I. Mariani; G. Catapano
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958576	The game as social activator, between Design and Sociology: a multidisciplinary framework to analyse and improve the ludic experiences and their social impact.	Ilaria Mariani; Enrico Gandolfi
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958577	Perspectival geometries in the Sacred Mount of Ossuccio	giuseppe amoruso; alberto sdegno; silvia masserano
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958579	Prospettiva del colore. Significati geometrici e cromatici nellâ€™architettura di quadratura	giuseppe amoruso; vita maria firenze
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958581	Lâ€™immagine dei paesaggi urbani storici. Il rilievo multimediale del â€œKm della conoscenzaâ€ presso il Lago di Como	Giuseppe Amoruso
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958583	Architectural and landscape Liberty heritage in Varese area: design for knowledge, conservation and enhancement	Anzani A.; Baila  A.; Caramel C.; Guarisco M.
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958584	Design for knowledge and restoration - Instrumental survey at Santa Maria in San Celso	A. Baila; L. Mazza; A. Anzani
2014	04.1 Contributo in Atti di convegno	http://hdl.handle.net/11311/958760	When Human Body Meets Technology: The Designer Approach to Wearable Devices	Venere Ferraro; Matteo Ingaramo
