title,author,year,type,keywords,cluster
La mappa del luogo,"QUAGGIOTTO, MARCO",2006,01.1 Articolo in Rivista,-,nocluster
Metodi e strumenti per la rappresentazione di edifici storici e del territorio,"ROSSI, MAURIZIO",2006,-,-,nocluster
Politiche possibili per i trasporti e la mobilità nell'area milanese,"PONTI, MARCO GUIDO;C. Borgnolo;MAFFII, SILVIA MARGHERITA;MALGIERI, PATRIZIA;MARTINO, ANGELO;TORTA, FABIO PIETRO;BRAMBILLA, MARCO GIOVANNI;ERBA, STEFANO",2004,01.1 Articolo in Rivista,-,nocluster
La progettazione di sistemi di prodotti e servizi personalizzati per il settore alimentare,"MERONI, ANNA",2004,-,-,nocluster
Cross Fertilization tra Moda e Design: un modello di lettura possibile dei Casi di Best Practice,"BERTOLA, PAOLA;CONTI, GIOVANNI MARIA",2006,01.1 Articolo in Rivista,-,nocluster
Oggetti contraddittori,"BUCCHETTI, VALERIA LUISA",2002,-,-,nocluster
Spazio al dibattito,"PONTI, MARCO GUIDO",2003,01.1 Articolo in Rivista,-,nocluster
"Progetto TRAMP ""Prevenzione del Rischio nell'autotrasporto di Sostanze Pericolose","MAJA, ROBERTO",2004,-,-,nocluster
Modelli virtuali per il design urbano. Le potenzialità del digitale a supporto delle attività di progetto e restauro della città,"CECONELLO, MAURO ATTILIO",2006,01.1 Articolo in Rivista,-,nocluster
L’isola che non c’è,"INGARAMO, MATTEO ORESTE",2002,-,-,nocluster
Oltre il lifting progettuale,"BUCCHETTI, VALERIA LUISA",2005,-,-,nocluster
Architettura sostenibile per la ricerca,"PIARDI, SILVIA ELVIRA MARIA",2001,01.1 Articolo in Rivista,-,nocluster
Modelli virtuali per il design urbano. Le potenzialità del digitale a supporto delle attività di progetto e restauro della città,"CECONELLO, MAURO ATTILIO",2007,-,-,nocluster
Igiene in Microgravità,"DOMINONI, ANNALISA",2004,01.1 Articolo in Rivista,-,nocluster
Attraverso il colore,"BUCCHETTI, VALERIA LUISA",2005,01.1 Articolo in Rivista,-,nocluster
La costruzione di barche a remi sul Lago di Como,"PIARDI, SILVIA ELVIRA MARIA",2001,-,-,nocluster
Un Lingotto Art & Tech,"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO",2004,01.1 Articolo in Rivista,hotel design; interior design; design degli interni,nocluster
User Centred Packaging design,"COSTA, FIAMMETTA CARLA ENRICA",2005,-,-,nocluster
Il tessile tecnologico,"DELL'ACQUA BELLAVITIS, ARTURO",2006,01.1 Articolo in Rivista,-,nocluster
Trasporto di merci come prevenire,"MAJA, ROBERTO",2004,-,-,nocluster
CaLABria DESIGN. Il design per valorizzare i contesti di artigianato artistico calabrese a partire dalle esperienze della collezione Atena,"CASTELLI, ANTONELLA;VILLARI, BEATRICE",2005,01.1 Articolo in Rivista,-,nocluster
Design solidale: il puppylove,"CAPPELLIERI, ALBA",2007,01.1 Articolo in Rivista,-,nocluster
AMBIENTE SOSTENIBILE,"BLASI, CESARE;NEBULONI, ATTILIO;PADOVANO, GABRIELLA",2005,01.1 Articolo in Rivista,-,nocluster
Il Bento,"MERONI, ANNA",2007,-,-,nocluster
Progettazione di sistemi bio-robotici: il ruolo del bio-designer,"CANINA, MARIA RITA",2004,01.1 Articolo in Rivista,-,nocluster
Dalla pianificazione alla regolazione dei trasporti,"PONTI, MARCO GUIDO",2002,01.1 Articolo in Rivista,-,nocluster
"Sistemi e servizi PUL, i campi di applicazione","ANSELMI, LAURA;MUSCHIATO, SABRINA",2004,01.1 Articolo in Rivista,-,nocluster
Mollino: l’ossessione della forma. Macef 2006: fior di design . Caleidoscopio Benesch,"CAPPELLIERI, ALBA",2006,-,-,nocluster
La nuova frontiera,"DOMINONI, ANNALISA",2003,-,-,nocluster
Visibile invisibile,"BUCCHETTI, VALERIA LUISA",2006,01.1 Articolo in Rivista,-,nocluster
Intervista sull'e-learning,"COLORNI VITALE, ALBERTO",2004,-,-,nocluster
Gioco e racconto. Strutture narrative tra cinema e videogames,"GALBIATI, MARIA LUISA;MATTANA, WALTER",2004,01.1 Articolo in Rivista,-,nocluster
Moda e design,"MANGIAROTTI, RAFFAELLA",2004,-,-,nocluster
Prototipi per la tv interattiva,"BAULE, GIOVANNI",2003,01.1 Articolo in Rivista,-,nocluster
Materiali porosi e doppia pelle per la qualità dell'aria,"DELL'ACQUA BELLAVITIS, ARTURO",2007,-,-,nocluster
La cultura delle lettere,"PIAZZA, MARIO",2003,01.1 Articolo in Rivista,-,nocluster
"Il design della brand experience communication come vantaggio competitivo,","GALBIATI, MARIA LUISA",2007,-,-,nocluster
Le poetiche della capture,"BAULE, GIOVANNI",2004,01.1 Articolo in Rivista,-,nocluster
Nuove relazioni - tessute dai materiali - tra architettura e design,"PICCINNO, GIOVANNA",2006,-,-,nocluster
Il Design nell'era di Internet,"CIUCCARELLI, PAOLO",2003,-,-,nocluster
Prospettive per i territori europei: strategie di pianificazione in dieci Paesi,"BLASI, CESARE;NEBULONI, ATTILIO;PADOVANO, GABRIELLA",2005,01.1 Articolo in Rivista,-,nocluster
L'ambito dell'ospitalità in rapporto al design degli interni e la moda,"CERVETTA, GABRIELE;SCULLICA, FRANCESCO",2006,01.1 Articolo in Rivista,moda; design degli interni; interior design,nocluster
Informazioni condivise,"BUCCHETTI, VALERIA LUISA",2007,-,-,nocluster
Packaging design come strategia,"MERONI, ANNA",2004,-,-,nocluster
An annotated bibliography of combinatorial optimization problems with fixed cardinality constraints,"BRUGLIERI, MAURIZIO;M. Ehrgott;H. Hamacher;MAFFIOLI, FRANCESCO",2006,01.1 Articolo in Rivista,"Combinatorial optimization, Cardinality constraint, Annotated bibliography",nocluster
Express by Holiday INN a Parma,"SCULLICA, FRANCESCO",2006,01.1 Articolo in Rivista,hotel design; contract design,nocluster
Catalogo della mosta NonsoloAlbergo,"SIMONELLI, GIULIANO",2001,01.1 Articolo in Rivista,-,nocluster
Interior  contract  e Spagna. Sinergie con il contesto italiano,"SCULLICA, FRANCESCO",2004,01.1 Articolo in Rivista,interior contract; contract design,nocluster
"Introduzione alla Ricerca co-finanziata MIUR: ""Cross Fertilization tra Moda e Design""","DELL'ACQUA BELLAVITIS, ARTURO",2006,-,-,nocluster
"Hotel Mercure Prado, Marsiglia","COLLINA, LUISA MARIA VIRGINIA;SIMONELLI, GIULIANO",2002,01.1 Articolo in Rivista,-,nocluster
Istituto Italiano di Cultura - Presentazione Domus. ideas21 - Turning ideas into tangible products. Ice a Ambasciata Italiana di Londra - Made in Italy,"ARQUILLA, VENANZIO",2004,-,-,nocluster
Segnali nel verde,"GUIDA, FRANCESCO ERMANNO",2006,-,-,nocluster
"Oggetti Ospitali, Contract Design e Ricettività Alberghiera","SCULLICA, FRANCESCO",2003,01.1 Articolo in Rivista,contract design; prodotto d'arredo; furniture design,nocluster
Rappresentazione e modellazione virtuale per la città e il territorio,"CECONELLO, MAURO ATTILIO",2006,-,-,nocluster
07. Verso una definizione ampliata dei beni culturali: parametri conformativi e relazionali.,"PARENTE, MARINA",2006,01.1 Articolo in Rivista,-,nocluster
Il design della comunicazione come progetto di  sistema,"PILLAN, MARGHERITA",2007,-,-,nocluster
La ricerca ME.Design: le ipotesi preliminari,"SIMONELLI, GIULIANO;VIGNATI, ARIANNA",2005,01.1 Articolo in Rivista,-,nocluster
"Titaniocromie, il titanio e i suoi colori","ROGNOLI, VALENTINA",2004,01.1 Articolo in Rivista,titanio; anodizzazione; design,nocluster
Le strategie progettuali nelle scelte dell'involucro degli edifici,"DELL'ACQUA BELLAVITIS, ARTURO",2007,-,-,nocluster
Legno tra tradizione e innovazione: composti lignei per la nautica,"F. Maggiulli;PIARDI, SILVIA ELVIRA MARIA",2003,01.1 Articolo in Rivista,-,nocluster
Re-orienting PhD education in industrial design: some issues arising from the experience of a Ph.D. programme revision,"PIZZOCARO, SILVIA LUISA",2002,01.1 Articolo in Rivista,Doctoral curricula in design,nocluster
Una generazione con le idee chiare,"PIAZZA, MARIO",2003,01.1 Articolo in Rivista,-,nocluster
Scadenze quotidiane,"BUCCHETTI, VALERIA LUISA",2007,01.1 Articolo in Rivista,-,nocluster
La crisi delle infrastrutture di trasporto in Italia,"PONTI, MARCO GUIDO",2001,01.1 Articolo in Rivista,-,nocluster
Il design dell'accessorio,"DELL'ACQUA BELLAVITIS, ARTURO",2007,-,-,nocluster
Design for sustainability: the new research frontiers,"VEZZOLI, CARLO ARNALDO",2007,-,-,nocluster
L'enogastronomia locale nella rete,"GUIDA, FRANCESCO ERMANNO",2006,01.1 Articolo in Rivista,-,nocluster
Moving Image Design,"GALBIATI, MARIA LUISA",2002,-,-,nocluster
Rappresentazione del territorio e sistemi conoscitivi on line,"CECONELLO, MAURO ATTILIO",2002,01.1 Articolo in Rivista,-,nocluster
"L'importanza degli edifici ""salubri""","DELL'ACQUA BELLAVITIS, ARTURO",2007,01.1 Articolo in Rivista,-,nocluster
"Colore e città - Luogo, tempo, progetto","BISSON, MARIO",2007,01.1 Articolo in Rivista,-,nocluster
Tipografie web,"QUAGGIOTTO, MARCO",2005,01.1 Articolo in Rivista,-,nocluster
Slow Design e Storytelling,"DELL'ACQUA BELLAVITIS, ARTURO",2006,-,-,nocluster
"Expocomfort, anima e corpo","COLLINA, LUISA MARIA VIRGINIA;GEROSA, GIULIA MARIA",2002,01.1 Articolo in Rivista,-,nocluster
Design territorio Design urbe Design uomo,"PICCINNO, GIOVANNA",2007,01.1 Articolo in Rivista,-,nocluster
Un modello di successo,"SANGIORGI, DANIELA;SIMONELLI, GIULIANO",2001,01.1 Articolo in Rivista,-,nocluster
L’analisi che non fu fatta,"PONTI, MARCO GUIDO",2002,01.1 Articolo in Rivista,-,nocluster
Le valutazioni politicamente corrette dei progetti di trasporto,"PONTI, MARCO GUIDO",2003,-,-,nocluster
Il progresso tecnologico. Il tessuto al Fuori Salone: Home e Playing Design,"DELL'ACQUA BELLAVITIS, ARTURO",2007,01.1 Articolo in Rivista,-,nocluster
Dalla macchina alla rete: progettare sistemi di interazione,"BRUGNOLI, GIANLUCA",2007,-,-,nocluster
Soluzioni contestualizzate,"MERONI, ANNA",2005,01.1 Articolo in Rivista,-,nocluster
Space Design,"DOMINONI, ANNALISA",2001,-,-,nocluster
Divanomoderno.it,"INGARAMO, MATTEO ORESTE",2004,01.1 Articolo in Rivista,-,nocluster
Introduction to certification and photometric measurements,"MUSANTE, FULVIO;ROSSI, MAURIZIO",2006,01.1 Articolo in Rivista,-,nocluster
"Cost, competition and the Role of the State in Freight Transport","BRAMBILLA, MARCO GIOVANNI;ERBA, STEFANO;PONTI, MARCO GUIDO",2004,01.1 Articolo in Rivista,-,nocluster
Alcune considerazioni sul ruolo dell'analisi costi - benefici delle infrastruttre di trasporto,"BRAMBILLA, MARCO;ERBA, STEFANO;PONTI, MARCO GUIDO",2005,01.1 Articolo in Rivista,-,nocluster
Il designer di prodotti intelligenti. Il design degli infodomestici. Quale futuro per il design italiano?,"COSTA, FIAMMETTA CARLA ENRICA",2006,-,-,nocluster
L'effetto dell'orientamento sul comfort termico estivo,"PAGLIANO, LORENZO;S. Pangrazzi;PIARDI, SILVIA ELVIRA MARIA;RUGGIERI, GIANLUCA;ZANGHERI, PAOLO",2006,01.1 Articolo in Rivista,-,nocluster
Creatività e relazione per lo sviluppo del design,"DELL'ACQUA BELLAVITIS, ARTURO",2006,-,-,nocluster
HPE,"INGARAMO, MATTEO ORESTE",2004,01.1 Articolo in Rivista,-,nocluster
Dal concept di progetto al cantiere navale,"PIARDI, SILVIA ELVIRA MARIA;RATTI, ANDREA",2006,01.1 Articolo in Rivista,-,nocluster
L’occhio di Google,"CECONELLO, MAURO ATTILIO",2005,01.1 Articolo in Rivista,-,nocluster
Generation Pride: largo ai quarantenni. Il tumulto della luce:Nanda Vigo. Il lusso secondo la Cina,"CAPPELLIERI, ALBA",2006,01.1 Articolo in Rivista,-,nocluster
Forme per l'involucro,"BUCCHETTI, VALERIA LUISA",2001,-,-,nocluster
Il Bulgari Hotel,"CERVETTA, GABRIELE;SCULLICA, FRANCESCO",2006,01.1 Articolo in Rivista,-,nocluster
Desideri non Bisogni,"DELL'ACQUA BELLAVITIS, ARTURO",2007,-,-,nocluster
L'ombra del design: Zanotta 50 anni,"ZURLO, FRANCESCO",2004,-,-,nocluster
Mappe per gli spazi del sapere,"QUAGGIOTTO, MARCO",2007,01.1 Articolo in Rivista,-,nocluster
Una casa dell'Arte,"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO",2003,01.1 Articolo in Rivista,-,nocluster
Siti di confronto,"BAULE, GIOVANNI",2003,01.1 Articolo in Rivista,-,nocluster
Delete memories: Learning through deliberate forgetting. The International Journal of Cognitive Technology,"BAGNARA, SEBASTIANO;O. Parlangeli;RIZZO, FRANCESCA",2003,01.1 Articolo in Rivista,-,nocluster
Identificazione dei comportamenti della domanda per la progettazione di soluzioni e servizi alimentari efficaci,"MERONI, ANNA",2004,01.1 Articolo in Rivista,-,nocluster
"Hotel Design, L’Osservatorio del Politecnico di Milano","SCULLICA, FRANCESCO",2004,01.1 Articolo in Rivista,-,nocluster
Materiali per sperimentare,"BUCCHETTI, VALERIA LUISA",2002,-,-,nocluster
La progettazione ergonomica come fattore di sicurezza,"COSTA, FIAMMETTA CARLA ENRICA",2003,01.1 Articolo in Rivista,-,nocluster
Advertising packaging,"BUCCHETTI, VALERIA LUISA",2001,-,-,nocluster
I servizi ITS e la valutazione dell'impatto sulla mobilità: approcci internazionali ed esperienze italiane,"MARCHIONNI, GIOVANNA;STUDER, LUCA PASINO",2006,01.1 Articolo in Rivista,-,nocluster
Cross Fertilization per l’Innovazione: nuovi processi a supporto della competitività nazionale nei settori del Made in Italy,"CONTI, GIOVANNI MARIA;SIMONELLI, GIULIANO",2006,01.1 Articolo in Rivista,-,nocluster
"E' ora di imparare a progettare, produrre e vendere","DELL'ACQUA BELLAVITIS, ARTURO",2006,01.1 Articolo in Rivista,-,nocluster
La qualità dei prodotti: usabilità e Usabilità percepita,"ANSELMI, LAURA",2006,-,-,nocluster
"Reti di competenze nel campo dei beni culturali: pubblicazioni, strumenti tecnico-finanziari, offerte formative e soggetti istituzionali di salvaguardia e promozione sul territorio","CRISTALLO, VINCENZO;LUPO, ELEONORA",2006,01.1 Articolo in Rivista,-,nocluster
San Lorenzo,"CAPPELLIERI, ALBA",2006,-,-,nocluster
Nanotecnologie e tessile,"DELL'ACQUA BELLAVITIS, ARTURO",2006,-,-,nocluster
Nuove forme per la città,"BUCCHETTI, VALERIA LUISA",2007,01.1 Articolo in Rivista,-,nocluster
Progetti Euroregionali. Attività di Traffic Management,"STUDER, LUCA PASINO",2007,-,-,nocluster
Informatica uguale democrazia della cultura,"COLORNI VITALE, ALBERTO",2006,01.1 Articolo in Rivista,-,nocluster
Ancoraggi e tasselli,"PALMIERI, STEFANIA",2004,01.1 Articolo in Rivista,-,nocluster
Scale esterne,"PALMIERI, STEFANIA",2004,-,-,nocluster
Industrial design e italian design. Industrial design ed evoluzione tecnologica. Universal design,"COSTA, FIAMMETTA CARLA ENRICA",2006,01.1 Articolo in Rivista,-,nocluster
"Design, arte e industria. Studiare design industriale al Politecnico di Milano. La formazione del designer industriale","COSTA, FIAMMETTA CARLA ENRICA",2006,-,-,nocluster
Visual merchandising:quale tecnica,"DELL'ACQUA BELLAVITIS, ARTURO",2005,-,-,nocluster
"Note sui ""Beni culturali contemporanei""","GUERRINI, LUCA",2006,01.1 Articolo in Rivista,-,nocluster
New entertainement design,"SCULLICA, FRANCESCO",2005,01.1 Articolo in Rivista,-,nocluster
L’approccio di ricerca ME.Design. Una ricerca-azione del design per valorizzare i sistemi di risorse locali,"VILLARI, BEATRICE",2005,-,-,nocluster
Risorse locali e comunità di progetto,"MAFFEI, STEFANO;VILLARI, BEATRICE",2005,01.1 Articolo in Rivista,-,nocluster
Interfacce geo-grafiche. L'accecamento. Design dei nuovi saperi,"BAULE, GIOVANNI",2007,01.1 Articolo in Rivista,-,nocluster
Estensioni. In equilibrio con le macchine grafiche. Dispositivi di comunicazione,"BAULE, GIOVANNI",2007,01.1 Articolo in Rivista,-,nocluster
04. I beni culturali: definizioni a confronto,"PARENTE, MARINA",2006,01.1 Articolo in Rivista,-,nocluster
‘Tecnologie per la comunicazione urbana’,"PIREDDA, FRANCESCA",2007,-,-,nocluster
L'arredo italiano fra domestico e contract,"SCULLICA, FRANCESCO",2005,01.1 Articolo in Rivista,furniture design; contract design; prodotto d'arredo,nocluster
Il costo del sociale,"VOLONTE', PAOLO GAETANO",2001,01.1 Articolo in Rivista,-,nocluster
Crisi della ragione e pensiero debole,"VOLONTE', PAOLO GAETANO",1987,-,-,nocluster
"La ""crisi della ragione"" come figura dello scetticismo nella filosofia italiana contemporanea","VOLONTE', PAOLO GAETANO",1988,01.1 Articolo in Rivista,-,nocluster
"""Förnunftets kris"" som figur för skepticismen i den samtida italienska filosofin","VOLONTE', PAOLO GAETANO",1994,-,-,nocluster
La filosofia di Max Müller,"VOLONTE', PAOLO GAETANO",1991,01.1 Articolo in Rivista,-,nocluster
Analogia storica ed esperienza trascendentale,"VOLONTE', PAOLO GAETANO",1992,-,-,nocluster
Husserl e la filosofia come professione,"VOLONTE', PAOLO GAETANO",1997,01.1 Articolo in Rivista,-,nocluster
Contaminatio fenomenologica. Il tempo,"VOLONTE', PAOLO GAETANO",2001,-,-,nocluster
"Culture della scienza, culture della sociologia. Alcune riflessioni sulla riflessività","VOLONTE', PAOLO GAETANO",2003,-,-,nocluster
The Social Context of Scientific Knowledge Production and the Problem of Demarcation,"VOLONTE', PAOLO GAETANO",2006,01.1 Articolo in Rivista,sociology of scientific knowledge; credibility; demarcation; scientists,nocluster
"Le professioni ""creative"" all'interno del sistema moda e il ruolo del fashion designer","VOLONTE', PAOLO GAETANO",2006,01.1 Articolo in Rivista,-,nocluster
Visual Communication in a Multilingual Context,"VOLONTE', PAOLO GAETANO;S. DAL NEGRO;W. LENSINK;C. UPMEIER",2007,01.1 Articolo in Rivista,-,nocluster
La scrittura dei fisici,"VOLONTE', PAOLO GAETANO",2008,-,-,nocluster
Il commercio del senso e la sfera culturale dell'eccentrico,"VOLONTE', PAOLO GAETANO",2000,01.1 Articolo in Rivista,-,nocluster
Una macchina di legno nel Teatro Comunale di Bologna,"AMORUSO, GIUSEPPE",2006,01.1 Articolo in Rivista,-,nocluster
"Poundbury, UK. Una rivoluzione urbanistica  la ""walking city"" è il futuro della città","AMORUSO, GIUSEPPE",2006,-,-,nocluster
Banlieus e sobborghi? NO GRAZIE,"AMORUSO, GIUSEPPE",2006,-,-,nocluster
Il piano del colore nei centri storici,"AMORUSO, GIUSEPPE",2007,01.1 Articolo in Rivista,-,nocluster
Le radici di un'evoluzione - Studio Azzurro,"BIAMONTI, ALESSANDRO",2005,-,-,nocluster
I Sistemi informativi geografici per la gestione dei beni culturali,"CECONELLO, MAURO ATTILIO;MARESCOTTI, LUCA PIERO;SEDAZZARI, MARCO PIERO RENZO",1995,01.1 Articolo in Rivista,-,nocluster
Progetto di sistema di supporto alle decisioni per lo smaltimento dei rifiuti solidi urbani,"CECONELLO, MAURO ATTILIO;SEDAZZARI, MARCO PIERO RENZO",1996,01.1 Articolo in Rivista,-,nocluster
"Building stakeholder networks to develop and deliver product-servicesystems: practical experiences on elaborating pro-active materials for communication,","L. KRUCKEN;MERONI, ANNA",2006,01.1 Articolo in Rivista,service design,nocluster
Strategic design: where are we now? Reflection around the foundations of a recent discipline,"MERONI, ANNA",2008,01.1 Articolo in Rivista,-,nocluster
Il supporto strumentale per il progetto colore,"BISSON, MARIO",2003,01.1 Articolo in Rivista,-,nocluster
"la percezione el colore, quale componente fondamentale al processo","BISSON, MARIO",2003,01.1 Articolo in Rivista,-,nocluster
"il territorio, spazio temporale","BISSON, MARIO",2001,01.1 Articolo in Rivista,-,nocluster
colore e città,"BISSON, MARIO",2007,01.1 Articolo in Rivista,-,nocluster
industrial design: la prassi progettuale,"BISSON, MARIO",2006,01.1 Articolo in Rivista,-,nocluster
per una grammatica espressiva della luce,"BISSON, MARIO;GIANNI FORCOLINI;GISELLA GELLINI",2006,-,-,nocluster
Design & Turismo culturale,"TROCCHIANESI, RAFFAELLA",2006,01.1 Articolo in Rivista,-,nocluster
Design & Beni culturali,"TROCCHIANESI, RAFFAELLA",2006,-,-,nocluster
Progetto del sistema-prodotto per la brand “Caffè Bonomi”,"TROCCHIANESI, RAFFAELLA",2006,-,-,nocluster
Strutture narrative e metalinguaggi design oriented per la fruizione del patrimonio culturale,"TROCCHIANESI, RAFFAELLA",2008,01.1 Articolo in Rivista,Comunicazione; metalinguaggi peri beni culturali; cultural design; fruizione,nocluster
Progettare la formazione: il design per la nautica,"PIARDI, SILVIA ELVIRA MARIA",2002,-,-,nocluster
Dal concept di progetto al cantiere navale,"PIARDI, SILVIA ELVIRA MARIA;RATTI, ANDREA",2006,01.1 Articolo in Rivista,Il processo progettuale di una imbarcazione. Complessità,nocluster
"“Outdoor Living”, Interni, Supplemento Interni On Board, n. 586, nov. 2008, pp. 66.","PIARDI, SILVIA ELVIRA MARIA",2008,-,-,nocluster
"“Esterni on board”, Interni, Supplemento Interni On Board, n. 586, nov. 2008, pp. 52 – 54;","PIARDI, SILVIA ELVIRA MARIA",2008,01.1 Articolo in Rivista,yacht; esterni; innovazione progettuale,nocluster
"“Come e dove si insegna a progettare barche”,","PIARDI, SILVIA ELVIRA MARIA",2008,01.1 Articolo in Rivista,yacht designer; sperimentazione,nocluster
"“La cucina a bordo”, Interni, Supplemento Interni On Board,  n. 579, marzo 2008, pp. 72 – 73;","PIARDI, SILVIA ELVIRA MARIA",2008,01.1 Articolo in Rivista,-,nocluster
Valutazione di un sistema integrato ITS in ambito autostradale,"STUDER, LUCA PASINO;MARCHIONNI, GIOVANNA;MAJA, ROBERTO;PONTI, MARCO;VERONESI, ELEONORA",2007,01.1 Articolo in Rivista,-,nocluster
I servizi ITS e la valutazione dell'impatto sulla mobilità: approcci internazionali ed esperienze italiane,"STUDER, LUCA PASINO;MARCHIONNI, GIOVANNA",2006,01.1 Articolo in Rivista,-,nocluster
Valutazione degli interventi infrastrutturali e delle politiche di regolamentazione del traffico mediante un modello integrato di scelta del percorso e del parcheggio,"STUDER, LUCA PASINO;PONTI, MARCO;VERONESI, ELEONORA;SALA G;MAJA, ROBERTO",2004,01.1 Articolo in Rivista,-,nocluster
L'anima della materia,"FERRARA, MARIA RITA",2007,01.1 Articolo in Rivista,-,nocluster
Quando l'errore diventa elemento di progetto. When a mistake becomes part of the design,"FERRARA, MARIA RITA",2007,-,-,nocluster
Tecnical food design. Knowledge and flavours,"FERRARA, MARIA RITA",2007,01.1 Articolo in Rivista,food design; gastronomia molecolare; ricerca scientifica; Nicholas Kurti; Ferran Adrià; Ettore Boccia,nocluster
PAD. La Palermo del Design apre le porte al Mediterraneo,"FERRARA, MARIA RITA",2007,01.1 Articolo in Rivista,-,nocluster
Vered Kaykovsky. Design come pratica di meditazione,"FERRARA, MARIA RITA",2008,-,-,nocluster
Soumija Jalal Mikou. Il design che nasce dai materiali,"FERRARA, MARIA RITA",2008,-,-,nocluster
"Il lusso, l'arte e il design","FERRARA, MARIA RITA",2008,01.1 Articolo in Rivista,-,nocluster
Intervista a Philippe Daverio,"FERRARA, MARIA RITA",2008,-,-,nocluster
Eco-tech. Tecnologia per l'ecologia,"FERRARA, MARIA RITA",2008,01.1 Articolo in Rivista,-,nocluster
The role of design in the development of the Made in Italy Brand in China.,"BIANCHINI, MASSIMO;PARENTE, MARINA",2010,01.1 Articolo in Rivista,-,nocluster
Lo Studio Museo Achille Castiglioni e la ricerca d.Cult,"PARENTE, MARINA;SEASSARO, ALBERTO",2007,01.1 Articolo in Rivista,-,nocluster
10. Il mediterraneo come rete di risorse e di valori,"PARENTE, MARINA;V. CRISTALLO;A. MORONE",2005,01.1 Articolo in Rivista,-,nocluster
18. Wd_Workshop design: un laboratorio progettuale per lo sviluppo locale.,"PARENTE, MARINA;V. CRISTALLO;E. GUIDA;A. MORONE",2005,01.1 Articolo in Rivista,-,nocluster
"Luoghi transitori dell’abitare. Philippe Starck, Londra e Parigi / Transitory dwelling places","PARENTE, MARINA",2001,01.1 Articolo in Rivista,-,nocluster
Thonet. Scheda tecnica / Thonet. Technical Sheet,"PARENTE, MARINA",2003,01.1 Articolo in Rivista,product design,nocluster
Dabbawallah _ scheda tecnica,"PARENTE, MARINA",2006,01.1 Articolo in Rivista,design dei servizi; food; design strategico,nocluster
Oltre le materioteche...,"ROGNOLI, VALENTINA",2005,01.1 Articolo in Rivista,-,nocluster
L'e-commerce B2B di Rhiag Spa,"ARQUILLA, VENANZIO;BIANCHINI, MASSIMO",2004,01.1 Articolo in Rivista,-,nocluster
ideas21 - Turning ideas into tangible products,"ARQUILLA, VENANZIO",2004,-,-,nocluster
Ice a Ambasciata Italiana di Londra - Made in Italy,"ARQUILLA, VENANZIO",2004,01.1 Articolo in Rivista,-,nocluster
Istituto Italiano di Cultura - Presentazione Domus,"ARQUILLA, VENANZIO",2004,-,-,nocluster
Design Nation - The Eureka Collection,"ARQUILLA, VENANZIO",2004,01.1 Articolo in Rivista,-,nocluster
Barbican Art Gallery - Communicate: indipendent british graphic design since the sixties,"ARQUILLA, VENANZIO",2004,-,-,nocluster
SI.Swedish Institute e Embassy of Sweden,"ARQUILLA, VENANZIO",2004,01.1 Articolo in Rivista,-,nocluster
PROGETTI DAC Design for Arts & CraftsL'università va sul territorio per favorire l'incontro tra giovani designer e PMI,"ARQUILLA, VENANZIO;SIMONELLI, GIULIANO",2008,01.1 Articolo in Rivista,Design innovation; action research; design for MSMEs innovation,nocluster
Virtual Graffiti,"BAULE, GIOVANNI",2006,-,-,nocluster
E' il margine che fa la pagina,"BAULE, GIOVANNI",2007,-,-,nocluster
Tre domande alla direttrice del Museo,"CAPPELLIERI, ALBA",2007,01.1 Articolo in Rivista,-,nocluster
Una breve storia del design italiano,"CAPPELLIERI, ALBA",2008,-,-,nocluster
La città dei media o la città mediatica,"CAPPELLIERI, ALBA",2008,01.1 Articolo in Rivista,-,nocluster
Zanuso e la moderna Milano del benessere,"CAPPELLIERI, ALBA",2008,-,-,nocluster
Templi del Design:Dal Jamaica al Superstudio,"CAPPELLIERI, ALBA",2008,01.1 Articolo in Rivista,-,nocluster
I numeri di Cassina. Il brand italiano più famoso del mondo,"CAPPELLIERI, ALBA",2008,-,-,nocluster
Italo Lupi. A me tocca costruire identità.,"CAPPELLIERI, ALBA",2008,01.1 Articolo in Rivista,-,nocluster
"Gold is Woman,il gioiello al femminile tra design e arte","CAPPELLIERI, ALBA",2008,01.1 Articolo in Rivista,-,nocluster
Gaetano Pesce. Il mio pezzo unico non nasce per essere venduto,"CAPPELLIERI, ALBA",2008,-,-,nocluster
"Dall'arte al design, andata e ritorno","CAPPELLIERI, ALBA",2008,01.1 Articolo in Rivista,-,nocluster
Il lusso e il surf. Catch the wave,"CAPPELLIERI, ALBA",2008,-,-,nocluster
Salvatore Ferragamo: il ciabattino designer.,"CAPPELLIERI, ALBA",2008,-,-,nocluster
Speranze e profezie di design,"CAPPELLIERI, ALBA",2008,01.1 Articolo in Rivista,-,nocluster
Baguette Design,"CAPPELLIERI, ALBA",2009,-,-,nocluster
Caleidoscopio Benesch,"CAPPELLIERI, ALBA",2006,01.1 Articolo in Rivista,-,nocluster
1.Macef 2006: fior di design,"CAPPELLIERI, ALBA",2006,01.1 Articolo in Rivista,-,nocluster
Il design nell’epoca dell’avversità,"CAPPELLIERI, ALBA",2006,-,-,nocluster
Generation Pride: largo ai quarantenni,"CAPPELLIERI, ALBA",2006,01.1 Articolo in Rivista,-,nocluster
Mollino: l’ossessione della forma,"CAPPELLIERI, ALBA",2006,-,-,nocluster
