title,author,year,type,keywords,cluster
"Packaging design. Storia, linguaggi, progetto","BUCCHETTI, VALERIA LUISA",2005,03.1 Monografia o trattato scientifico,packaging; storia; linguaggi; progetto,nocluster
Durabilità e scadenza nella comunicazione di prodotto,"BUCCHETTI, VALERIA LUISA;CIRAVEGNA ERIK",2007,03.1 Monografia o trattato scientifico,-,nocluster
Verso un’architettura complessa e sostenibile,"NEBULONI, ATTILIO;BLASI C;PADOVANO G.",2009,03.1 Monografia o trattato scientifico,-,nocluster
Didattica&design. Prodotti e processi formativi nell'università che cambia,"PENATI, ANTONELLA VALERIA;ALBERTO SEASSARO",2000,03.1 Monografia o trattato scientifico,-,nocluster
Mappe dell’innovazione. Il cambiamento tra tecnica economia e società,"PENATI, ANTONELLA VALERIA",1999,03.1 Monografia o trattato scientifico,-,nocluster
Il design per i Beni culturali. Pratiche e processi innovativi di valorizzazione,"LUPO, ELEONORA",2009,03.1 Monografia o trattato scientifico,design; beni culturali,nocluster
"Design & distretto tessile comasco. Casi studio nel polo del lusso: cravatta, arredo, moda.","DE PAOLIS, ROBERTO;E. REDAELLI",2000,03.1 Monografia o trattato scientifico,"design tessile, distretti industriali, seta",nocluster
Progettazione ecocompatibile dell' architettura,"M. Grosso;G. Peretti;PIARDI, SILVIA ELVIRA MARIA;SCUDO, GIOVANNI",2005,03.1 Monografia o trattato scientifico,-,nocluster
Il traffico urbano in Italia,"PONTI, MARCO GUIDO;P. FANO",1972,03.1 Monografia o trattato scientifico,-,nocluster
"Design, Università e Industria. Il ruolo del disegno industriale nel rapporto tra percorsi formativi e mondo delle imprese","PALMIERI, STEFANIA;Lavizzari F.",2008,03.1 Monografia o trattato scientifico,-,nocluster
Sinestesie per il design. Le interazioni sensoriali nell'epoca dei multimedia,"RICCO', DINA",1999,03.1 Monografia o trattato scientifico,Sinestesia; sensorialità; design,nocluster
Sentire il design. Sinestesie nel progetto di comunicazione,"RICCO', DINA",2008,03.1 Monografia o trattato scientifico,Sinestesia; Sensorialità; Design della comunicazione,nocluster
VIAGGIARE CON LA MODA The Travel Diaries of Elsa Haertter,"TURINETTO, MARCO;F. RODITI;A. HONEGGER",2008,03.1 Monografia o trattato scientifico,Archivi; Fotografia; Ricerca; Triennale di Milano,nocluster
Light Art. Considerazioni per un archivio dedicato all'arte della luce.,"BISSON, MARIO;BOERI, CRISTINA;CALABI, DANIELA ANNA",2008,03.1 Monografia o trattato scientifico,percezione; archivio; luce; colore; arte; design,nocluster
La cultura del tessuto dalle origini al design contemporaneo,"SOLDATI, MARIA GRAZIA",2004,03.1 Monografia o trattato scientifico,-,nocluster
Il design e gli interni di Franco Albini,"BUCCI, FEDERICO;BOSONI, GIAMPIERO",2009,03.1 Monografia o trattato scientifico,-,nocluster
Design della Luce. Fondamenti ed esperienze nel progetto della luce per gli esseri umani,"ROSSI, MAURIZIO",2008,03.1 Monografia o trattato scientifico,-,nocluster
La Didattica del Design della Comunicazione. Modelli per la formazione di base,"CARATTI, ELENA",2008,03.1 Monografia o trattato scientifico,-,nocluster
CREATIVE DESIGN PRACTICES. THE CREATIVE PROCESS IN PRODUCT DESIGN AND ENVIRONMENT FOR EDUCATIONAL,"DOMINONI, ANNALISA",2008,03.1 Monografia o trattato scientifico,creativity; design practices; design innovation,nocluster
OverBank. Appunti e visioni sulla banca del futuro degli studenti del Politecnico di Milano,"CONTI, GIOVANNI MARIA;Chiara Gazzi;Claudia Manesso",2008,03.1 Monografia o trattato scientifico,-,nocluster
Brand Italia Cercasi. Perché sono pochi i brand italiani in Cina,"ZURLO, FRANCESCO;MORTATI, MARZIA",2008,03.1 Monografia o trattato scientifico,Design strategico; Cina; PMI; internazionalizzazione,nocluster
Introduzione ai sistemi di trasporto,"BERIA, PAOLO;PONTI, MARCO GUIDO",2007,03.1 Monografia o trattato scientifico,-,nocluster
"Ottocento italiano e smalti di Limoges. La produzione dell’atelier Pénicaud tra revival, collezionismo e arti industriali","CORDERA, PAOLA",2008,03.1 Monografia o trattato scientifico,-,nocluster
Il progetto dell'identità di marca nel punto vendita,"GEROSA, GIULIA MARIA",2008,03.1 Monografia o trattato scientifico,-,nocluster
Interni Ospitali,"SCULLICA, FRANCESCO",2008,03.1 Monografia o trattato scientifico,Architettura degli Interni; design degli interni; design; hotel; albergo; contract design,nocluster
"Design della comunicazione audiovisiva. Un approccio strategico per la “televisione debole""","PIREDDA, FRANCESCA",2008,03.1 Monografia o trattato scientifico,-,nocluster
Design Open Source. Dalla partecipazione alla progettazione collettiva in rete,"CIUCCARELLI, PAOLO",2008,03.1 Monografia o trattato scientifico,Design; Open Source; mass customization; peer-to-peer; collaborazione; conoscenza; condivisione,nocluster
La moda progettata. Le (sette - una) vie del design,"BERTOLA, PAOLA",2008,03.1 Monografia o trattato scientifico,design; moda; progettazione,nocluster
Space design. Quattro riflessioni=Quattro lezioni,"PICCINNO, GIOVANNA",2008,03.1 Monografia o trattato scientifico,Uomo; design; territorio; spazi; reversibile; adeguabile; arte; architettura; paesaggio,nocluster
Relazioni produttive. Design e strategia nell'impresa contemporanea,"CAUTELA, CABIRIO;ZURLO, FRANCESCO",2006,03.1 Monografia o trattato scientifico,Design; Strategia d'impresa,nocluster
Corpo d’arte/fatto,"COLOMBI, CHIARA",2008,03.1 Monografia o trattato scientifico,-,nocluster
MERCHANDESIGN - Il progetto di identità,"COLLINA, LUISA MARIA VIRGINIA;COLOMBI, CHIARA;TOLINO, UMBERTO",2008,03.1 Monografia o trattato scientifico,-,nocluster
Sviluppo metodologico della base cartografica della rete stradale e dei punti critici - Linee guida per la pianificazione delle emergenze nei trasporti,"MAJA, ROBERTO;RAINOLDI, GIOVANNI;BORGHETTI, FABIO;PONTI, MARCO;MARCHIONNI, GIOVANNA",2008,03.1 Monografia o trattato scientifico,-,nocluster
: Italian Design,"BOSONI, GIAMPIERO",2008,03.1 Monografia o trattato scientifico,Design; italian design; MoMA of New York; Franco Albini; Gio Ponti; Mario Bellini; Achille e Pier Giacomo Castiglioni; Marco Zanuso; Enzo Mari,nocluster
"Textile design: prontuario delle fibre, dei filati e dei tessuti","RUBERTELLI, MANUELA;SOLDATI, MARIA GRAZIA",2008,03.1 Monografia o trattato scientifico,-,nocluster
Il trasporto delle merci pericolose in galleria,"MAJA, ROBERTO;RAINOLDI, GIOVANNI;D. ROMANÒ;R. SALIMBENI",2006,03.1 Monografia o trattato scientifico,-,nocluster
External Cost Assessment In Transalpine Corridors,"MAJA, ROBERTO;D. ROMANÒ",2006,03.1 Monografia o trattato scientifico,Trasporti; Reti europee; Costi di trasporto; Sostenibilità; Tariffazione,nocluster
Specifiche del server della Sala Operativa,"MAJA, ROBERTO",2005,03.1 Monografia o trattato scientifico,Trasporti; Sicurezza; Merci pericolose; Monitoraggio,nocluster
Individuazione degli itinerari Origine-Destinazione di maggior interesse per la sperimentazione,"MAJA, ROBERTO;RAINOLDI, GIOVANNI;MARCHIONNI, GIOVANNA;D. ROMANÒ",2007,03.1 Monografia o trattato scientifico,Trasporti; Sicurezza; Merci pericolose; Monitoraggio,nocluster
Il progetto della Natura. Gli strumenti della biomimesi per il design.,"SALVIA, GIUSEPPE;ROGNOLI, VALENTINA;LEVI, MARINELLA",2009,03.1 Monografia o trattato scientifico,biomimesi; design; natura; materiali,nocluster
Strumenti per la comunicazione visiva del progetto di moda,"MANCIARACINA, ANDREA GIUSEPPE",2008,03.1 Monografia o trattato scientifico,-,nocluster
MODA E DESIGN: IL PROGETTO DELL'ECCELLENZA,"CAPPELLIERI, ALBA",2007,03.1 Monografia o trattato scientifico,DESIGN; FASHION; RETAIL; ACCESSORIES,nocluster
GIOIELLO ITALIANO CONTEMPORANEO: TECNICHE E MATERIALI TRA ARTE E DESIGN,"CAPPELLIERI, ALBA",2008,03.1 Monografia o trattato scientifico,-,nocluster
ANTONIO CITTERIO: ARCHITECTURE AND DESIGN,"CAPPELLIERI, ALBA",2007,03.1 Monografia o trattato scientifico,-,nocluster
"ETERNAL PLATINUM, IL DESIGN DELLA FEDE","CAPPELLIERI, ALBA",2008,03.1 Monografia o trattato scientifico,-,nocluster
"RICERCA, DESIGN E SPERIMENTAZIONE PER L'INNOVAZIONE DI PRODOTTO NEL SETTORE DELL'ACCESSORIO MODA","CAPPELLIERI, ALBA;BERTOLA, PAOLA",2002,03.1 Monografia o trattato scientifico,-,nocluster
"PAPER JEWELLERY, GIOIELLI DI CARTA","CAPPELLIERI, ALBA;B. CAPPELLO",2009,03.1 Monografia o trattato scientifico,-,nocluster
Le neuroscienze per il design: la dimensione emotiva del progetto.,"BIONDI, EMANUELE;ROGNOLI, VALENTINA;LEVI, MARINELLA",2009,03.1 Monografia o trattato scientifico,neuroscienze; design; emozione; stilema; empatia; sensorialità,nocluster
O Avesso do EspelhoRelaçoes Comunitarias e Divisao do Trabalho na Experiencia da Unilabor,"CIPOLLA, CARLA",2008,03.1 Monografia o trattato scientifico,-,nocluster
"System design for sustainability. Theory, methods and tools for a sustainable “satisfaction-system” design","VEZZOLI, CARLO ARNALDO",2007,03.1 Monografia o trattato scientifico,-,nocluster
Materiali per il design: espressività e sensorialità,"ROGNOLI, VALENTINA;LEVI, MARINELLA",2005,03.1 Monografia o trattato scientifico,materiali; espressivo-sensoriale; sensi; design,nocluster
Be different: il valore attrattivo del brand design nelle imprese moda,"TURINETTO, MARCO",2005,03.1 Monografia o trattato scientifico,-,nocluster
Il design delle superfici. I modelli digitali per il disegno industriale,"BREVI, FAUSTO",2004,03.1 Monografia o trattato scientifico,-,nocluster
Sistemi conoscitivi per il design: una proposta metodologica,"CIUCCARELLI, PAOLO;INNOCENTI, PERLA",2006,03.1 Monografia o trattato scientifico,design; conoscenza; metodologia,nocluster
L' impresa dell'innovazione. La gestione strategica della tecnologia nelle Pmi,"VERGANTI, ROBERTO;CALDERINI, MARIO;GARRONE, PAOLA MARIA;PALMIERI, STEFANIA",2004,03.1 Monografia o trattato scientifico,-,nocluster
"Titaniocromie, il titanio e i suoi colori","DEL CURTO, BARBARA;PEDEFERRI, MARIAPIA;ROGNOLI, VALENTINA",2004,03.1 Monografia o trattato scientifico,titanio; anodizzazione; design; colore,nocluster
Il consumatore che innova,"PALMIERI, STEFANIA",2004,03.1 Monografia o trattato scientifico,-,nocluster
Textile: design e tecnologia,"FRASSINE, ROBERTO;SOLDATI, MARIA GRAZIA",2004,03.1 Monografia o trattato scientifico,-,nocluster
Ricerca progettuale e innovazione: metodi e strumenti del design per innovare i prodotti a media complessità,"RAMPINO, LUCIA ROSA ELENA",2004,03.1 Monografia o trattato scientifico,-,nocluster
Metaprogetto. Riflessioni teoriche ed esperienze didattiche,"DESERTI, ALESSANDRO",2003,03.1 Monografia o trattato scientifico,-,nocluster
Design e Innovazione di sistema nel settore alimentare: una ricerca progettuale,"MERONI, ANNA",2003,03.1 Monografia o trattato scientifico,-,nocluster
Costruire servizi digitali,"PILLAN, MARGHERITA;S. Sancassani",2003,03.1 Monografia o trattato scientifico,Design dei servizi; design dell'interazione; user centred design; tecnologie digitali; comunicazione.,nocluster
Quale qualità? Cosa si intende per qualità d'uso e come è possibile verificarla,"ANSELMI, LAURA",2003,03.1 Monografia o trattato scientifico,-,nocluster
"Fortezze, bastioni, cannoni. Disegni di Leonardo dal Codice Atlantico","MARANI, PIETRO",2009,03.1 Monografia o trattato scientifico,Leonardo da Vinci; disegni; architettura militare; arte militare,nocluster
Innovare con il Design: il caso del settore dell’illuminazione in Italia,"ZURLO, FRANCESCO;CAGLIANO, RAFFAELLA;SIMONELLI, GIULIANO;VERGANTI, ROBERTO",2002,03.1 Monografia o trattato scientifico,-,nocluster
Tecnologie informatiche e utenza debole,"ANDREONI, GIUSEPPE;COSTA, FIAMMETTA CARLA ENRICA;LANDONI, PAOLO",2002,03.1 Monografia o trattato scientifico,-,nocluster
Health Care Design. Il contributo del design nei processi di innovazione nel settore biomedicale,"COSTA, FIAMMETTA CARLA ENRICA",2002,03.1 Monografia o trattato scientifico,-,nocluster
Artefatti di transizione: un ossevatorio per il design della comunicazione,"BAULE, GIOVANNI",2001,03.1 Monografia o trattato scientifico,-,nocluster
Giovane è il design. Nodi contemporanei della didattica per il progetto,"PENATI, ANTONELLA VALERIA",2001,03.1 Monografia o trattato scientifico,-,nocluster
"Materiali per la socirtà dell'informazione: icone, artefatti, tipologie formati","BAULE, GIOVANNI",2001,03.1 Monografia o trattato scientifico,-,nocluster
Il DfE in impresa. Design for Environment: il progetto di prodotti eco-compatibili,"MANGIAROTTI, RAFFAELLA",2000,03.1 Monografia o trattato scientifico,design; ambient; competitività; dfe; lca,nocluster
Percorsi nella produzione degli apparecchi d’illuminazione: letture di settore guidate dal design,"SIMONELLI, GIULIANO",2000,03.1 Monografia o trattato scientifico,-,nocluster
MuVi2. Video and moving image on synesthesia and visual music,"RICCO', DINA;M. J. De Cordoba",2009,03.1 Monografia o trattato scientifico,Sinestesia; Visual Music; Video; Design della comunicazione,nocluster
"Sociologia. Concetti, metodi, temi di scienze sociali","VOLONTE', PAOLO GAETANO;C. Lunghi;M. Magatti;E. Mora",2008,03.1 Monografia o trattato scientifico,-,nocluster
Light art in Italy,"GELLINI, GISELLA;MURANO, FRANCESCO",2009,03.1 Monografia o trattato scientifico,Luce; Arte; Light; Art; Italy,nocluster
"Strategie di co-design. Teorie, metodi e strumenti per progettare con gli utenti","RIZZO, FRANCESCA",2009,03.1 Monografia o trattato scientifico,-,nocluster
"Questione di metodo: analisi, sintesi, teorie, esempi sulla metodologia progettuale","BRUNO, DAVIDE MARIA",2009,03.1 Monografia o trattato scientifico,design; comunicazione; prodotto; metodologia progettuale,nocluster
Design e Comunicazione,"MAIOCCHI, MARCO MARIA;PILLAN, MARGHERITA",2009,03.1 Monografia o trattato scientifico,Comunicazione; Design; Progetto,nocluster
Fashion e Textile design - Percorsi paralleli ed evoluzioni storiche,"SOLDATI, MARIA GRAZIA;CONTI, GIOVANNI MARIA",2009,03.1 Monografia o trattato scientifico,-,nocluster
Metodi e strumenti per il Life Cycle Design. Come progettare prodotti a basso impatto ambientale.,"VEZZOLI, CARLO ARNALDO;CESCHIN, FABRIZIO;CORTESI, SARA",2009,03.1 Monografia o trattato scientifico,-,nocluster
Le parole del packaging. Glossario ragionato per il sistema-imballaggio,"BUCCHETTI, VALERIA LUISA;CIRAVEGNA, ERIK",2009,03.1 Monografia o trattato scientifico,-,nocluster
Il Design di prodotto oggi - progettare con gli utenti: gli elettromedicali,"ANSELMI, LAURA",2009,03.1 Monografia o trattato scientifico,User Centred Design; innovazione di prodotto; esigenze utenti,nocluster
Second year Report on the EX - post evaluation.Analysis after the implementation,"STUDER, LUCA PASINO;MARCHIONNI, GIOVANNA;PONTI, MARCO;BORGHETTI, FABIO",2009,03.1 Monografia o trattato scientifico,-,nocluster
Specifiche per la realizzazione di un modello di simulazione del trafficoAUTOSTRADALE,"MARCHIONNI, GIOVANNA;PONTI, MARCO;STUDER, LUCA PASINO",2009,03.1 Monografia o trattato scientifico,-,nocluster
Vulnerabilità e modello di interventoper la gestione delle reti viarie in seguito a eventi rilevanti. Relazione finale III anno.,"MAJA, ROBERTO;STUDER, LUCA PASINO;PONTI, MARCO;MARCHIONNI, GIOVANNA;SCARINCI, RICCARDO;RAINOLDI, GIOVANNI;BORGHETTI, FABIO",2009,03.1 Monografia o trattato scientifico,-,nocluster
Design e Territorio /Design and Territory,"PICCINNO, GIOVANNA",2004,03.1 Monografia o trattato scientifico,Design; territorio; marketing territoriale; sviluppo urbano; attrattività; valore; soddisfazione; fiducia.,nocluster
Progetto Corporate Identity & Product design,"PICCINNO, GIOVANNA",1994,03.1 Monografia o trattato scientifico,Corporate Identity; Product Design; Corporate Image; Designer; Fenomeni comunicativi.,nocluster
Lessons in drawing for a sustainable century,"AMORUSO, GIUSEPPE",2009,03.1 Monografia o trattato scientifico,-,nocluster
"L'architettura dei Fari Italiani, The Architecture of italian Lighthouses - Sicilia","C. Bartolomei;AMORUSO, GIUSEPPE",2009,03.1 Monografia o trattato scientifico,Fari; Rilievo; Documentazione multimediale; Modelli digitali 3d; Sicilia,nocluster
Reforming Arts and Culture Higher Education in Portugal,"ZURLO, FRANCESCO;A. Hasan;B. Brown;P. Eversman",2009,03.1 Monografia o trattato scientifico,-,nocluster
Comunicazione coordinata per i beni culturali: 4 progetti italiani,"GUIDA, FRANCESCO ERMANNO",2003,03.1 Monografia o trattato scientifico,-,nocluster
Il Cenacolo di Leonardo,"MARANI, PIETRO",2009,03.1 Monografia o trattato scientifico,Leonardo; Cenacolo; storia; restauro; pittura,nocluster
Campari Soda. L'aperitivo dell'arte veloce Futurista. Da Fortunato Depero a Matteo Ragni,"FINESSI, GIUSEPPE;S. Guarnaccia;A. Mendini",2009,03.1 Monografia o trattato scientifico,-,nocluster
Invisibile  Architecure. Experiencing Places through the Sense of Smell,"BARBARA, ANNA;A. Perliss",2006,03.1 Monografia o trattato scientifico,-,nocluster
Architetture invisibili. L'esperienza dei luoghi attraverso gli odori,"BARBARA, ANNA;Perliss A.",2006,03.1 Monografia o trattato scientifico,-,nocluster
Storie di architettura attraverso i sensi,"BARBARA, ANNA",2000,03.1 Monografia o trattato scientifico,-,nocluster
Cliostraat,"BARBARA, ANNA",2000,03.1 Monografia o trattato scientifico,-,nocluster
Leonardiana. Studi e saggi su Leonardo da Vinci,"MARANI, PIETRO;Pietro C.",2010,03.1 Monografia o trattato scientifico,Leonardo da Vinci; Arte; Architettura; Disegni; Manoscritti; Pittura; Scienza; Scultura; Tecnologia.,nocluster
Nextarchitetti. Paesaggi relazionali.,"E. Avallone;G. Forte;S. Orsi;PIERLUISI, GABRIELE;A. Sciolari",2007,03.1 Monografia o trattato scientifico,Relazionale; progetto; architettura; design; paesaggio; disegni; progetti; nextarchitetti,nocluster
Fashion Retail. Visualizzazione e rappresentazione del sistema prodotto moda,"IANNILLI, VALERIA MARIA",2010,03.1 Monografia o trattato scientifico,-,nocluster
Contract - un'opportunità per il design made in Italy,"GEROSA, GIULIA MARIA",2010,03.1 Monografia o trattato scientifico,-,nocluster
Learing Environment. nuovi scenari per il progetto degli spazi della formazione.,"BIAMONTI, ALESSANDRO",2007,03.1 Monografia o trattato scientifico,-,nocluster
GIOIELLI OGGI: ARTE MODA DESIGN,"CAPPELLIERI, ALBA",2010,03.1 Monografia o trattato scientifico,-,nocluster
GIOIELLI  DEL NOVECENTO DALL'ART NOUVEAU AL DESIGN CONTEMPORANEO,"CAPPELLIERI, ALBA",2010,03.1 Monografia o trattato scientifico,-,nocluster
TWENTIETH CENTURY JEWELLERY,"CAPPELLIERI, ALBA",2010,03.1 Monografia o trattato scientifico,-,nocluster
JEWELLERYSCAPE I PAESAGGI DEL GIOIELLO,"CAPPELLIERI, ALBA",2010,03.1 Monografia o trattato scientifico,-,nocluster
Leonardo. Il Cenacolo svelato,"MARANI, PIETRO",2011,03.1 Monografia o trattato scientifico,Leonardo; pittura; Cenacolo; restauro; storia della critica,nocluster
Foodmood,"MAFFEI, STEFANO;PARINI, BARBARA",2010,03.1 Monografia o trattato scientifico,Food Design; Research; Food Chain; Food System; Innovation,nocluster
LIGHT ART IN ITALY 2009,"MURANO, FRANCESCO;GISELLA GELLINI",2010,03.1 Monografia o trattato scientifico,LIGHT ART; ITALIA; 2009,nocluster
Architetture e idee di spazi per l'abitare,"NEBULONI, ATTILIO;ROLANDO, ANDREA",2010,03.1 Monografia o trattato scientifico,-,nocluster
"System design for sustainability. Theory, methods and tools for a sustainable “satisfaction-system” design. II edizione","VEZZOLI, CARLO ARNALDO",2010,03.1 Monografia o trattato scientifico,Design for Ssutinability; Product-Service System; System Design for Eco-Efficiency; System Design for social Equity and Cohesion.,nocluster
"Design de sistemas para a sustentabilidade. Teoria, metodos e ferramentas para o design sustentavel de “sistemas de satifacao”","VEZZOLI, CARLO ARNALDO",2010,03.1 Monografia o trattato scientifico,-,nocluster
环境可持续设计 (Design per la sostenibilità ambientale),"VEZZOLI, CARLO ARNALDO;MANZINI, EZIO",2010,03.1 Monografia o trattato scientifico,-,nocluster
"Living in Space, Industrial Design contribution to the habitat quality of spacecrafts","FERRARIS, SILVIA DEBORAH",2010,03.1 Monografia o trattato scientifico,-,nocluster
"La strada verde. Ecomusei, cultura del progetto e sostenibilità verso Expo 2015","MANDARINI, MASSIMILIANO;VIGNATI, ARIANNA",2010,03.1 Monografia o trattato scientifico,-,nocluster
La sostenibilità ambientale. Buone pratiche per lo sviluppo sostenibile nel territorio del Forum di Agenda XXI Locale della Valle di Scalve e dell'Ecomuseo delle Orobie,"MANDARINI, MASSIMILIANO;VIGNATI, ARIANNA",2010,03.1 Monografia o trattato scientifico,-,nocluster
Design per la WebTV. Teorie e tecniche per la televisione digitale,"GALBIATI, MARIA LUISA;PIREDDA, FRANCESCA",2010,03.1 Monografia o trattato scientifico,design; comunicazione; movie design; WebTV; televisione digitale; format TV,nocluster
IN-TRATTENERE. Design degli spazi per l'evento,"FASSI, DAVIDE",2010,03.1 Monografia o trattato scientifico,evento; design; spazio; temporaneo; urbano,nocluster
progetto & multisensorialità. Come gli oggetti sono e come appaiono,"l. bandini;BISSON, MARIO;BOERI, CRISTINA;g. gellini;ZINGALE, SALVATORE",2010,03.1 Monografia o trattato scientifico,multisensorialità; visione; percezione; colore; progetto; linguaggio; materia; luce; polisensorialità; design; musica; rappresentazione; sapore; odore; sensi,nocluster
The International gateway. Projects and partnerships,"GADDI, ROSSANA;CONTI, GIOVANNI MARIA",2010,03.1 Monografia o trattato scientifico,-,nocluster
Codex Atlanticus. Leonardo e la sua bottega: disegni di figura e di animali,"MARANI, PIETRO;RINALDI, F.",2011,03.1 Monografia o trattato scientifico,Leonardo; Codice Atlantico; Figure; Animali; Disegni,nocluster
La scuola del mondo. Leonardo e Michelangelo. Disegni a confronto,"MARANI, PIETRO;RAGIONIERI, P.",2011,03.1 Monografia o trattato scientifico,Leonardo; Michelangelo; Disegni,nocluster
DESIGN STORYTELLING. Design e comunicazione nell'era della complessità: un manuale imperfetto.,"CEPPI, GIULIO;D. D'Alessio",2011,03.1 Monografia o trattato scientifico,-,nocluster
Web Experience. L'ambiente informativo come neoluogo della comunicazione,"TOLINO, UMBERTO",2007,03.1 Monografia o trattato scientifico,Web experience; Web; Esperienza; Digitale; Metaprogetto,nocluster
Chi ha paura?,"CAPPELLIERI, ALBA",2011,03.1 Monografia o trattato scientifico,"Jewelry; design; Gijs Bakker; chi ha paura?, jewellery design, fashion design, design, design del gioiello. design della moda",nocluster
GIOIELLI PER MILANO,"CAPPELLIERI, ALBA",2011,03.1 Monografia o trattato scientifico,design; jewelry; milan; jewelry art; jewelry design; jewelry craft; triennale di milano,nocluster
Studio comparato sui metodi internazionali di valutazione preventiva delle opere pubbliche dal punto di vista della fattibilità tecnico-economica,"Fulvio Lino Di Blasio;Michele Giove;Mariafrancesca Miele;Claudia Petta;PONTI, MARCO GUIDO;BERIA, PAOLO",2011,03.1 Monografia o trattato scientifico,valutazione; costi benefici; trasporti,nocluster
Leonardo e Michelangelo. Capolavori della grafica e studi romani,"MARANI, PIETRO;RAGIONIERI, P.",2011,03.1 Monografia o trattato scientifico,Leonardo; Michelangelo; disegni; Roma; architettura; arte,nocluster
"TECNO, l'eleganza discreta della tecnica.","BOSONI, GIAMPIERO",2011,03.1 Monografia o trattato scientifico,Tecno; Borsani; Atelier Varedo; mobili per ufficio; Eugenio Gerli; Norman Foster; Robin Day; Marco Fantoni; Mario Bellini,nocluster
"TECNO, A Discreetly Technical Elegance","BOSONI, GIAMPIERO",2011,03.1 Monografia o trattato scientifico,Design; Borsani; Interior design; forniture; Gerli; Foster; Robin Day; Jean Nuovel; Gio Ponti; Rafael Moneo; Richard Rogers; Mario Bellini,nocluster
Diagrammi dell'abitare. Ricerche e ipotesi progettuali tra architettura e natura,"NEBULONI, ATTILIO",2011,03.1 Monografia o trattato scientifico,-,nocluster
Il senso dei materiali per il design,"ROGNOLI, VALENTINA;LEVI, MARINELLA",2011,03.1 Monografia o trattato scientifico,Materiali per il design; sensorialità; espressività,nocluster
Il valore dell'imperfezione.L'approccio wabi sabi al design.,"OSTUZZI, FRANCESCA;SALVIA, GIUSEPPE;ROGNOLI, VALENTINA;LEVI, MARINELLA",2011,03.1 Monografia o trattato scientifico,Materiali; design; sostenibilità; tempo; imperfezione; wabi sabi,nocluster
"Design per lo spazio, ricerca e innovazione","FERRARIS, SILVIA DEBORAH;AGUZZI, MANUELA",2007,03.1 Monografia o trattato scientifico,design; spazio; innovazione,nocluster
L’invasione degli Infoprodotti. Riflessioni di design per una tecnologia domotica dal volto umano,"FERRARIS, SILVIA DEBORAH;MAIOCCHI, MARCO MARIA",2005,03.1 Monografia o trattato scientifico,-,nocluster
Habitability in space: Design for Microgravity,"FERRARIS, SILVIA DEBORAH",2005,03.1 Monografia o trattato scientifico,-,nocluster
INDUSTRIAL DESIGN FOR SPACE,"DOMINONI, ANNALISA",2002,03.1 Monografia o trattato scientifico,human factors; space design; user-centered-design,nocluster
"Sinestesia. Los fundamentos teóricos, artísticos y científicos","M. J. De Córdoba;RICCO', DINA",2012,03.1 Monografia o trattato scientifico,-,nocluster
Illustrare in digitale,"AMORUSO, GIUSEPPE",2008,03.1 Monografia o trattato scientifico,-,nocluster
The italian Way: tra artigianato e tecnologia intorno al corpo,"CAPPELLIERI, ALBA",2011,03.1 Monografia o trattato scientifico,-,nocluster
I GIOIELLI DEGLI SCARPA,"CAPPELLIERI, ALBA",2012,03.1 Monografia o trattato scientifico,-,nocluster
Intenzioni Creative Creative Ways,"ARQUILLA, VENANZIO",2011,03.1 Monografia o trattato scientifico,-,nocluster
SPORT E STILE150 anni di immagini al femminile,"TURINETTO, MARCO;M. Canella;S. Giuntini",2011,03.1 Monografia o trattato scientifico,Archivi; Design; Moda; Tendenze,nocluster
IL GIOIELLO SOSTENIBILE DI RICCARDO DALISI,"CAPPELLIERI, ALBA",2012,03.1 Monografia o trattato scientifico,-,nocluster
Simbolismo italiano fra arte e critica Mario de Maria e Angelo Conti,"MAZZANTI, ANNA",2007,03.1 Monografia o trattato scientifico,simbolismo; estetismo; ideismo; idealismo; estetica,nocluster
Invisible Architectures. Invisibili. Experiencing Places through the Sense of Smell,"BARBARA, ANNA;A. PERLISS",2006,03.1 Monografia o trattato scientifico,-,nocluster
Sentieri nell'arte Il contemporaneo nel paesaggio toscano,"MAZZANTI, ANNA;E. Crispolti;Bruno Corà;G. Pettena",2004,03.1 Monografia o trattato scientifico,arte ambientale; site specific; environment art; scultura ambientata; land art,nocluster
Lusso Necessario: alla ricerca del valore per vincere la crisi,"TURINETTO, MARCO;C. Gandini",2009,03.1 Monografia o trattato scientifico,Brand; Design; Futuro; Ricerca; Valore,nocluster
Texture design: un percorso Basic. Ricerche ed applicazioni di Visual Design,"CALABI, DANIELA ANNA",2008,03.1 Monografia o trattato scientifico,Texture; Percezione; Psicologia; Basic Design; Visual Design; Haptic; Colore; Percezione aptica; Artefatti comunicativi,nocluster
Design e innovazione,"CELASCHI, FLAVIANO;DESERTI, ALESSANDRO",2007,03.1 Monografia o trattato scientifico,Innovazione; design diven innovation; processi progettuali; sistema prodotto-servizio; design e marca,nocluster
EPIGENESI DEL DESIGN,"CEPPI, GIULIO",2010,03.1 Monografia o trattato scientifico,-,nocluster
FORMA E MATERIA. DESIGN E INNOVAZIONE PER IL TESSILE ITALIANO,"DOMINONI, ANNALISA;A. Tempesti",2012,03.1 Monografia o trattato scientifico,design performance; smart materials; spin-off,nocluster
Nuove specie di spazi,"PIARDI, SILVIA ELVIRA MARIA;I. Farè",2003,03.1 Monografia o trattato scientifico,abitare persone tecniche,nocluster
